event_id,token_entity_id,token_symbol,event_type,symbol_pair,market_type,price_source,window_price_source,event_price_source,window,publication_datetime_utc,baseline_vwap_7d,baseline_median_close_7d,baseline_close_1d,baseline_median_close_30d,event_price,window_price,raw_return,btc_adjusted_return,eth_adjusted_return,alt_benchmark_adjusted_return,alt_benchmark_constituents,missing_price_flag,missing_price_reason,benchmark_gap
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-30d,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1346,0.39337474120082816,0.49183385074229347,0.7049574912572744,0.44957042181966295,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-14d,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1495,0.5476190476190474,0.4880795746578035,0.5490349849504267,0.4109315146810607,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-7d,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1315,0.36128364389233947,0.3323051220245723,0.3193068423034282,0.2566746876299205,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-3d,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1218,0.26086956521739135,0.25910595931221647,0.30686839419894985,0.25816341112299385,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-1d,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1196,0.23809523809523792,0.2313593070234088,0.2336599100761343,0.21254767033413335,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-24h,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1196,0.23809523809523792,0.2313593070234088,0.2336599100761343,0.21254767033413335,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-4h,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1129,0.16873706004140776,0.16753600008138703,0.17051272199211032,0.16875749517871352,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,-1h,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.1153,0.19358178053830222,0.18856999019832532,0.18697662423030148,0.18636410687338686,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,+1h,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.0946,-0.020703933747411973,-0.01882814354809559,-0.017343952728625878,-0.018355171319380116,10,no,,no
2a7c0c057f11d40d,KMD,KMD,MONITORING_TAG_ADDED,KMDUSDT,spot,binance_spot,binance,binance,+4h,2025-06-05T05:00:18Z,0.10058808001343134,0.1199,0.1131,0.13865,0.0966,0.0833,-0.1376811594202899,-0.1400774503437875,-0.13637237410317737,-0.14066179360741884,10,no,,no
