event_id,token_entity_id,token_symbol,anchor_event_type,baseline_price,max_return_1h,max_return_4h,max_return_24h,max_return_3d,max_return_7d,max_return_until_effective_delisting,max_return_price_source,max_return_exchange,volume_zscore,post_pump_drawdown,pump20_flag,pump_and_dump_flag,low_liquidity_pump_flag,fallback_used,manual_review_required
ff89527c25eb2e98,VAI,VAI,SPOT_TOKEN_DELISTING_ANNOUNCED,nan,0.0,0.0,0.04671821023194611,0.08241487086691901,0.17938805724625762,1.5268958710314195,ccxt_mexc,mexc,nan,-1.5268958710314195,yes,yes,no,yes,yes
c5aa022249e7d2f8,WAVES,WAVES,SPOT_TOKEN_DELISTING_ANNOUNCED,1.7089001365022387,-0.06436420722135006,-0.11250654107796965,-0.19466248037676614,-0.25745682888540034,-0.3270538984824699,-0.06436420722135006,binance,binance,1.045977858235012,-0.4235478806907379,no,no,no,yes,no
9e277a020515b688,WNXM,WNXM,SPOT_TOKEN_DELISTING_ANNOUNCED,81.42073422039493,0.002853598014888492,0.003225806451612856,-0.012903225806451535,-0.0018610421836227076,-0.04665012406947877,0.003225806451612856,binance,binance,-0.9897076703764266,-0.31625310173697263,no,no,no,yes,no
ca86e505313d35f7,VGX,VGX,SPOT_TOKEN_DELISTING_ANNOUNCED,0.04455521606641458,-0.09560723514211877,-0.08785529715762275,0.0025839793281654533,-0.3307493540051679,-0.4599483204134367,0.0025839793281654533,binance,binance,1.8971328960096132,-0.729250645994832,no,no,no,yes,no
4cc3c268e5d9fbd4,WRX,WRX,SPOT_TOKEN_DELISTING_ANNOUNCED,0.18496998647350962,-0.2266139657444004,-0.3623188405797101,-0.30171277997364954,-0.5461133069828721,-0.886034255599473,-0.2266139657444004,binance,binance,3.61171751084122,-0.6594202898550726,no,no,no,yes,no
266c4020403a9f7b,VITE,VITE,SPOT_TOKEN_DELISTING_ANNOUNCED,0.005324807880058272,-0.04518664047151277,-0.07858546168958747,-0.2298624754420432,-0.38506876227897835,-0.8310412573673871,-0.04518664047151277,binance,binance,7.183939216179861,-0.7858546168958743,no,no,no,no,no
480d4eaee375850c,VIDT,VIDT,SPOT_TOKEN_DELISTING_ANNOUNCED,0.019328899262777505,-0.0997782705099779,-0.02512934220251295,0.3932002956393199,0.835920177383592,-0.8847006651884701,0.835920177383592,binance,binance,0.5432799349316512,-1.7206208425720622,yes,yes,no,no,no
acc75026e9c0fca8,VIB,VIB,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0208189423355045,-0.006053268765133124,-0.1313559322033898,-0.03087167070217922,0.04600484261501214,-0.728813559322034,0.04600484261501214,binance,binance,1.268583846509487,-0.7748184019370461,no,no,no,no,no
e08422af09a05d67,WING,WING,SPOT_TOKEN_DELISTING_ANNOUNCED,1.1653408441746755,-0.021739130434782594,-0.13043478260869568,-0.04021739130434787,0.12608695652173907,-0.5652173913043479,0.12608695652173907,binance,binance,1.9841804872623223,-0.9533695652173912,no,no,no,yes,no
6799bc3425b901e2,VOXEL,VOXEL,SPOT_TOKEN_DELISTING_ANNOUNCED,0.030991699993421273,-0.04593639575971731,-0.010600706713780883,0.1413427561837457,-0.1413427561837456,-0.2897526501766784,0.1413427561837457,binance,binance,1.8797787531740247,-0.8431802120141344,no,no,no,yes,no
ce1912db581080b5,WAN,WAN,SPOT_TOKEN_DELISTING_ANNOUNCED,0.06525085548869074,-0.0239074158672149,-0.08710217755443894,-0.13643977463072943,-0.18197045835236803,-0.13902847571189292,-0.0239074158672149,binance,binance,1.6957832944991214,-0.15806304248515313,no,no,no,yes,no
