token_entity_id,token_symbol,anchor_event_id,anchor_event_type,publication_datetime_utc,baseline_vwap_7d,baseline_median_close_7d,baseline_close_1d,post_event_low_7d,post_event_low_14d,post_event_low_30d,post_event_low_60d,post_event_low_90d,drawdown_to_low_7d,drawdown_to_low_14d,drawdown_to_low_30d,drawdown_to_low_60d,drawdown_to_low_90d,days_from_event_to_low_7d,days_from_event_to_low_30d,days_from_event_to_low_90d,low_timestamp_utc,low_price,volume_at_low,quote_volume_at_low,volume_zscore_at_low,wick_ratio_at_low,volatility_before_low,volatility_after_low,capitulation_flag,liquidity_death_flag,low_liquidity_wick_flag,absolute_bottom_confidence_score,manual_review_required,notes
FORTH,FORTH,9499c53655bc3991,MONITORING_TAG_ADDED,2026-03-06 08:29:56+00:00,0.9299249560865422,0.965,0.863,0.816,0.492,0.221,0.221,0.221,-0.12250983839166907,-0.47092504961850634,-0.7623464145644103,-0.7623464145644103,-0.7623464145644103,1.2708796296296296,25.72921296296296,25.72921296296296,2026-04-01T02:00:00+00:00,0.221,571123.55,142944.60092,4.603173399255468,0.19512195121951206,0.048587904912827676,nan,no,no,no,0.85,no,
