token_entity_id,token_symbol,anchor_event_id,anchor_event_type,bottom_timestamp_utc,bottom_price,max_rebound_24h,max_rebound_3d,max_rebound_7d,max_rebound_14d,max_rebound_30d,max_rebound_60d,max_rebound_90d,rebound_20_flag,rebound_50_flag,rebound_100_flag,rebound_200_flag,days_from_bottom_to_max_rebound,rebound_high_timestamp_utc,rebound_high_price,volume_on_rebound,quote_volume_on_rebound,volume_zscore_on_rebound,rebound_sustained_3d,rebound_sustained_7d,post_rebound_drawdown,pump_and_dump_after_bottom,dead_cat_bounce_flag,low_liquidity_rebound_flag,fallback_used,price_source,exchange,manual_review_required,notes
COMBO,COMBO,ddd8722fcd3a9596,MONITORING_TAG_ADDED,2025-03-28T01:00:00+00:00,0.0263,0.2243346007604563,0.2243346007604563,0.2243346007604563,0.2243346007604563,0.2243346007604563,0.2243346007604563,0.2243346007604563,yes,no,no,no,0.041666666666666664,2025-03-28T02:00:00+00:00,0.0322,4764220.0,143326.09243,-0.4877172462543402,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
COOKIE,COOKIE,a5602175aafd748b,MONITORING_TAG_ADDED,2026-06-06T04:00:00+00:00,0.009,0.10000000000000009,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.11111111111111116,0.11111111111111116,no,no,no,no,1.2083333333333333,2026-06-07T09:00:00+00:00,0.01,1009370.6,9935.83282,-0.03052195659839759,unknown,unknown,-0.08000000000000007,no,no,yes,no,binance_spot,binance,yes,
COS,COS,a69cfb015113f6cc,MONITORING_TAG_ADDED,2026-03-07T20:00:00+00:00,0.000827,0.807738814993954,0.807738814993954,2.2442563482466746,2.2442563482466746,2.2442563482466746,2.2442563482466746,2.2442563482466746,yes,yes,yes,yes,6.708333333333333,2026-03-14T13:00:00+00:00,0.002683,2558330019.5,6095977.9167721,3.1445976815297674,yes,yes,-0.5959746552366754,no,no,yes,no,binance_spot,binance,yes,
CREAM,CREAM,c7f6923d690b160e,SPOT_TOKEN_DELISTING_ANNOUNCED,2025-04-13T21:00:00+00:00,0.99,0.707070707070707,1.272727272727273,1.272727272727273,1.272727272727273,1.272727272727273,1.272727272727273,1.272727272727273,yes,yes,yes,no,2.2083333333333335,2025-04-16T02:00:00+00:00,2.25,130435.713,206527.9969,1.360989525284895,no,no,nan,no,no,yes,no,binance_spot,binance,yes,
CTXC,CTXC,73bd41c12e1c9037,MONITORING_TAG_ADDED,2024-07-05T04:00:00+00:00,0.111,0.16216216216216228,0.20360360360360352,0.7342342342342343,0.7342342342342343,1.2945945945945945,1.2945945945945945,1.2945945945945945,yes,yes,yes,no,21.375,2024-07-26T13:00:00+00:00,0.2547,43362124.0,10004907.3641,3.600617969403674,yes,yes,-0.7817039654495485,no,no,no,no,binance_spot,binance,no,
CVP,CVP,e03ecc015ad077ba,MONITORING_TAG_ADDED,2024-08-26T02:00:00+00:00,0.0328,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
CVX,CVX,f516a957212c330b,MONITORING_TAG_ADDED,2024-09-06T21:00:00+00:00,1.8,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.36111111111111116,0.36111111111111116,3.528888888888888,yes,yes,yes,yes,88.91666666666667,2024-12-04T19:00:00+00:00,8.152,673157.786,5282022.220852,1.668500037865776,no,no,-0.8147693817468106,yes,yes,no,no,binance_spot,binance,no,
D,D,76c150b865ecafa1,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_bottom_or_path
DATA,DATA,3aeb58a1f5337ceb,MONITORING_TAG_ADDED,2026-02-13T02:00:00+00:00,0.00081,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,yes,no,binance_spot,binance,yes,
DEGO,DEGO,6cca4d0784f78049,MONITORING_TAG_ADDED,2026-04-27T23:00:00+00:00,0.024,0.29166666666666674,0.29166666666666674,0.29166666666666674,0.29166666666666674,0.29166666666666674,0.29166666666666674,0.29166666666666674,yes,no,no,no,0.125,2026-04-28T02:00:00+00:00,0.031,2050518.12,53913.48697,1.901897083970343,unknown,unknown,nan,no,no,yes,no,binance_spot,binance,yes,
DENT,DENT,61e888f9a9a6a36e,MONITORING_TAG_ADDED,2026-02-23T17:00:00+00:00,0.000119,0.05882352941176472,2.714285714285714,2.714285714285714,2.714285714285714,2.714285714285714,2.714285714285714,2.714285714285714,yes,yes,yes,yes,2.8333333333333335,2026-02-26T13:00:00+00:00,0.000442,7329024252.0,3080930.815188,1.1963885992533536,yes,yes,-0.9208144796380091,no,no,yes,no,binance_spot,binance,yes,
