execution_variant,variant_priority,filter_group,filter_name,entry_feasible_filter,cost_bps,sample_view,n_trades,win_rate,median_return,average_return,p25_return,p75_return,worst_trade,best_trade,median_mae,median_mfe,expectancy,profit_factor,average_return_ex_top5,median_return_ex_top5,low_confidence_flag
24h_delay,priority,volatility,high_post_tag_volatility,no,100,full_sample,37,0.5135135135135135,0.3251409978308026,0.13334227027708415,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.3329718004338393,0.6812499999999999,0.13334227027708415,2.686283026386715,0.117043461231693,-0.1625423728813558,no
24h_delay,priority,volatility,low_pre_then_expansion_proxy,no,0,full_sample,57,0.5087719298245614,0.0463414634146341,0.11676100526075692,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.2820069204152251,0.4733944954128439,0.11676100526075692,2.6120050752409174,0.09943820396571956,-0.08126563705111076,no
24h_delay,priority,volatility,low_pre_then_expansion_proxy,no,20,full_sample,57,0.5087719298245614,0.044341463414634096,0.11476100526075693,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.2820069204152251,0.4733944954128439,0.11476100526075693,2.563190212449867,0.09743820396571955,-0.08326563705111076,no
24h_delay,priority,volatility,low_pre_then_expansion_proxy,no,20,excluding_top5,54,0.48148148148148145,-0.08326563705111076,0.09743820396571955,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.27669424968129674,0.46135235250766066,0.09743820396571955,2.2573774218923344,-0.09616957521410928,-0.1545423728813558,no
24h_delay,priority,volatility,low_pre_then_expansion_proxy,no,50,full_sample,57,0.5087719298245614,0.0413414634146341,0.11176100526075687,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.2820069204152251,0.4733944954128439,0.11176100526075687,2.492369418055035,0.09443820396571957,-0.08626563705111076,no
24h_delay,priority,volatility,low_pre_then_expansion_proxy,no,100,full_sample,57,0.5087719298245614,0.036341463414634095,0.10676100526075692,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.2820069204152251,0.4733944954128439,0.10676100526075692,2.380332030955926,0.08943820396571954,-0.09126563705111075,no
24h_delay,priority,volatility,avoid_extreme_initial_wick,no,0,full_sample,106,0.4811320754716981,-0.0076826226534436,0.07708323693811538,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.1948234515835607,0.33813173156586596,0.07708323693811538,2.076013928149383,-0.05529543263806756,-0.1525423728813558,no
24h_delay,priority,volatility,avoid_extreme_initial_wick,no,20,full_sample,106,0.4811320754716981,-0.0096826226534436,0.07508323693811537,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.1948234515835607,0.33813173156586596,0.07508323693811537,2.0331299021594234,-0.05729543263806756,-0.1545423728813558,no
24h_delay,priority,volatility,avoid_extreme_initial_wick,no,20,excluding_top5,77,0.2857142857142857,-0.1545423728813558,-0.05729543263806756,-0.1545423728813558,0.044341463414634096,-0.1545423728813559,0.3145829145728644,0.2418032786885247,0.2435233160621761,-0.05729543263806756,0.4273136823138043,-0.07578126797276681,-0.1545423728813558,no
24h_delay,priority,volatility,avoid_extreme_initial_wick,no,50,full_sample,106,0.4811320754716981,-0.012682622653443599,0.07208323693811536,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.1948234515835607,0.33813173156586596,0.07208323693811536,1.9710519953561414,-0.06029543263806756,-0.1575423728813558,no
24h_delay,priority,volatility,avoid_extreme_initial_wick,no,100,full_sample,106,0.4811320754716981,-0.0176826226534436,0.06708323693811537,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.1948234515835607,0.33813173156586596,0.06708323693811537,1.873178946880237,-0.06529543263806756,-0.1625423728813558,no
24h_delay,priority,scenario,scenario_monitoring_tag_only,no,0,full_sample,26,0.38461538461538464,-0.0204874083569117,-0.012124123818671072,-0.1525423728813558,0.08372631398439492,-0.1525423728813559,0.4285714285714286,0.1199369773360805,0.166856410747239,-0.012124123818671072,0.832392535901793,-0.04160859750685703,-0.0917641441871567,no
24h_delay,priority,scenario,scenario_monitoring_tag_only,no,20,full_sample,26,0.38461538461538464,-0.022487408356911702,-0.014124123818671074,-0.1545423728813558,0.08172631398439492,-0.1545423728813559,0.4265714285714286,0.1199369773360805,0.166856410747239,-0.014124123818671074,0.8080105536136796,-0.043608597506857034,-0.0937641441871567,no
24h_delay,priority,scenario,scenario_monitoring_tag_only,no,20,excluding_top5,24,0.3333333333333333,-0.0937641441871567,-0.043608597506857034,-0.1545423728813558,0.07413670732936792,-0.1545423728813559,0.2060419580419579,0.1792541892848713,0.1287794445095511,-0.043608597506857034,0.45282549527893556,-0.06575428382511238,-0.15454237288135575,no
24h_delay,priority,scenario,scenario_monitoring_tag_only,no,50,full_sample,26,0.38461538461538464,-0.0254874083569117,-0.017124123818671077,-0.1575423728813558,0.07872631398439492,-0.1575423728813559,0.4235714285714286,0.1199369773360805,0.166856410747239,-0.017124123818671077,0.772929785966843,-0.04660859750685704,-0.0967641441871567,no
24h_delay,priority,scenario,scenario_monitoring_tag_only,no,100,full_sample,26,0.38461538461538464,-0.030487408356911702,-0.022124123818671074,-0.1625423728813558,0.07372631398439493,-0.1625423728813559,0.4185714285714286,0.1199369773360805,0.166856410747239,-0.022124123818671074,0.7181290742142317,-0.051608597506857035,-0.10176414418715671,no
24h_delay,priority,scenario,scenario_tag_followed_by_delisting,no,0,full_sample,82,0.5121951219512195,0.02615156595153505,0.1151993886999545,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.22561861274556,0.45182263637908554,0.1151993886999545,2.610521287211001,0.09045949081536445,-0.09953441142474415,no
24h_delay,priority,scenario,scenario_tag_followed_by_delisting,no,20,full_sample,82,0.5121951219512195,0.024151565951535052,0.11319938869995452,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.22561861274556,0.45182263637908554,0.11319938869995452,2.561266105978791,0.0884594908153644,-0.10153441142474415,no
24h_delay,priority,scenario,scenario_tag_followed_by_delisting,no,20,excluding_top5,76,0.47368421052631576,-0.10153441142474415,0.0884594908153644,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.22561861274556,0.42748232986354295,0.0884594908153644,2.1307771528853765,-0.07728165514349056,-0.1545423728813558,no
24h_delay,priority,scenario,scenario_tag_followed_by_delisting,no,50,full_sample,82,0.5121951219512195,0.021151565951535053,0.11019938869995449,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.22561861274556,0.45182263637908554,0.11019938869995449,2.4898195389838973,0.08545949081536441,-0.10453441142474415,no
24h_delay,priority,scenario,scenario_tag_followed_by_delisting,no,100,full_sample,82,0.5121951219512195,0.016151565951535052,0.10519938869995452,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.22561861274556,0.45182263637908554,0.10519938869995452,2.376823716531888,0.0804594908153644,-0.10953441142474415,no
24h_delay,priority,scenario,scenario_tag_removed_recovered,no,0,full_sample,7,0.8571428571428571,0.2877478393492627,0.2344550406894387,0.1101327663219391,0.4285714285714286,-0.1525423728813558,0.4285714285714286,0.0855683269476372,0.300975860297894,0.2344550406894387,11.758881311637586,,,yes
24h_delay,priority,scenario,scenario_tag_removed_recovered,no,20,full_sample,7,0.8571428571428571,0.2857478393492627,0.2324550406894387,0.10813276632193909,0.4265714285714286,-0.1545423728813558,0.4265714285714286,0.0855683269476372,0.300975860297894,0.2324550406894387,11.529055911903736,,,yes
24h_delay,priority,scenario,scenario_tag_removed_recovered,no,20,excluding_top5,0,,,,,,,,,,,,,,yes
24h_delay,priority,scenario,scenario_tag_removed_recovered,no,50,full_sample,7,0.8571428571428571,0.2827478393492627,0.22945504068943867,0.10513276632193909,0.4235714285714286,-0.1575423728813558,0.4235714285714286,0.0855683269476372,0.300975860297894,0.22945504068943867,11.195258935421005,,,yes
24h_delay,priority,scenario,scenario_tag_removed_recovered,no,100,full_sample,7,0.8571428571428571,0.27774783934926267,0.2244550406894387,0.1001327663219391,0.4185714285714286,-0.1625423728813558,0.4185714285714286,0.0855683269476372,0.300975860297894,0.2244550406894387,10.666311971297002,,,yes
24h_delay,priority,scenario,scenario_tag_not_recovered,no,0,full_sample,36,0.6388888888888888,0.2605483922834117,0.1736254280042089,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.1482020089097188,0.5081668820214635,0.1736254280042089,4.1519693083841025,-0.05448415145067193,-0.1525423728813558,no
24h_delay,priority,scenario,scenario_tag_not_recovered,no,20,full_sample,36,0.6388888888888888,0.2585483922834117,0.17162542800420885,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.1482020089097188,0.5081668820214635,0.17162542800420885,4.075340485269541,-0.056484151450671934,-0.1545423728813558,no
24h_delay,priority,scenario,scenario_tag_not_recovered,no,20,excluding_top5,19,0.3157894736842105,-0.1545423728813558,-0.056484151450671934,-0.1545423728813558,0.0698378235079696,-0.1545423728813559,0.3331409978308026,0.1954022988505748,0.33125,-0.056484151450671934,0.46581796129209097,,,yes
24h_delay,priority,scenario,scenario_tag_not_recovered,no,50,full_sample,36,0.6388888888888888,0.2555483922834117,0.1686254280042089,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.1482020089097188,0.5081668820214635,0.1686254280042089,3.9640452607352175,-0.05948415145067196,-0.1575423728813558,no
24h_delay,priority,scenario,scenario_tag_not_recovered,no,100,full_sample,36,0.6388888888888888,0.2505483922834117,0.1636254280042089,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.1482020089097188,0.5081668820214635,0.1636254280042089,3.7876827551210397,-0.06448415145067195,-0.1625423728813558,no
24h_delay,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,0,full_sample,22,0.6818181818181818,0.08352817098274404,0.15525572368248222,-0.0257366619249347,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.08593137159564596,0.3836317261137293,0.15525572368248222,5.249947151360164,-0.0009246791112014168,0.01525607131023525,no
24h_delay,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,20,full_sample,22,0.6818181818181818,0.08152817098274404,0.15325572368248222,-0.0277366619249347,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.08593137159564596,0.3836317261137293,0.15325572368248222,5.1233714561596475,-0.0029246791112014186,0.01325607131023525,no
24h_delay,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,20,excluding_top5,14,0.5,0.01325607131023525,-0.0029246791112014186,-0.1545423728813558,0.07842477400275558,-0.1545423728813559,0.2528076923076923,0.09314531917205285,0.28411859620814833,-0.0029246791112014186,0.9499251871135946,,,yes
24h_delay,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,50,full_sample,22,0.6818181818181818,0.07852817098274403,0.15025572368248227,-0.030736661924934704,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.08593137159564596,0.3836317261137293,0.15025572368248227,4.94143128229702,-0.005924679111201423,0.010256071310235253,no
24h_delay,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,100,full_sample,22,0.6818181818181818,0.07352817098274406,0.14525572368248227,-0.0357366619249347,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.08593137159564596,0.3836317261137293,0.14525572368248227,4.657633783447236,-0.010924679111201424,0.00525607131023525,no
24h_delay,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,0,full_sample,15,0.6,0.0463414634146341,0.10597110137450692,-0.09176414418715675,0.34168956043956045,-0.1525423728813559,0.4285714285714288,0.0955462504758279,0.3333333333333335,0.10597110137450692,3.441189303974622,,,yes
24h_delay,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,20,full_sample,15,0.6,0.044341463414634096,0.10397110137450692,-0.09376414418715676,0.33968956043956045,-0.1545423728813559,0.4265714285714288,0.0955462504758279,0.3333333333333335,0.10397110137450692,3.351775475172967,,,yes
24h_delay,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,20,excluding_top5,0,,,,,,,,,,,,,,yes
24h_delay,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,50,full_sample,15,0.6,0.0413414634146341,0.1009711013745069,-0.09676414418715676,0.33668956043956044,-0.1575423728813559,0.4235714285714288,0.0955462504758279,0.3333333333333335,0.1009711013745069,3.2235618829917954,,,yes
24h_delay,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,100,full_sample,15,0.6,0.036341463414634095,0.09597110137450694,-0.10176414418715676,0.33168956043956044,-0.1625423728813559,0.4185714285714288,0.0955462504758279,0.3333333333333335,0.09597110137450694,3.0242959184780496,,,yes
24h_delay,priority,simple_combo,combo_delisting_path_negative_1h,no,0,full_sample,63,0.5238095238095238,0.0405010438413362,0.12491103147309998,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.2309364808200029,0.4733944954128439,0.12491103147309998,2.7603905188616924,0.09873341103358889,-0.09953441142474415,no
24h_delay,priority,simple_combo,combo_delisting_path_negative_1h,no,20,full_sample,63,0.5238095238095238,0.0385010438413362,0.12291103147309998,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.2309364808200029,0.4733944954128439,0.12291103147309998,2.7092623996591207,0.09673341103358887,-0.10153441142474415,no
24h_delay,priority,simple_combo,combo_delisting_path_negative_1h,no,20,excluding_top5,58,0.4827586206896552,-0.10153441142474415,0.09673341103358887,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.2284490096407707,0.4387461459403905,0.09673341103358887,2.2384595378361847,-0.0904719502716715,-0.1545423728813558,no
24h_delay,priority,simple_combo,combo_delisting_path_negative_1h,no,50,full_sample,63,0.5238095238095238,0.035501043841336205,0.1199110314731,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.2309364808200029,0.4733944954128439,0.1199110314731,2.6350600890907714,0.0937334110335889,-0.10453441142474415,no
24h_delay,priority,simple_combo,combo_delisting_path_negative_1h,no,100,full_sample,63,0.5238095238095238,0.0305010438413362,0.11491103147309996,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.2309364808200029,0.4733944954128439,0.11491103147309996,2.5176116544865974,0.08873341103358887,-0.10953441142474415,no
24h_failed_recovery_trigger,priority,base,base_all_monitoring,yes,0,full_sample,79,0.5189873417721519,0.0463414634146341,0.10354654059456259,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.1852300242130748,0.3785310734463276,0.10354654059456259,2.5943702425862765,0.08158539951504461,-0.0046318066397066,no
24h_failed_recovery_trigger,priority,base,base_all_monitoring,yes,20,full_sample,79,0.5189873417721519,0.044341463414634096,0.1015465405945626,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.1852300242130748,0.3785310734463276,0.1015465405945626,2.540751998326044,0.07958539951504462,-0.0066318066397066,no
24h_failed_recovery_trigger,priority,base,base_all_monitoring,yes,20,excluding_top5,74,0.4864864864864865,-0.0066318066397066,0.07958539951504462,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.18633850659339074,0.35725998807394155,0.07958539951504462,2.131112068287386,-0.05789963086578679,-0.1545423728813558,no
24h_failed_recovery_trigger,priority,base,base_all_monitoring,yes,50,full_sample,79,0.5189873417721519,0.0413414634146341,0.09854654059456258,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.1852300242130748,0.3785310734463276,0.09854654059456258,2.4631966798520395,0.07658539951504459,-0.0096318066397066,no
24h_failed_recovery_trigger,priority,base,base_all_monitoring,yes,100,full_sample,79,0.5189873417721519,0.036341463414634095,0.09354654059456259,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.1852300242130748,0.3785310734463276,0.09354654059456259,2.341068481017789,0.07158539951504461,-0.014631806639706599,no
24h_failed_recovery_trigger,priority,data_quality,clean_only,yes,0,full_sample,29,0.5517241379310345,0.0463414634146341,0.10277029306754167,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.1007223113964685,0.3390650188070929,0.10277029306754167,2.8979592574926683,0.07863687562280929,0.0405010438413362,no
24h_failed_recovery_trigger,priority,data_quality,clean_only,yes,20,full_sample,29,0.5517241379310345,0.044341463414634096,0.10077029306754168,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.1007223113964685,0.3390650188070929,0.10077029306754168,2.830711312478769,0.07663687562280928,0.0385010438413362,no
24h_failed_recovery_trigger,priority,data_quality,clean_only,yes,20,excluding_top5,27,0.5185185185185185,0.0385010438413362,0.07663687562280928,-0.1545423728813558,0.33968956043956045,-0.1545423728813559,0.4265714285714286,0.1007223113964685,0.3380281690140847,0.07663687562280928,2.2962563613194797,-0.045840217909207476,-0.09376414418715676,no
24h_failed_recovery_trigger,priority,data_quality,clean_only,yes,50,full_sample,29,0.5517241379310345,0.0413414634146341,0.09777029306754167,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.1007223113964685,0.3390650188070929,0.09777029306754167,2.7338488926126012,0.07363687562280928,0.035501043841336205,no
24h_failed_recovery_trigger,priority,data_quality,clean_only,yes,100,full_sample,29,0.5517241379310345,0.036341463414634095,0.09277029306754167,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.1007223113964685,0.3390650188070929,0.09277029306754167,2.582286034304488,0.06863687562280928,0.0305010438413362,no
24h_failed_recovery_trigger,priority,data_quality,exclude_benchmark_gap_heavy,yes,0,full_sample,74,0.5135135135135135,0.05724685891700515,0.10745893636077916,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.19652055601774826,0.42748232986354295,0.10745893636077916,2.552693004962024,0.08418991518609441,-0.0309859154929577,no
24h_failed_recovery_trigger,priority,data_quality,exclude_benchmark_gap_heavy,yes,20,full_sample,74,0.5135135135135135,0.05524685891700515,0.10545893636077916,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.19652055601774826,0.42748232986354295,0.10545893636077916,2.5026691443352376,0.08218991518609439,-0.0329859154929577,no
24h_failed_recovery_trigger,priority,data_quality,exclude_benchmark_gap_heavy,yes,20,excluding_top5,69,0.4782608695652174,-0.0329859154929577,0.08218991518609439,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.2003327787021631,0.3785310734463276,0.08218991518609439,2.0919830198836995,-0.0684769969199893,-0.1545423728813558,no
24h_failed_recovery_trigger,priority,data_quality,exclude_benchmark_gap_heavy,yes,50,full_sample,74,0.5135135135135135,0.05224685891700515,0.10245893636077916,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.19652055601774826,0.42748232986354295,0.10245893636077916,2.430181065972916,0.07918991518609442,-0.0359859154929577,no
24h_failed_recovery_trigger,priority,data_quality,exclude_benchmark_gap_heavy,yes,100,full_sample,74,0.5135135135135135,0.047246858917005155,0.09745893636077915,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.19652055601774826,0.42748232986354295,0.09745893636077915,2.3157153015891487,0.07418991518609439,-0.0409859154929577,no
24h_failed_recovery_trigger,priority,data_quality,exclude_true_data_gap_heavy,yes,0,full_sample,68,0.5294117647058824,0.07828074066606175,0.11330864595706212,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.19007766115352004,0.42748232986354295,0.11330864595706212,2.7079572063564834,0.08828779019401717,-0.0099889012208657,no
24h_failed_recovery_trigger,priority,data_quality,exclude_true_data_gap_heavy,yes,20,full_sample,68,0.5294117647058824,0.07628074066606175,0.11130864595706211,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.19007766115352004,0.42748232986354295,0.11130864595706211,2.6543403921406883,0.08628779019401711,-0.0119889012208657,no
24h_failed_recovery_trigger,priority,data_quality,exclude_true_data_gap_heavy,yes,20,excluding_top5,63,0.49206349206349204,-0.0119889012208657,0.08628779019401711,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.1927083333333334,0.3766666666666669,0.08628779019401711,2.1881655538373286,-0.06065287183259235,-0.1545423728813558,no
24h_failed_recovery_trigger,priority,data_quality,exclude_true_data_gap_heavy,yes,50,full_sample,68,0.5294117647058824,0.07328074066606174,0.10830864595706213,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.19007766115352004,0.42748232986354295,0.10830864595706213,2.576669913184797,0.08328779019401718,-0.0149889012208657,no
24h_failed_recovery_trigger,priority,data_quality,exclude_true_data_gap_heavy,yes,100,full_sample,68,0.5294117647058824,0.06828074066606175,0.1033086459570621,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.19007766115352004,0.42748232986354295,0.1033086459570621,2.454078528325728,0.07828779019401713,-0.0199889012208657,no
24h_failed_recovery_trigger,priority,data_quality,exclude_fallback_only_paths,yes,0,full_sample,46,0.4782608695652174,-0.0046318066397066,0.07586197051841538,-0.1525423728813558,0.38871502209131076,-0.1525423728813559,0.4285714285714286,0.1851052359566581,0.28114478114478114,0.07586197051841538,2.165131594576402,-0.04862372055911872,-0.1525423728813558,no
24h_failed_recovery_trigger,priority,data_quality,exclude_fallback_only_paths,yes,20,full_sample,46,0.4782608695652174,-0.0066318066397066,0.07386197051841538,-0.1545423728813558,0.38671502209131076,-0.1545423728813559,0.4265714285714286,0.1851052359566581,0.28114478114478114,0.07386197051841538,2.1165207120612823,-0.05062372055911872,-0.1545423728813558,no
24h_failed_recovery_trigger,priority,data_quality,exclude_fallback_only_paths,yes,20,excluding_top5,34,0.29411764705882354,-0.1545423728813558,-0.05062372055911872,-0.1545423728813558,0.0650798713481641,-0.1545423728813559,0.2671458026509572,0.20745794527470934,0.2063430065216305,-0.05062372055911872,0.43438484196149996,-0.07003624981152143,-0.1545423728813558,no
24h_failed_recovery_trigger,priority,data_quality,exclude_fallback_only_paths,yes,50,full_sample,46,0.4782608695652174,-0.0096318066397066,0.07086197051841536,-0.1575423728813558,0.38371502209131075,-0.1575423728813559,0.4235714285714286,0.1851052359566581,0.28114478114478114,0.07086197051841536,2.0464133007534455,-0.05362372055911872,-0.1575423728813558,no
24h_failed_recovery_trigger,priority,data_quality,exclude_fallback_only_paths,yes,100,full_sample,46,0.4782608695652174,-0.014631806639706599,0.06586197051841537,-0.1625423728813558,0.37871502209131075,-0.1625423728813559,0.4185714285714286,0.1851052359566581,0.28114478114478114,0.06586197051841537,1.9365023560228873,-0.05862372055911872,-0.1625423728813558,no
24h_failed_recovery_trigger,priority,data_quality_combo,clean_no_gap_no_fallback,yes,0,full_sample,13,0.46153846153846156,-0.0099889012208657,0.042254837252931485,-0.1525423728813558,0.0844875346260387,-0.1525423728813559,0.4285714285714286,0.147982062780269,0.2985074626865671,0.042254837252931485,1.6834913370994118,,,yes
24h_failed_recovery_trigger,priority,data_quality_combo,clean_no_gap_no_fallback,yes,20,full_sample,13,0.46153846153846156,-0.0119889012208657,0.04025483725293148,-0.1545423728813558,0.0824875346260387,-0.1545423728813559,0.4265714285714286,0.147982062780269,0.2985074626865671,0.04025483725293148,1.639991938686017,,,yes
24h_failed_recovery_trigger,priority,data_quality_combo,clean_no_gap_no_fallback,yes,20,excluding_top5,0,,,,,,,,,,,,,,yes
24h_failed_recovery_trigger,priority,data_quality_combo,clean_no_gap_no_fallback,yes,50,full_sample,13,0.46153846153846156,-0.0149889012208657,0.03725483725293147,-0.1575423728813558,0.07948753462603869,-0.1575423728813559,0.4235714285714286,0.147982062780269,0.2985074626865671,0.03725483725293147,1.5774658107614148,,,yes
24h_failed_recovery_trigger,priority,data_quality_combo,clean_no_gap_no_fallback,yes,100,full_sample,13,0.46153846153846156,-0.0199889012208657,0.03225483725293146,-0.1625423728813558,0.0744875346260387,-0.1625423728813559,0.4185714285714286,0.147982062780269,0.2985074626865671,0.03225483725293146,1.4799350766687813,,,yes
24h_failed_recovery_trigger,priority,path_behavior,negative_1h_confirmation,yes,0,full_sample,64,0.515625,0.04342125362798515,0.09955725120057096,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.19007766115352004,0.42748232986354295,0.09955725120057096,2.5129125677463446,0.07762297270918042,-0.0076826226534436,no
24h_failed_recovery_trigger,priority,path_behavior,negative_1h_confirmation,yes,20,full_sample,64,0.515625,0.04142125362798515,0.09755725120057096,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.19007766115352004,0.42748232986354295,0.09755725120057096,2.4610114435955546,0.07562297270918042,-0.0096826226534436,no
24h_failed_recovery_trigger,priority,path_behavior,negative_1h_confirmation,yes,20,excluding_top5,60,0.48333333333333334,-0.0096826226534436,0.07562297270918042,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.19007766115352004,0.38902340597255847,0.07562297270918042,2.061742212590078,-0.06312409123635955,-0.1545423728813558,no
24h_failed_recovery_trigger,priority,path_behavior,negative_1h_confirmation,yes,50,full_sample,64,0.515625,0.03842125362798515,0.09455725120057094,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.19007766115352004,0.42748232986354295,0.09455725120057094,2.385923286845084,0.07262297270918043,-0.012682622653443599,no
24h_failed_recovery_trigger,priority,path_behavior,negative_1h_confirmation,yes,100,full_sample,64,0.515625,0.03342125362798515,0.08955725120057095,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.19007766115352004,0.42748232986354295,0.08955725120057095,2.267640516689091,0.06762297270918043,-0.0176826226534436,no
24h_failed_recovery_trigger,priority,path_behavior,failed_rebound_24h,yes,0,full_sample,54,0.46296296296296297,-0.0204874083569117,0.077989000961405,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.19652055601774826,0.35725998807394155,0.077989000961405,2.0780683585477098,0.057366505219638896,-0.0465264499681326,no
24h_failed_recovery_trigger,priority,path_behavior,failed_rebound_24h,yes,20,full_sample,54,0.46296296296296297,-0.022487408356911702,0.07598900096140498,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.19652055601774826,0.35725998807394155,0.07598900096140498,2.0350539361502165,0.05536650521963889,-0.0485264499681326,no
24h_failed_recovery_trigger,priority,path_behavior,failed_rebound_24h,yes,20,excluding_top5,51,0.43137254901960786,-0.0485264499681326,0.05536650521963889,-0.1545423728813558,0.37057717157214654,-0.1545423728813559,0.4265714285714286,0.2003327787021631,0.3390650188070929,0.05536650521963889,1.7122554385562982,-0.07162465276913128,-0.1545423728813558,no
24h_failed_recovery_trigger,priority,path_behavior,failed_rebound_24h,yes,50,full_sample,54,0.46296296296296297,-0.0254874083569117,0.072989000961405,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.19652055601774826,0.35725998807394155,0.072989000961405,1.9728415170441984,0.052366505219638884,-0.0515264499681326,no
24h_failed_recovery_trigger,priority,path_behavior,failed_rebound_24h,yes,100,full_sample,54,0.46296296296296297,-0.030487408356911702,0.067989000961405,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.19652055601774826,0.35725998807394155,0.067989000961405,1.8748865074601624,0.04736650521963888,-0.0565264499681326,no
24h_failed_recovery_trigger,priority,path_behavior,no_sustained_reclaim_above_entry,no,0,full_sample,59,0.6271186440677966,0.1107822410147989,0.155554382189614,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.1007223113964685,0.4281984334203657,0.155554382189614,4.411806312002215,-0.018873175220989757,-0.03875618273054515,no
