hypothesis,sub_strategy,token_symbol,event_id,event_type,scenario,confidence_tier,symbol_pair,market_type,event_time,entry_time,entry_price,entry_rule,invalidation_rule,stop_loss_pct,take_profit_pct,max_holding_days,exit_time,exit_price,exit_reason,gross_return,roundtrip_cost_bps,net_return,win,max_adverse_excursion,max_favorable_excursion,time_to_tp_hours,time_to_sl_hours,risk_reward_realized,lower_confidence_sensitivity,status
spot_delisting_announcement_shock,immediate_1h_confirmation,DREP,77b52a90a52f0b02,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,DREPUSDT,spot,2024-03-20T06:00:07Z,2024-03-20T08:59:59Z,0.1679,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2024-03-21T13:59:59Z,0.11752999999999998,take_profit,0.4285714285714288,0,0.4285714285714288,yes,0.04109589041095907,0.9591598599766626,29.0,,23.339556592765366,yes,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,DREP,77b52a90a52f0b02,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,DREPUSDT,spot,2024-03-20T06:00:07Z,2024-03-20T08:59:59Z,0.1679,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2024-03-21T13:59:59Z,0.11752999999999998,take_profit,0.4285714285714288,20,0.4265714285714288,yes,0.04109589041095907,0.9591598599766626,29.0,,23.339556592765366,yes,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,ELF,2b488d2b7a3bc9e1,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,ELFUSDT,spot,2025-04-08T06:00:07Z,2025-04-08T08:59:59Z,0.2124,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2025-04-10T05:59:59Z,0.25063199999999997,stop_loss,-0.15254237288135575,0,-0.15254237288135575,no,0.23069679849340874,0.1309904153354633,,45.0,0.5678033513724978,no,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,ELF,2b488d2b7a3bc9e1,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,ELFUSDT,spot,2025-04-08T06:00:07Z,2025-04-08T08:59:59Z,0.2124,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2025-04-10T05:59:59Z,0.25063199999999997,stop_loss,-0.15254237288135575,20,-0.15454237288135575,no,0.23069679849340874,0.1309904153354633,,45.0,0.5678033513724978,no,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,GFTUSDT,spot,2024-11-26T08:30:14Z,2024-11-26T10:59:59Z,0.01197,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2024-11-28T00:59:59Z,0.008379,take_profit,0.4285714285714286,0,0.4285714285714286,yes,1.9039264828738514,5.3,38.0,,2.783720930232558,yes,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,GFTUSDT,spot,2024-11-26T08:30:14Z,2024-11-26T10:59:59Z,0.01197,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2024-11-28T00:59:59Z,0.008379,take_profit,0.4285714285714286,20,0.4265714285714286,yes,1.9039264828738514,5.3,38.0,,2.783720930232558,yes,ok
spot_delisting_announcement_shock,rebound_failure_24h,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,GFTUSDT,spot,2024-11-26T08:30:14Z,2024-11-27T09:59:59Z,0.01078,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.12,0.3,7,2024-11-27T14:59:59Z,0.0120736,stop_loss,-0.1071428571428572,0,-0.1071428571428572,no,2.2244897959183674,4.673684210526315,,5.0,2.1010140028971507,yes,ok
spot_delisting_announcement_shock,rebound_failure_24h,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,GFTUSDT,spot,2024-11-26T08:30:14Z,2024-11-27T09:59:59Z,0.01078,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.12,0.3,7,2024-11-27T14:59:59Z,0.0120736,stop_loss,-0.1071428571428572,20,-0.10914285714285721,no,2.2244897959183674,4.673684210526315,,5.0,2.1010140028971507,yes,ok
spot_delisting_announcement_shock,rebound_failure_24h_hold30,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,GFTUSDT,spot,2024-11-26T08:30:14Z,2024-11-27T09:59:59Z,0.01078,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.15,0.5,30,2024-11-27T14:59:59Z,0.012396999999999998,stop_loss,-0.13043478260869557,0,-0.13043478260869557,no,2.2244897959183674,4.673684210526315,,5.0,2.1010140028971507,yes,ok
spot_delisting_announcement_shock,rebound_failure_24h_hold30,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,GFTUSDT,spot,2024-11-26T08:30:14Z,2024-11-27T09:59:59Z,0.01078,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.15,0.5,30,2024-11-27T14:59:59Z,0.012396999999999998,stop_loss,-0.13043478260869557,20,-0.13243478260869557,no,2.2244897959183674,4.673684210526315,,5.0,2.1010140028971507,yes,ok
