event_id,token_entity_id,token_symbol,anchor_event_type,baseline_price,max_return_1h,max_return_4h,max_return_24h,max_return_3d,max_return_7d,max_return_until_effective_delisting,max_return_price_source,max_return_exchange,volume_zscore,post_pump_drawdown,pump20_flag,pump_and_dump_flag,low_liquidity_pump_flag,fallback_used,manual_review_required
6e6a33f0d9f83771,OOKI,OOKI,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0009257072525897,-0.1261682242990655,-0.1518691588785047,0.1355140186915888,-0.2313084112149532,-0.4147196261682242,0.1355140186915888,binance,binance,3.9817040657559626,-0.996495327102804,no,no,no,no,no
1d36b23be50d2faa,PDA,PDA,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0121654445233393,0.0374999999999998,-0.0230769230769229,0.0663461538461538,0.1134615384615385,0.0028846153846153,0.1134615384615385,binance,binance,0.8213403849443617,-0.1365384615384615,no,no,no,no,no
78b8ca03c300b7e5,PERP,PERP,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1939521108098396,-0.0481865284974093,-0.0305699481865285,-0.0316062176165803,-0.0461139896373056,-0.2803108808290155,-0.0062176165803109,binance,binance,5.243585161719359,-0.7875129533678756,no,no,no,yes,no
62330babc4ad5431,OXT,OXT,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0127630651716357,-0.037037037037037,-0.1259259259259258,-0.1037037037037037,-0.2074074074074074,-0.2222222222222222,-0.037037037037037,binance,binance,1.5256396067427078,-0.2666666666666666,no,no,no,yes,no
5c0d4d7ce073d0e9,PHB,PHB,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0976677600377401,-0.0520833333333333,-0.0937500000000001,-0.1458333333333333,-0.1145833333333332,-0.4166666666666666,-0.0520833333333333,binance,binance,0.6150602561418245,-0.6145833333333334,no,no,no,no,no
71e9065cc44abac5,PROS,PROS,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1639019288091371,-0.1492753623188406,-0.2434782608695652,-0.3,-0.5210144927536231,-0.6202898550724638,-0.1492753623188406,binance,binance,0.2641273641246429,-0.4710144927536231,no,no,no,no,no
67952eb6442475b7,RDNT,RDNT,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0048475834908389,-0.0298507462686565,-0.0405117270788912,-0.0788912579957354,0.2196162046908316,0.0575692963752665,0.2196162046908316,binance,binance,0.958973712785472,-0.8560767590618338,yes,yes,no,yes,no
3d5f7e67e8229c58,REEF,REEF,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0009468869956458,0.0133481646273638,0.0111234705228031,-0.0211345939933258,-0.1345939933259176,-0.1256952169076751,7.061624026696331,ccxt_gateio,gateio,1.604155459861666,-7.2963292547274765,yes,yes,no,yes,yes
55c6f3a56b85b5ee,REN,REN,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0454144105229168,0.1095238095238093,0.153501400560224,0.1591036414565825,0.2568627450980392,0.3859943977591036,0.3859943977591036,binance,binance,0.7581680447292984,-0.8515406162464986,yes,yes,no,yes,no
42eceb02ff4fcb31,REI,REI,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0084157033089594,-0.0682352941176471,-0.0588235294117647,-0.0799999999999999,-0.2258823529411765,-0.3623529411764705,-0.0588235294117647,binance,binance,0.9361155885397264,-0.4694117647058824,no,no,no,no,no
8c77ca08a398851d,SNM,SNM,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,,,,,binance,,,no,no,no,no,no
0e162a9646208d35,SRM,SRM,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,,,,,binance,,,no,no,no,no,no
f95307c9f6425cda,SNT,SNT,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0190350272850265,-0.0435982339955849,-0.0601545253863134,-0.0485651214128036,0.2014348785871964,0.2163355408388521,0.5800220750551874,ccxt_gateio,gateio,0.2746617444004881,-0.6401766004415009,yes,yes,no,yes,no
0420740610406d65,SLF,SLF,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0473589006330707,-0.2455830388692579,-0.2597173144876324,-0.3480565371024734,-0.4929328621908126,-0.2667844522968197,-0.2455830388692579,binance,binance,0.313959900610861,-0.742856890459364,no,no,no,yes,no
1708283a3adb2ea2,STMX,STMX,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0042065502255685,-0.0117048346055981,-0.0005089058524173,-0.0709923664122137,-0.0287531806615776,0.1615776081424933,0.1615776081424933,binance,binance,-0.1630409881862201,-0.232569974554707,no,no,no,no,no
b41ab03f3cfbd321,SXP,SXP,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0121876762837613,-0.0674157303370786,-0.0786516853932584,-0.0674157303370786,-0.0786516853932584,-0.2247191011235955,-0.0674157303370786,binance,binance,1.0948335125519215,-0.805056179775281,no,no,no,yes,no
786458a7ed532ce7,SYS,SYS,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0083554452394175,-0.0864197530864196,-0.0932784636488339,-0.1165980795610424,-0.1783264746227709,-0.4883401920438958,-0.0864197530864196,binance,binance,4.062990938452891,-0.4019204389574761,no,no,no,no,no
890d16cda52aee13,TORN,TORN,SPOT_TOKEN_DELISTING_ANNOUNCED,,0.0,0.0,-0.0209564750134335,0.061794734013971,-0.0988715744223535,0.061794734013971,ccxt_mexc,mexc,,-0.3030628694250404,no,no,no,yes,no
5c4882c0b7de2f70,UNFI,UNFI,SPOT_TOKEN_DELISTING_ANNOUNCED,2.883855345900995,-0.1098504383702939,-0.1727694687983496,0.4290871583290354,0.0649819494584837,-0.1516245487364621,0.4290871583290354,binance,binance,5.569856912335009,-1.1784424961320266,yes,yes,no,yes,no
