event_id,token_entity_id,token_symbol,spot_symbol,futures_symbol_candidate,entry_time,event_time,had_binance_perp_at_entry,perp_listed_before_entry,perp_delisted_before_entry,perp_status_confidence,futures_ohlcv_available_around_entry,futures_ohlcv_symbol,futures_ohlcv_rows_around_entry,funding_available_around_entry,funding_cache_paths,open_interest_available_around_entry,open_interest_cache_paths,futures_delisting_announcement_state,futures_delisting_event_id,futures_delisting_publication_utc,futures_delisting_effective_utc,futures_cache_symbol_dirs_present,current_futures_exchangeinfo_snapshot_utc,current_futures_exchangeinfo_symbol_status,current_exchangeinfo_used_as_historical_proof,shortability_tier,shortability_blocker,feasibility_tier,low_liquidity_flag,extreme_first_hour_wick_gap,abnormal_candle_gap,quote_volume_24h_around_entry,gross_return,net_return_20bps,net_return_50bps,net_return_100bps,net_return_200bps,net_return_500bps,max_adverse_excursion,max_favorable_excursion,confidence_tier,scenario,final_outcome,manual_review_required
daa09b139684a4a8,EPX,EPX,EPXUSDT,"EPXUSDT,EPXBUSD",2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,8354107.7429581,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0262350936967632,1.0269337016574585,low_sensitivity,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,no
bcbb33fb0a078dbd,UNFI,UNFI,UNFIUSDT,"UNFIUSDT,UNFIBUSD",2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,UNFIUSDT:SETTLING,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,30154142.1657,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0007442691277166,1.675428116288331,high,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,no
c93ee5f086c41471,WAVES,WAVES,WAVESUSDT,"WAVESUSDT,WAVESBUSD",2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,WAVESUSDT:SETTLING,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,41771520.8074,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0333825701624816,0.6658464566929132,high,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,no
832b8eba4d6c1d29,WNXM,WNXM,WNXMUSDT,"WNXMUSDT,WNXMBUSD",2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,low,yes,no,no,749439.2992,0.0726757904672015,0.0706757904672015,0.0676757904672015,0.0626757904672015,0.0526757904672015,0.0226757904672015,0.1152661680598328,0.1940115566450708,high,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,no
73bd41c12e1c9037,CTXC,CTXC,CTXCUSDT,"CTXCUSDT,CTXCBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,4962448.099400001,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3933260393873086,0.6468468468468467,low_sensitivity,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,no
e03ecc015ad077ba,CVP,CVP,CVPUSDT,"CVPUSDT,CVPBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,2853913.2497,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.5387673956262424,0.4445720850086156,low_sensitivity,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,no
f516a957212c330b,CVX,CVX,CVXUSDT,"CVXUSDT,CVXBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,no,unknown,yes,medium,no,,0,no,,no,,delisted_before_entry,b4727509d43a6ca6,2024-05-06T05:00:17Z,2024-05-13T09:00:00Z,,2026-05-26T13:54:55Z,CVXUSDT:TRADING,no,low,perp_delisted_before_entry,medium,no,no,no,4540476.535294,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1324960753532182,0.5861553784860558,high,TAG_REMOVED_AND_RECOVERED,tag_removed,no
c13b1dfe2436783d,DOCK,DOCK,DOCKUSDT,"DOCKUSDT,DOCKBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,low,no,yes,no,8353916.68982,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1148355058969585,3.307486631016043,low_sensitivity,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,no
c54abb522c3fe7f3,HARD,HARD,HARDUSDT,"HARDUSDT,HARDBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,2006313.109,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3705722070844686,0.5841726618705034,low_sensitivity,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,no
92f6841824deef01,IRIS,IRIS,IRISUSDT,"IRISUSDT,IRISBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,1499393.0125699998,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.284460505937016,0.6858137510879023,high,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,no
fb4cbaedb67a967c,MBL,MBL,MBLUSDT,"MBLUSDT,MBLBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,no,unknown,yes,medium,no,,0,no,,no,,delisted_before_entry,6e1e5743ccff7afa,2024-05-06T05:00:17Z,2024-05-13T09:00:00Z,,2026-05-26T13:54:55Z,,no,low,perp_delisted_before_entry,low,yes,no,no,835471.4836840001,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3470163435955908,0.5476470588235296,high,TAG_REMOVED_AND_RECOVERED,tag_removed,no
167819d9a56f2560,POLS,POLS,POLSUSDT,"POLSUSDT,POLSBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,unknown,unknown,no,unknown,no,,0,no,,no,,no,,,,,2026-05-26T13:54:55Z,,no,unknown,missing_historical_perp_listing_or_borrow_data,medium,no,no,no,1099442.61576,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0003712641544459,0.8954961294862771,high,TAG_TO_DELISTING_TO_COLLAPSE,delisted_after_tag,no
bf72bb1d09062290,SNT,SNT,SNTUSDT,"SNTUSDT,SNTBUSD",2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,no,unknown,yes,medium,no,,0,no,,no,,delisted_before_entry,906a6a1c2331dbe4,2024-05-06T05:00:17Z,2024-05-13T09:00:00Z,,2026-05-26T13:54:55Z,SNTUSDT:SETTLING,no,low,perp_delisted_before_entry,low,yes,no,no,965347.5989,0.017063492063492,0.015063492063492,0.0120634920634919,0.0070634920634919,-0.002936507936508,-0.032936507936508,0.0702301989855638,0.3772165502418054,high,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,delisted_after_tag,no
