token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_timestamp_utc,recent_low_price,stop_price,risk_pct,quote_volume_at_bottom,quote_volume_at_signal,volume_zscore_at_signal,candle_range_at_signal,wick_ratio_at_signal,close_position_in_signal_candle,next_3_candles_confirmation,stop_distance_pct,max_adverse_excursion_after_signal,max_adverse_excursion_before_mfe,max_favorable_excursion_24h,max_favorable_excursion_3d,max_favorable_excursion_7d,max_favorable_excursion_14d,risk_reward_24h,risk_reward_3d,risk_reward_7d,time_to_mfe_hours,time_to_20_target_hours,time_to_50_target_hours,time_to_100_target_hours,signal_volume_zscore,signal_quote_volume,confirmation_type,signal_success_20,signal_success_50,signal_success_100,signal_failed_stop,signal_liquidity_flag,bottom_liquidity_flag,low_liquidity_at_bottom,low_liquidity_at_signal,suspicious_signal_wick,false_breakout_flag,signal_quality_score,tradeability_tier,execution_quality_notes,signal_failure_reason,no_signal_reason,manual_review_required,notes
PYTH,PYTH,892c4aa7b773f859,2025-07-13T04:00:00+00:00,HIGHER_LOW_BREAKOUT,0.1231,2025-07-12T15:00:00+00:00,0.1106,0.108388,-0.11951259138911452,35331.52366,1130045.18841,1.3816700107584634,0.005299999999999999,0.7735849056603787,0.7735849056603787,no,-0.11951259138911452,-0.07879772542648256,-0.07879772542648256,0.025182778229082103,0.03086921202274584,0.1584077985377741,0.2502030869212024,0.21071234366503586,0.2582925502990765,1.3254486133768348,203.0,180.0,nan,nan,1.3816700107584634,1130045.18841,breakout_after_higher_low,no,no,no,no,ok,ok,no,no,no,no,0.763,C,,,,no,causal_signal_after_confirmation;no_future_low_used
REI,REI,95453d2e61ce0ed3,2025-07-03T06:00:00+00:00,HIGHER_LOW_BREAKOUT,0.01613,2025-06-27T01:00:00+00:00,0.01441,0.014121799999999999,-0.12450092994420336,24272.207683,25154.825124,0.1343023395034835,0.00023000000000000104,0.8695652173912952,0.8695652173912952,yes,-0.12450092994420336,-0.0855548667079975,-0.0855548667079975,0.03223806571605725,0.04029758214507129,0.23310601363918182,0.246125232486051,0.25893835275371146,0.3236729409421371,1.872323473757595,218.0,124.0,nan,nan,0.1343023395034835,25154.825124,breakout_after_higher_low,yes,no,no,no,low,low,yes,yes,no,no,0.284,Manual Review,,,,yes,causal_signal_after_confirmation;no_future_low_used
REN,REN,55c6f3a56b85b5ee,2024-11-30T08:00:00+00:00,HIGHER_LOW_BREAKOUT,0.0577,2024-11-30T03:00:00+00:00,0.0377,0.036946,-0.3596880415944541,4215203.13157,7167818.53251,0.42472576268457335,0.02321,0.6854803963808703,0.6854803963808703,no,-0.3596880415944541,-0.32894280762565,-0.2830155979202774,0.08457538994800684,0.08457538994800684,0.11473136915077986,0.11473136915077986,0.2351353955863927,0.2351353955863927,0.31897465548809856,118.0,nan,nan,nan,0.42472576268457335,7167818.53251,breakout_after_higher_low,no,no,no,no,ok,ok,no,no,no,no,0.614,C,,,,no,causal_signal_after_confirmation;no_future_low_used
SNT,SNT,bf72bb1d09062290,2024-08-08T21:00:00+00:00,HIGHER_LOW_BREAKOUT,0.02179,2024-08-08T00:00:00+00:00,0.01951,0.0191198,-0.12254245066544289,153296.70553,32734.93677,-0.7047921269866912,0.00033000000000000043,0.9393939393939419,0.9393939393939419,yes,-0.12254245066544289,-0.08581918311151904,-0.08581918311151904,0.017439192290041206,0.0468104635153741,0.0468104635153741,0.055530059660394704,0.14231143734551635,0.3819938581379677,0.3819938581379677,301.0,nan,nan,nan,-0.7047921269866912,32734.93677,breakout_after_higher_low,no,no,no,no,low,ok,no,yes,no,no,0.0,Manual Review,,,,yes,causal_signal_after_confirmation;no_future_low_used
STMX,STMX,c7d11f997d396961,2025-02-11T06:00:00+00:00,HIGHER_LOW_BREAKOUT,0.004785,2025-02-06T16:00:00+00:00,0.004123,0.00404054,-0.15558202716823422,953484.879954,18966.579906,-0.4722197148714469,5.199999999999996e-05,0.8846153846153859,0.8846153846153859,no,-0.15558202716823422,-0.2783699059561129,-0.2783699059561129,0.0033437826541273807,0.02152560083594568,0.02152560083594568,0.4106583072100314,0.021492088225021494,0.13835531794858014,0.13835531794858014,261.0,261.0,nan,nan,-0.4722197148714469,18966.579906,breakout_after_higher_low,no,no,no,yes,low,ok,no,yes,no,yes,0.0,Manual Review,,false_breakout;low_liquidity_at_signal;next_3_candles_failed_confirmation,,yes,causal_signal_after_confirmation;no_future_low_used
STPT,STPT,34739c73dc72f1d0,2025-04-23T12:00:00+00:00,HIGHER_LOW_BREAKOUT,0.05117,2025-04-15T01:00:00+00:00,0.03726,0.0365148,-0.2864021887824898,223729.037715,1549593.812763,4.4046780932937,0.006220000000000003,0.9372990353697748,0.9372990353697748,no,-0.2864021887824898,-0.09106898573382838,-0.09106898573382838,0.035567715458276306,0.19210474887629458,0.19210474887629458,0.6654289622825875,0.12418800152846758,0.670751678585075,0.670751678585075,336.0,241.0,281.0,nan,4.4046780932937,1549593.812763,breakout_after_higher_low,no,yes,no,no,ok,ok,no,no,no,no,0.743,C,,,,no,causal_signal_after_confirmation;no_future_low_used
STPT,STPT,34739c73dc72f1d0,2025-03-11T13:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.06086,2025-03-11T00:00:00+00:00,0.05737,0.0562226,-0.07619783108774236,223729.037715,337766.417177,2.22055229513913,0.0025200000000000014,0.5158730158730138,0.5158730158730138,yes,-0.07619783108774236,-0.2625698324022345,-0.02941176470588236,0.06638186000657242,0.06638186000657242,0.06638186000657242,0.06638186000657242,0.8711778151550432,0.8711778151550432,0.8711778151550432,8.0,nan,nan,nan,2.22055229513913,337766.417177,volume_breakout_after_squeeze_proxy,no,no,no,yes,ok,ok,no,no,no,yes,0.725,C,,false_breakout,,no,causal_signal_after_confirmation;no_future_low_used
SUN,SUN,d40e87ef3d1ebf58,2024-08-13T17:00:00+00:00,HIGHER_LOW_BREAKOUT,0.00909,2024-08-13T04:00:00+00:00,0.00887,0.0086926,-0.043718371837183856,213141.06472,112992.58502,2.7390616219031263,7.999999999999848e-05,0.5000000000000109,0.5000000000000109,yes,-0.043718371837183856,-0.00990099009901002,-0.00990099009901002,0.01650165016501637,0.21562156215621564,0.6721672167216719,3.9328932893289323,0.37745344740814873,4.932058379466517,15.374937091092043,277.0,63.0,164.0,183.0,2.7390616219031263,112992.58502,breakout_after_higher_low,yes,yes,yes,no,ok,ok,no,no,no,no,0.786,B,,,,no,causal_signal_after_confirmation;no_future_low_used
SXP,SXP,cf537e599c97af65,2025-12-08T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0547,2025-12-08T00:00:00+00:00,0.0536,0.052528,-0.039707495429616047,37089.11756,51009.39521,1.542037311600635,0.0011999999999999997,0.6666666666666629,0.6666666666666629,yes,-0.039707495429616047,-0.010968921389396646,-0.009140767824497242,0.3564899451553931,0.4113345521023768,0.6380255941499087,0.6380255941499087,8.977900552486199,10.359116022099464,16.068139963167607,97.0,12.0,97.0,nan,1.542037311600635,51009.39521,volume_breakout_after_squeeze_proxy,yes,yes,no,no,low,ok,no,yes,no,no,0.18,Manual Review,,,,yes,causal_signal_after_confirmation;no_future_low_used
SYS,SYS,3635c4847266eeb7,2026-04-24T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.00999,2026-04-23T10:00:00+00:00,0.00961,0.0094178,-0.05727727727727727,25053.92143,10799.0984,2.5198195266497603,0.0002499999999999985,0.5200000000000028,0.5200000000000028,yes,-0.05727727727727727,-0.1511511511511512,-0.00800800800800805,0.033033033033032844,0.033033033033032844,0.033033033033032844,0.033033033033032844,0.5767214260747958,0.5767214260747958,0.5767214260747958,7.0,nan,nan,nan,2.5198195266497603,10799.0984,volume_breakout_after_squeeze_proxy,no,no,no,yes,low,ok,no,yes,no,yes,0.0,Manual Review,,false_breakout;low_liquidity_at_signal,,yes,causal_signal_after_confirmation;no_future_low_used
THE,THE,2992917afa584581,2025-07-14T04:00:00+00:00,HIGHER_LOW_BREAKOUT,0.3195,2025-07-12T21:00:00+00:00,0.2678,0.26244399999999996,-0.17857902973395945,39184.93221,2494743.94831,4.472435976633919,0.029299999999999993,0.7883959044368606,0.7883959044368606,yes,-0.17857902973395945,-0.04413145539906105,-0.04413145539906105,0.24569640062597808,0.971830985915493,0.971830985915493,0.971830985915493,1.3758412787436893,5.442021873247332,5.442021873247332,38.0,24.0,37.0,nan,4.472435976633919,2494743.94831,breakout_after_higher_low,yes,yes,no,no,ok,ok,no,no,no,no,0.963,A,,,,no,causal_signal_after_confirmation;no_future_low_used
TROY,TROY,db0cdaac498440e7,2025-01-10T12:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.003408,2025-01-09T20:00:00+00:00,0.003022,0.00296156,-0.13099765258215967,221586.529315,1857556.978721,3.3927700203628985,0.00015299999999999992,0.9150326797385621,0.9150326797385621,no,-0.13099765258215967,-0.41901408450704225,-0.10622065727699526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,3.3927700203628985,1857556.978721,volume_breakout_after_squeeze_proxy,no,no,no,yes,ok,ok,no,no,no,yes,0.673,C,,false_breakout;next_3_candles_failed_confirmation,,no,causal_signal_after_confirmation;no_future_low_used
