futures_symbol,query_start_utc,query_end_utc,kline_rows,funding_rows,open_interest_rows,confirmed_binance_perp,inferred_from_futures_klines,funding_available,oi_available,api_unavailable,no_binance_perp_evidence,manual_review_needed,availability_status,http_statuses,api_errors,kline_cache_path,funding_cache_path,open_interest_cache_path,cache_hit_all,event_id,token_entity_id,token_symbol,spot_symbol,entry_time,event_time,feasibility_tier,low_liquidity_flag,gross_return,net_return_20bps,net_return_50bps,net_return_100bps,net_return_200bps,net_return_500bps,max_adverse_excursion,max_favorable_excursion,collected_at_utc
UFTBUSD,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/b064cd3a259f4a46db8457f3.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/3119009c8320aec1d8a13bee.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/4807cd4fc4be202de803210e.json,yes,93a4361a2732433c,UFT,UFT,UFTUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.3902012248468942,1.0972477064220183,2026-05-27T11:42:09Z
VIDTUSDT,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/0d2789f9376d3636b694fb3f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/d1ca8b2a09eec6fdd83895b0.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/93b65c2ae2ab46f3838b3c3f.json,yes,c93a669847ebc63d,VIDT,VIDT,VIDTUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.0304606240713223,0.5761124121779857,2026-05-27T11:42:09Z
VIDTBUSD,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/eaebaeeddfd770dff68c435b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/11e7558f6db1deebd81f411a.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/d4f7c7fcad3a2a8fd6f205bf.json,yes,c93a669847ebc63d,VIDT,VIDT,VIDTUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.0304606240713223,0.5761124121779857,2026-05-27T11:42:09Z
ARDRUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/1321d05047c095518f3de812.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/9f151694850afc3b87934671.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/29e2510b8f3d3f381520c281.json,yes,afca87c30daaf7ba,ARDR,ARDR,ARDRUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,3.273224043715847,0.1873479318734792,2026-05-27T11:42:09Z
ARDRBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/558acc7bc407709207f1076a.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/b98aedc7e4fd30ff6ca3e024.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/6579232462c4501d97fcc242.json,yes,afca87c30daaf7ba,ARDR,ARDR,ARDRUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,yes,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,3.273224043715847,0.1873479318734792,2026-05-27T11:42:09Z
BSWUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/c5362caa5eaf52327b947afd.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/806fbf0d74f99f5d58ce1b62.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/3307a5fd48c25260ac74d666.json,yes,5af125cfd901bc4e,BSW,BSW,BSWUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,2.674698795180723,0.5090909090909093,2026-05-27T11:42:09Z
BSWBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/d03d4422513fbf8a07d10756.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/639e06e5923bf76e2118b538.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/dc873d0fffd74cb0aee23a87.json,yes,5af125cfd901bc4e,BSW,BSW,BSWUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,2.674698795180723,0.5090909090909093,2026-05-27T11:42:09Z
FLMUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/eda45fc1b3880cd4af923666.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/704ef9d820ab7867c09f627e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/432862c8abde29900528efa1.json,yes,725932a8252a9eab,FLM,FLM,FLMUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,2.0282485875706215,0.3014705882352941,2026-05-27T11:42:09Z
FLMBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/f954b383660486026e5e6432.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/eaf6a664833bade5d12a709f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/27b6b4f66d31517376c66f77.json,yes,725932a8252a9eab,FLM,FLM,FLMUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,2.0282485875706215,0.3014705882352941,2026-05-27T11:42:09Z
LTOUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/6be5a426426a54b127cf2fd5.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/c01f1e9dfbda53d3419db4e9.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/fc5cc66bd07aec896a8cb4ff.json,yes,df810f78fc4e4193,LTO,LTO,LTOUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,1.105633802816901,0.2294372294372295,2026-05-27T11:42:09Z
LTOBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/4bf9fec9520137779ee69b58.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/6982433ffa6911549867fe74.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/4e0d94839c7a23043ac90a58.json,yes,df810f78fc4e4193,LTO,LTO,LTOUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,1.105633802816901,0.2294372294372295,2026-05-27T11:42:09Z
NKNUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/abdfc67d81f1b1e520abb318.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/4faf83064bc3454ccd598990.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/02dbfe01827b97ff1ba4bfa9.json,yes,adf7b79baadd3250,NKN,NKN,NKNUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,1.4896265560165975,0.5062499999999999,2026-05-27T11:42:09Z
NKNBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/849e6972232d1eeb8db2ff47.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/046dff222cd63a2f84690a2b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/20d26f67ffb6b10f34810518.json,yes,adf7b79baadd3250,NKN,NKN,NKNUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,1.4896265560165975,0.5062499999999999,2026-05-27T11:42:09Z
PERPUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/611eb114106fdcdeeeff38c3.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/a80d328341e4da4f8f781ebf.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/3981cb91084aa320e1de9a78.json,yes,9793cd97d25ee40f,PERP,PERP,PERPUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.8025048169556839,0.2697247706422019,2026-05-27T11:42:09Z
PERPBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/4a069573c4b0efaba563891e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/023127cf631546df466ce2fa.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/95947215651f073c6bf4e856.json,yes,9793cd97d25ee40f,PERP,PERP,PERPUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.8025048169556839,0.2697247706422019,2026-05-27T11:42:09Z
VIBUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/89533ef82ec47e19df106ce7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/df44525d2589ce7cbfc8ad07.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/93286c5e9ce414b7771f6e13.json,yes,d485d7796d3134c1,VIB,VIB,VIBUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.8364184244511406,11.905555555555557,2026-05-27T11:42:09Z
VIBBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/d96e09f5deb188c8676de221.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/334af967dbffcc00bb8dcb90.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/e328879a1e3258542c129991.json,yes,d485d7796d3134c1,VIB,VIB,VIBUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.8364184244511406,11.905555555555557,2026-05-27T11:42:09Z
VOXELUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ca4458b48f5a35499a116eca.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/ad583d203e368736227665c7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/9d50f26088b2f20db76408c3.json,yes,e0c3a1cadfeb9ad2,VOXEL,VOXEL,VOXELUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,4.180232558139535,0.7114427860696517,2026-05-27T11:42:09Z
VOXELBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/05a0c22a42f9858d6ef41f02.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/1830d5161e74e9edfe76d05e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/d4a45be3b9104c424078472f.json,yes,e0c3a1cadfeb9ad2,VOXEL,VOXEL,VOXELUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,4.180232558139535,0.7114427860696517,2026-05-27T11:42:09Z
WINGUSDT,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/caa44c717b2a72d7f9013691.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/d4a24db434e89b936e550b09.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/a1db3cd5dd3b029efe692e0d.json,yes,8025080a0cc8fac6,WING,WING,WINGUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.3027624309392265,5.219931271477664,2026-05-27T11:42:09Z
WINGBUSD,2025-04-01T09:59:59Z,2025-04-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ef34b3f0b2fd1bc169a32862.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/f92392390e3e3863dac74590.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/5ec5d9203e2926c36faec7f6.json,yes,8025080a0cc8fac6,WING,WING,WINGUSDT,2025-04-03T09:59:59Z,2025-04-03T07:00:36Z,low,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.3027624309392265,5.219931271477664,2026-05-27T11:42:09Z
ALPHAUSDT,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/61e694dc7bcd8ae4a67dc871.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/8adfac97e56754caa520afc8.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/0a2375b2b98e5c233ec5e044.json,yes,cdee2c69a544c7e6,ALPHA,ALPHA,ALPHAUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.4407407407407406,0.1790393013100437,2026-05-27T11:42:09Z
ALPHABUSD,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/3ae8aa085a69a26acae0bd1b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/cef3f1b353bc6eae761c0f98.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/da873292bd44a47034e2f399.json,yes,cdee2c69a544c7e6,ALPHA,ALPHA,ALPHAUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.4407407407407406,0.1790393013100437,2026-05-27T11:42:09Z
HIFIUSDT,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/b088bacfdb2400b9157ca741.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/55a07504f82fdac4204d0d3b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/867536152263ab233b1f2b0f.json,yes,2c99c44cb7fd8609,HIFI,HIFI,HIFIUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.2978808476609356,2.3797297297297297,2026-05-27T11:42:09Z
HIFIBUSD,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ec04375f13f7bef646244e16.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/81f81f7f483693f70cc509f4.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/1c3ba46ce52efcb8766bcb30.json,yes,2c99c44cb7fd8609,HIFI,HIFI,HIFIUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.2978808476609356,2.3797297297297297,2026-05-27T11:42:09Z
LEVERUSDT,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/b031b74fcc1fd9e7300c3aad.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/23a678b724ec7ff45ec060b8.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/d1250d1df4f79398412968c9.json,yes,3f5bbe904576db02,LEVER,LEVER,LEVERUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2127659574468086,0.4794188861985471,2026-05-27T11:42:09Z
LEVERBUSD,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/0339ebf0914abf23d25d6abd.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/2983aa6c0ed102a11832affe.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/69da51420ee702fc66cb07b2.json,yes,3f5bbe904576db02,LEVER,LEVER,LEVERUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2127659574468086,0.4794188861985471,2026-05-27T11:42:09Z
MOVEUSDT,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/5e7ffe6bee7bd71233d20015.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/2ef313fb408b77c77ed23836.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/94d284a3d41d68331acc8efe.json,yes,18140f8172feb64b,MOVE,MOVE,MOVEUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.5852417302798982,0.2204968944099379,2026-05-27T11:42:09Z
MOVEBUSD,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/dbb0a239418a72460b3ad9af.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/b5d25be6b827e1670052b91b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/6888e8f4b35a8d591feed87d.json,yes,18140f8172feb64b,MOVE,MOVE,MOVEUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.5852417302798982,0.2204968944099379,2026-05-27T11:42:09Z
PORTALUSDT,2025-05-05T10:59:59Z,2025-05-09T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/13203168f4b9063d64d8d843.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/aa1d74c0dc81126509ddbf20.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/e58cf6e727873ae5046744a0.json,yes,a556e77327afcd24,PORTAL,PORTAL,PORTALUSDT,2025-05-07T10:59:59Z,2025-05-07T08:00:33Z,medium,no,-0.1666666666666665,-0.1686666666666665,-0.1716666666666665,-0.1766666666666665,-0.1866666666666664,-0.2166666666666665,0.5398373983739839,0.5147783251231528,2026-05-27T11:42:09Z
