futures_symbol,query_start_utc,query_end_utc,kline_rows,funding_rows,open_interest_rows,confirmed_binance_perp,inferred_from_futures_klines,funding_available,oi_available,api_unavailable,no_binance_perp_evidence,manual_review_needed,availability_status,http_statuses,api_errors,kline_cache_path,funding_cache_path,open_interest_cache_path,cache_hit_all,event_id,token_entity_id,token_symbol,spot_symbol,entry_time,event_time,feasibility_tier,low_liquidity_flag,gross_return,net_return_20bps,net_return_50bps,net_return_100bps,net_return_200bps,net_return_500bps,max_adverse_excursion,max_favorable_excursion,collected_at_utc
KP3RUSDT,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/299511483eea86bf5ce0fe10.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/1cae79a6995f0380812d4074.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/2c67b5a223d80506f2e0b83d.json,yes,6349e349f6963185,KP3R,KP3R,KP3RUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.2381759141606665,0.2361759141606665,0.2331759141606665,0.2281759141606665,0.2181759141606665,0.1881759141606664,0.0490307867730901,0.3283853377764314,2026-05-27T11:42:09Z
KP3RBUSD,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/2dfba3d861cc9970789c8b9b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/9595d548059856b630526325.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/220a4080ee0a5e2a767831f1.json,yes,6349e349f6963185,KP3R,KP3R,KP3RUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.2381759141606665,0.2361759141606665,0.2331759141606665,0.2281759141606665,0.2181759141606665,0.1881759141606664,0.0490307867730901,0.3283853377764314,2026-05-27T11:42:09Z
MDXUSDT,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/94a02637e5e70ce90cebe61d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/dbb4902ad5401881e8f9982e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/aa1564b75d67f594797a9d1f.json,yes,92ea1ce575290a09,MDX,MDX,MDXUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.1943986820428336,0.1923986820428335,0.1893986820428335,0.1843986820428335,0.1743986820428336,0.1443986820428335,0.0758620689655173,0.3157894736842104,2026-05-27T11:42:09Z
MDXBUSD,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/8df8abfcbddff44b0935d600.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/0c82ba57196f95ee8376ac5a.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/95829bb4e9af354f92692bcc.json,yes,92ea1ce575290a09,MDX,MDX,MDXUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.1943986820428336,0.1923986820428335,0.1893986820428335,0.1843986820428335,0.1743986820428336,0.1443986820428335,0.0758620689655173,0.3157894736842104,2026-05-27T11:42:09Z
MOBUSDT,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/2be0fda2d128e55b2f4df4af.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/ccd2e7d5e9118adf4f6e6e62.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/75bf3bee3120f5d91ac9345d.json,yes,018313d3408ec969,MOB,MOB,MOBUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.108695652173913,0.7100371747211895,2026-05-27T11:42:09Z
MOBBUSD,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/0d7b24889ee1b20379d167be.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/4a1f4e403f96a1b289f3c369.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/39e703788ec10c74541fb8e9.json,yes,018313d3408ec969,MOB,MOB,MOBUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.108695652173913,0.7100371747211895,2026-05-27T11:42:09Z
ZECUSDT,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/79fb5041f35feaa5040d0e81.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/0e98963650e759c9362ac0fa.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/81ef4b1fa25e78aed06e4c42.json,yes,0530e835539c12c2,ZEC,ZEC,ZECUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.1092475067996374,0.1072475067996374,0.1042475067996374,0.0992475067996374,0.0892475067996374,0.0592475067996374,0.0420923579893748,0.3227027027027027,2026-05-27T11:42:09Z
ZECBUSD,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/2bf0532a3cf644f01ee6669c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/14132699e0808c8b39a27e21.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/f4cfb9903c68766f752e4de6.json,yes,0530e835539c12c2,ZEC,ZEC,ZECUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,0.1092475067996374,0.1072475067996374,0.1042475067996374,0.0992475067996374,0.0892475067996374,0.0592475067996374,0.0420923579893748,0.3227027027027027,2026-05-27T11:42:09Z
ZENUSDT,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/6013b2598e773394b1e0e07d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/60d5bce740ed226caa63421a.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/58f0cfac971308755c7601e8.json,yes,b2f582e4f6f3e84c,ZEN,ZEN,ZENUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.37890625,0.1566265060240963,2026-05-27T11:42:09Z
ZENBUSD,2024-01-02T09:59:59Z,2024-01-06T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/adb4b580d64edd1e663edbd7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/dd38d1aa91de7763ae4b41df.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/947acc4d95643641e3f79332.json,yes,b2f582e4f6f3e84c,ZEN,ZEN,ZENUSDT,2024-01-04T09:59:59Z,2024-01-04T07:00:09Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.37890625,0.1566265060240963,2026-05-27T11:42:09Z
EPXUSDT,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/274e5bfad1f37fbcf1c3bd19.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/cc68cec46f3360f255f14ad5.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/a805485a9337b0e0661f79d4.json,yes,daa09b139684a4a8,EPX,EPX,EPXUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0262350936967632,1.0269337016574585,2026-05-27T11:42:09Z
EPXBUSD,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/9d70df67967d74b6482149fc.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/86d6759d6a45e3f8d04cf60b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/424add9a9fc6daea2bd9a792.json,yes,daa09b139684a4a8,EPX,EPX,EPXUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0262350936967632,1.0269337016574585,2026-05-27T11:42:09Z
UNFIUSDT,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/772e20dd2d309654036a85ec.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/e3b80b120b7aec2c5042b764.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/b3e5bf0a63269610ca2b8360.json,yes,bcbb33fb0a078dbd,UNFI,UNFI,UNFIUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0007442691277166,1.675428116288331,2026-05-27T11:42:09Z
UNFIBUSD,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/8c2975aadd08a153eb3764f7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/2fa90bdd730e07840a15c2ce.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/4db660fbc1e7c38811a11dee.json,yes,bcbb33fb0a078dbd,UNFI,UNFI,UNFIUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0007442691277166,1.675428116288331,2026-05-27T11:42:09Z
WAVESUSDT,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/35373dc359317e6754389af9.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/de6d3c933f2a4497b3349868.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/f7cc0d1c00e83b4934084739.json,yes,c93ee5f086c41471,WAVES,WAVES,WAVESUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0333825701624816,0.6658464566929132,2026-05-27T11:42:09Z
WAVESBUSD,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/f2a14b6fdad5c4c8c850d42f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/1280c889ee5a72dd7f58373d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/90a8fd2ec5b82745992de8bd.json,yes,c93ee5f086c41471,WAVES,WAVES,WAVESUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0333825701624816,0.6658464566929132,2026-05-27T11:42:09Z
WNXMUSDT,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/888e821c5ca417b0dc35c400.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/f32467414c092921b212e9c1.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/5711aff43e8b95778f43fdfd.json,yes,832b8eba4d6c1d29,WNXM,WNXM,WNXMUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,low,yes,0.0726757904672015,0.0706757904672015,0.0676757904672015,0.0626757904672015,0.0526757904672015,0.0226757904672015,0.1152661680598328,0.1940115566450708,2026-05-27T11:42:09Z
WNXMBUSD,2024-04-01T08:59:59Z,2024-04-05T08:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/948e7aa18678fa2e42cf751c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/af8d4ac0e5abfc88c8edcd6c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/8eddd0f690300e9b8b45fb99.json,yes,832b8eba4d6c1d29,WNXM,WNXM,WNXMUSDT,2024-04-03T08:59:59Z,2024-04-03T06:00:16Z,low,yes,0.0726757904672015,0.0706757904672015,0.0676757904672015,0.0626757904672015,0.0526757904672015,0.0226757904672015,0.1152661680598328,0.1940115566450708,2026-05-27T11:42:09Z
CTXCUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/27d391130210eb4c6b41fef0.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/cf93a158e3a3bb48b6230f4d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/8f380bd5f80558cbba314506.json,yes,73bd41c12e1c9037,CTXC,CTXC,CTXCUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3933260393873086,0.6468468468468467,2026-05-27T11:42:09Z
CTXCBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ea00d0b2e054039d7e0a1d3d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/7ffeebf4572b7a3bb329065d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/bf5f1ee1dfb4ad19695cef42.json,yes,73bd41c12e1c9037,CTXC,CTXC,CTXCUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3933260393873086,0.6468468468468467,2026-05-27T11:42:09Z
CVPUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/c5c37cb1e0ed05d6153d0544.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/68f6d1ca349f5db03d0ac7b6.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/07a5a4d3d10be2f0f5dfc069.json,yes,e03ecc015ad077ba,CVP,CVP,CVPUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.5387673956262424,0.4445720850086156,2026-05-27T11:42:09Z
CVPBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/0266d327748bd5e90b1b5585.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/fce37d5c98804b74ac9b39ff.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/4385cda9979b10b4ce15f652.json,yes,e03ecc015ad077ba,CVP,CVP,CVPUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,1.5387673956262424,0.4445720850086156,2026-05-27T11:42:09Z
CVXUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,12,0,yes,no,yes,no,no,no,yes,confirmed_binance_perp;funding_available;manual_review_needed,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/68fa9101a6b2f7411b158fdf.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/a56bd8acd865af519d741fd7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/91ae1b23fdb51e059016e52f.json,yes,f516a957212c330b,CVX,CVX,CVXUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1324960753532182,0.5861553784860558,2026-05-27T11:42:09Z
CVXBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/54be9c5a5494b2597ffe7030.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/e0fb7e5b5a0291a5ae6041d3.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/62aeabd2deb8e0afb951f32d.json,yes,f516a957212c330b,CVX,CVX,CVXUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1324960753532182,0.5861553784860558,2026-05-27T11:42:09Z
DOCKUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/fa3d0d0c4ca0d54bf03ff525.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/842fb1e806ba7aa2a2ee3df2.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/2835848fb49f98b257858e40.json,yes,c13b1dfe2436783d,DOCK,DOCK,DOCKUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,low,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1148355058969585,3.307486631016043,2026-05-27T11:42:09Z
DOCKBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/e6db7d993428148c29f1431c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/15463d881b3d0f7a514d9e5c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/59517125faf489c4dccfc556.json,yes,c13b1dfe2436783d,DOCK,DOCK,DOCKUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,low,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.1148355058969585,3.307486631016043,2026-05-27T11:42:09Z
HARDUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/0597f77a8be98f8098cb0086.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/9d9387dfcca0e9311e049821.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/ffa06b4c6a86a50966fc356e.json,yes,c54abb522c3fe7f3,HARD,HARD,HARDUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3705722070844686,0.5841726618705034,2026-05-27T11:42:09Z
HARDBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/72aa0a845178157c532f1f9c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/108cf185167f3b144a6140e7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/0f5a95627ea1fce368c3f9b7.json,yes,c54abb522c3fe7f3,HARD,HARD,HARDUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3705722070844686,0.5841726618705034,2026-05-27T11:42:09Z
IRISUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/22779bfd2d171c35eb1cf313.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/1123a83afcd8f1d55f957f88.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/532eee5517853028b15b1cc4.json,yes,92f6841824deef01,IRIS,IRIS,IRISUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.284460505937016,0.6858137510879023,2026-05-27T11:42:09Z
IRISBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/8f9abc032a0fe7c08639bea9.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/2c29d08ff5351094ace8b830.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/cb6a6ebc24bf33d8719a7eaa.json,yes,92f6841824deef01,IRIS,IRIS,IRISUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.284460505937016,0.6858137510879023,2026-05-27T11:42:09Z
MBLUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,24,0,yes,no,yes,no,no,no,yes,confirmed_binance_perp;funding_available;manual_review_needed,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/57c2a095e97f4ce799654081.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/323d22992341b0caa5bdb23b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/51261115b783c11af3c019bc.json,yes,fb4cbaedb67a967c,MBL,MBL,MBLUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,low,yes,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3470163435955908,0.5476470588235296,2026-05-27T11:42:09Z
