hold_window,strategy_id,cluster_date_utc,cluster_pnl_usdt,cluster_roi_on_margin,cumulative_pnl_usdt,drawdown_from_peak_usdt,tokens_count
30d,defensive_7p5_be10_tp10_20,2026-04-14,102.38868724888357,0.2559717181222089,4137.3177001971835,0.0,4
30d,defensive_7p5_be10_tp10_20,2026-04-30,180.98318638628575,0.6032772879542858,4318.300886583469,0.0,3
30d,defensive_7p5_be10_tp10_20,2026-05-22,725.6921232919656,1.451384246583931,5043.993009875435,0.0,5
30d,runner_only_10_no_be,2024-01-04,-36.620184549178816,-0.12206728183059605,-36.620184549178816,-36.620184549178816,3
30d,runner_only_10_no_be,2024-04-03,1237.77201518473,6.18886007592365,1201.151830635551,0.0,2
30d,runner_only_10_no_be,2024-07-01,-7.426213900349026,-0.024754046334496755,1193.725616735202,-7.426213900349012,3
30d,runner_only_10_no_be,2024-10-03,-181.81818181818198,-0.90909090909091,1011.90743491702,-189.244395718531,2
30d,runner_only_10_no_be,2025-01-02,3281.4895947426066,16.407447973713033,4293.397029659627,0.0,2
30d,runner_only_10_no_be,2025-03-04,1840.368371313608,6.134561237712027,6133.765400973235,0.0,3
30d,runner_only_10_no_be,2025-04-03,-454.545454545455,-0.9090909090909101,5679.21994642778,-454.54545454545496,5
30d,runner_only_10_no_be,2025-05-07,-545.454545454546,-0.90909090909091,5133.765400973234,-1000.0000000000009,6
30d,runner_only_10_no_be,2025-06-05,704.8114434330299,7.048114434330299,5838.576844406264,-295.1885565669709,1
30d,runner_only_10_no_be,2025-10-09,-90.90909090909093,-0.9090909090909094,5747.667753497173,-386.09764747606187,1
30d,runner_only_10_no_be,2025-12-01,-90.90909090909093,-0.9090909090909094,5656.758662588082,-477.00673838515286,1
30d,runner_only_10_no_be,2026-01-02,-90.90909090909105,-0.9090909090909105,5565.849571678991,-567.9158292942438,1
30d,runner_only_10_no_be,2026-03-06,329.99887867601655,0.4124985983450207,5895.848450355008,-237.91695061822702,8
30d,runner_only_10_no_be,2026-03-13,1613.832288401254,5.379440961337513,7509.680738756262,0.0,3
30d,runner_only_10_no_be,2026-04-14,-142.66946925906453,-0.3566736731476613,7367.011269497198,-142.6694692590645,4
30d,runner_only_10_no_be,2026-04-30,175.87621606192403,0.5862540535397468,7542.887485559122,0.0,3
30d,runner_only_10_no_be,2026-05-22,1139.1581464676972,2.2783162929353944,8682.045632026819,0.0,5
3d,aggressive_10_be20_tp20_50,2024-01-04,146.22886788879143,0.48742955962930473,146.22886788879143,0.0,3
3d,aggressive_10_be20_tp20_50,2024-04-03,407.4184713371827,2.0370923566859136,553.6473392259742,0.0,2
3d,aggressive_10_be20_tp20_50,2024-07-01,594.8962343486808,1.982987447828936,1148.543573574655,0.0,3
3d,aggressive_10_be20_tp20_50,2024-10-03,45.56802420880092,0.2278401210440046,1194.111597783456,0.0,2
3d,aggressive_10_be20_tp20_50,2025-01-02,633.4487072560466,3.167243536280233,1827.5603050395027,0.0,2
3d,aggressive_10_be20_tp20_50,2025-03-04,960.0085111260444,3.200028370420148,2787.568816165547,0.0,3
3d,aggressive_10_be20_tp20_50,2025-04-03,776.6812865497077,1.5533625730994154,3564.250102715255,0.0,5
3d,aggressive_10_be20_tp20_50,2025-05-07,-379.5454545454549,-0.6325757575757581,3184.7046481698,-379.54545454545496,6
3d,aggressive_10_be20_tp20_50,2025-06-05,111.01694915254234,1.1101694915254234,3295.721597322342,-268.52850539291285,1
3d,aggressive_10_be20_tp20_50,2025-10-09,-90.90909090909093,-0.9090909090909094,3204.812506413251,-359.43759630200384,1
3d,aggressive_10_be20_tp20_50,2025-12-01,-90.90909090909093,-0.9090909090909094,3113.90341550416,-450.34668721109483,1
3d,aggressive_10_be20_tp20_50,2026-01-02,-90.90909090909105,-0.9090909090909105,3022.994324595069,-541.2557781201858,1
3d,aggressive_10_be20_tp20_50,2026-03-06,320.5273643049635,0.40065920538120436,3343.5216889000326,-220.7284138152222,8
3d,aggressive_10_be20_tp20_50,2026-03-13,252.76922025486815,0.8425640675162271,3596.290909154901,0.0,3
3d,aggressive_10_be20_tp20_50,2026-04-14,257.9986214508683,0.6449965536271708,3854.289530605769,0.0,4
3d,aggressive_10_be20_tp20_50,2026-04-30,175.87621606192403,0.5862540535397468,4030.165746667693,0.0,3
3d,aggressive_10_be20_tp20_50,2026-05-22,690.7416641833724,1.381483328366745,4720.907410851065,0.0,5
3d,balanced_10_be15_tp10_30,2024-01-04,167.29610495805144,0.5576536831935048,167.29610495805144,0.0,3
3d,balanced_10_be15_tp10_30,2024-04-03,355.6299885021883,1.7781499425109417,522.9260934602398,0.0,2
3d,balanced_10_be15_tp10_30,2024-07-01,516.2878953533743,1.7209596511779144,1039.2139888136142,0.0,3
3d,balanced_10_be15_tp10_30,2024-10-03,37.9582230067667,0.1897911150338335,1077.1722118203809,0.0,2
3d,balanced_10_be15_tp10_30,2025-01-02,363.21061201795135,1.8160530600897566,1440.3828238383321,0.0,2
3d,balanced_10_be15_tp10_30,2025-03-04,850.2798773144411,2.8342662577148037,2290.6627011527735,0.0,3
3d,balanced_10_be15_tp10_30,2025-04-03,589.7765246449458,1.1795530492898916,2880.4392257977192,0.0,5
3d,balanced_10_be15_tp10_30,2025-05-07,-421.21212121212153,-0.7020202020202025,2459.2271045855978,-421.2121212121215,6
3d,balanced_10_be15_tp10_30,2025-06-05,111.045197740113,1.1104519774011299,2570.272302325711,-310.1669234720084,1
3d,balanced_10_be15_tp10_30,2025-10-09,-90.90909090909093,-0.9090909090909094,2479.36321141662,-401.0760143810994,1
3d,balanced_10_be15_tp10_30,2025-12-01,-90.90909090909093,-0.9090909090909094,2388.454120507529,-491.9851052901904,1
3d,balanced_10_be15_tp10_30,2026-01-02,-90.90909090909105,-0.9090909090909105,2297.545029598438,-582.8941961992814,1
3d,balanced_10_be15_tp10_30,2026-03-06,560.4937396486976,0.7006171745608719,2858.0387692471354,-22.40045655058384,8
3d,balanced_10_be15_tp10_30,2026-03-13,276.9384541784077,0.9231281805946924,3134.9772234255433,0.0,3
3d,balanced_10_be15_tp10_30,2026-04-14,210.64794707707242,0.526619867692681,3345.6251705026157,0.0,4
3d,balanced_10_be15_tp10_30,2026-04-30,179.70644380519533,0.5990214793506511,3525.331614307811,0.0,3
3d,balanced_10_be15_tp10_30,2026-05-22,634.352498261694,1.268704996523388,4159.684112569505,0.0,5
3d,base_10_be20_tp15_30,2024-01-04,146.22886788879143,0.48742955962930473,146.22886788879143,0.0,3
3d,base_10_be20_tp15_30,2024-04-03,393.0497677064362,1.9652488385321811,539.2786355952277,0.0,2
3d,base_10_be20_tp15_30,2024-07-01,563.2480605512596,1.8774935351708655,1102.5266961464872,0.0,3
3d,base_10_be20_tp15_30,2024-10-03,58.765870337543674,0.2938293516877184,1161.2925664840309,0.0,2
3d,base_10_be20_tp15_30,2025-01-02,391.36027922428343,1.9568013961214172,1552.6528457083143,0.0,2
3d,base_10_be20_tp15_30,2025-03-04,890.812905821868,2.96937635273956,2443.4657515301824,0.0,3
3d,base_10_be20_tp15_30,2025-04-03,693.3214162858126,1.3866428325716251,3136.787167815995,0.0,5
3d,base_10_be20_tp15_30,2025-05-07,-396.31016042780783,-0.6605169340463464,2740.4770073881873,-396.31016042780766,6
3d,base_10_be20_tp15_30,2025-06-05,111.01694915254234,1.1101694915254234,2851.4939565407294,-285.29321127526555,1
3d,base_10_be20_tp15_30,2025-10-09,-90.90909090909093,-0.9090909090909094,2760.5848656316384,-376.20230218435654,1
3d,base_10_be20_tp15_30,2025-12-01,-90.90909090909093,-0.9090909090909094,2669.6757747225474,-467.11139309344753,1
3d,base_10_be20_tp15_30,2026-01-02,-90.90909090909105,-0.9090909090909105,2578.7666838134564,-558.0204840025385,1
3d,base_10_be20_tp15_30,2026-03-06,583.3109777503419,0.7291387221879273,3162.0776615637983,0.0,8
3d,base_10_be20_tp15_30,2026-03-13,252.76922025486815,0.8425640675162271,3414.8468818186666,0.0,3
3d,base_10_be20_tp15_30,2026-04-14,240.89683691683,0.602242092292075,3655.7437187354967,0.0,4
3d,base_10_be20_tp15_30,2026-04-30,201.65809403050284,0.6721936467683428,3857.4018127659997,0.0,3
3d,base_10_be20_tp15_30,2026-05-22,704.2147262898109,1.4084294525796217,4561.616539055811,0.0,5
3d,defensive_7p5_be10_tp10_20,2024-01-04,174.31851731447142,0.5810617243815714,174.31851731447142,0.0,3
3d,defensive_7p5_be10_tp10_20,2024-04-03,331.18546203434494,1.6559273101717247,505.50397934881636,0.0,2
3d,defensive_7p5_be10_tp10_20,2024-07-01,490.35077033722854,1.6345025677907619,995.8547496860449,0.0,3
3d,defensive_7p5_be10_tp10_20,2024-10-03,56.563271654714455,0.28281635827357227,1052.4180213407594,0.0,2
3d,defensive_7p5_be10_tp10_20,2025-01-02,299.03480074911687,1.4951740037455843,1351.4528220898762,0.0,2
3d,defensive_7p5_be10_tp10_20,2025-03-04,673.3369809587809,2.2444566031959363,2024.7898030486572,0.0,3
3d,defensive_7p5_be10_tp10_20,2025-04-03,769.3713450292398,1.5387426900584797,2794.161148077897,0.0,5
3d,defensive_7p5_be10_tp10_20,2025-05-07,-229.39276485788105,-0.3823212747631351,2564.768383220016,-229.39276485788105,6
3d,defensive_7p5_be10_tp10_20,2025-06-05,111.05461393596988,1.110546139359699,2675.822997155986,-118.33815092191116,1
3d,defensive_7p5_be10_tp10_20,2025-10-09,-69.76744186046501,-0.6976744186046502,2606.0555552955207,-188.10559278237633,1
3d,defensive_7p5_be10_tp10_20,2025-12-01,-69.76744186046513,-0.6976744186046513,2536.2881134350555,-257.8730346428415,1
3d,defensive_7p5_be10_tp10_20,2026-01-02,-69.76744186046513,-0.6976744186046513,2466.5206715745903,-327.6404765033067,1
3d,defensive_7p5_be10_tp10_20,2026-03-06,487.81784497010483,0.609772306212631,2954.3385165446953,0.0,8
3d,defensive_7p5_be10_tp10_20,2026-03-13,83.26747049648107,0.2775582349882702,3037.6059870411764,0.0,3
3d,defensive_7p5_be10_tp10_20,2026-04-14,290.37000693000186,0.7259250173250047,3327.9759939711785,0.0,4
3d,defensive_7p5_be10_tp10_20,2026-04-30,180.98318638628575,0.6032772879542858,3508.959180357464,0.0,3
3d,defensive_7p5_be10_tp10_20,2026-05-22,415.04980707257033,0.8300996141451407,3924.0089874300343,0.0,5
3d,runner_only_10_no_be,2024-01-04,146.22886788879143,0.48742955962930473,146.22886788879143,0.0,3
3d,runner_only_10_no_be,2024-04-03,412.80474547931664,2.064023727396583,559.033613368108,0.0,2
3d,runner_only_10_no_be,2024-07-01,594.6969933619635,1.9823233112065448,1153.7306067300715,0.0,3
3d,runner_only_10_no_be,2024-10-03,45.56802420880092,0.2278401210440046,1199.2986309388725,0.0,2
3d,runner_only_10_no_be,2025-01-02,740.2835696413679,3.701417848206839,1939.5822005802404,0.0,2
3d,runner_only_10_no_be,2025-03-04,1050.0121587514918,3.500040529171639,2989.5943593317324,0.0,3
3d,runner_only_10_no_be,2025-04-03,1014.9108381550034,2.0298216763100068,4004.5051974867356,0.0,5
3d,runner_only_10_no_be,2025-05-07,-545.454545454546,-0.90909090909091,3459.0506520321896,-545.454545454546,6
3d,runner_only_10_no_be,2025-06-05,111.01694915254234,1.1101694915254234,3570.0676011847318,-434.43759630200384,1
3d,runner_only_10_no_be,2025-10-09,-90.90909090909093,-0.9090909090909094,3479.1585102756408,-525.3466872110948,1
3d,runner_only_10_no_be,2025-12-01,-90.90909090909093,-0.9090909090909094,3388.24941936655,-616.2557781201858,1
3d,runner_only_10_no_be,2026-01-02,-90.90909090909105,-0.9090909090909105,3297.340328457459,-707.1648690292768,1
3d,runner_only_10_no_be,2026-03-06,320.5273643049635,0.40065920538120436,3617.8676927624224,-386.6375047243132,8
3d,runner_only_10_no_be,2026-03-13,252.76922025486815,0.8425640675162271,3870.6369130172907,-133.86828446944492,3
3d,runner_only_10_no_be,2026-04-14,186.36940796772225,0.46592351991930564,4057.0063209850127,0.0,4
3d,runner_only_10_no_be,2026-04-30,175.87621606192403,0.5862540535397468,4232.882537046937,0.0,3
3d,runner_only_10_no_be,2026-05-22,690.7416641833724,1.381483328366745,4923.624201230309,0.0,5
60d,aggressive_10_be20_tp20_50,2024-01-04,-106.81818181818198,-0.35606060606060663,-106.81818181818198,-106.81818181818198,3
60d,aggressive_10_be20_tp20_50,2024-04-03,998.0847932699418,4.9904239663497085,891.2666114517598,0.0,2
60d,aggressive_10_be20_tp20_50,2024-07-01,224.99999999999994,0.7499999999999998,1116.2666114517597,0.0,3
60d,aggressive_10_be20_tp20_50,2024-10-03,-181.81818181818198,-0.90909090909091,934.4484296335777,-181.81818181818198,2
60d,aggressive_10_be20_tp20_50,2025-01-02,1715.6985385187018,8.578492692593509,2650.1469681522794,0.0,2
60d,aggressive_10_be20_tp20_50,2025-03-04,2050.229357798165,6.834097859327216,4700.376325950445,0.0,3
60d,aggressive_10_be20_tp20_50,2025-04-03,775.0,1.55,5475.376325950445,0.0,5
60d,aggressive_10_be20_tp20_50,2025-05-07,-379.5454545454549,-0.6325757575757581,5095.83087140499,-379.54545454545496,6
60d,aggressive_10_be20_tp20_50,2025-06-05,75.0,0.75,5170.83087140499,-304.54545454545496,1
60d,aggressive_10_be20_tp20_50,2025-10-09,-90.90909090909093,-0.9090909090909094,5079.921780495899,-395.45454545454595,1
60d,aggressive_10_be20_tp20_50,2025-12-01,-90.90909090909093,-0.9090909090909094,4989.012689586808,-486.36363636363694,1
60d,aggressive_10_be20_tp20_50,2026-01-02,-90.90909090909105,-0.9090909090909105,4898.103598677717,-577.2727272727279,1
60d,aggressive_10_be20_tp20_50,2026-03-06,173.30789509375575,0.21663486886719469,5071.411493771473,-403.96483217897185,8
60d,aggressive_10_be20_tp20_50,2026-03-13,1418.3189655172414,4.727729885057471,6489.730459288714,0.0,3
60d,aggressive_10_be20_tp20_50,2026-04-14,23.239621650026407,0.05809905412506602,6512.9700809387405,0.0,4
60d,aggressive_10_be20_tp20_50,2026-04-30,175.87621606192403,0.5862540535397468,6688.846297000665,0.0,3
60d,aggressive_10_be20_tp20_50,2026-05-22,1076.2743388910246,2.152548677782049,7765.12063589169,0.0,5
60d,balanced_10_be15_tp10_30,2024-01-04,-24.24242424242442,-0.0808080808080814,-24.24242424242442,-24.24242424242442,3
60d,balanced_10_be15_tp10_30,2024-04-03,375.199310493428,1.87599655246714,350.9568862510036,0.0,2
60d,balanced_10_be15_tp10_30,2024-07-01,442.8571428571428,1.4761904761904758,793.8140291081463,0.0,3
60d,balanced_10_be15_tp10_30,2024-10-03,-57.575757575757585,-0.2878787878787879,736.2382715323887,-57.57575757575762,2
60d,balanced_10_be15_tp10_30,2025-01-02,1445.4604432806066,7.227302216403033,2181.698714812995,0.0,2
60d,balanced_10_be15_tp10_30,2025-03-04,1639.5150720838794,5.465050240279598,3821.213786896875,0.0,3
60d,balanced_10_be15_tp10_30,2025-04-03,509.52380952380963,1.0190476190476192,4330.737596420684,0.0,5
60d,balanced_10_be15_tp10_30,2025-05-07,-421.21212121212153,-0.7020202020202025,3909.5254752085625,-421.2121212121215,6
60d,balanced_10_be15_tp10_30,2025-06-05,204.7619047619048,2.047619047619048,4114.287379970468,-216.45021645021643,1
60d,balanced_10_be15_tp10_30,2025-10-09,-90.90909090909093,-0.9090909090909094,4023.3782890613766,-307.3593073593074,1
60d,balanced_10_be15_tp10_30,2025-12-01,-90.90909090909093,-0.9090909090909094,3932.4691981522856,-398.2683982683984,1
60d,balanced_10_be15_tp10_30,2026-01-02,-90.90909090909105,-0.9090909090909105,3841.5601072431946,-489.1774891774894,1
60d,balanced_10_be15_tp10_30,2026-03-06,567.9118999489767,0.7098898749362209,4409.472007192171,0.0,8
60d,balanced_10_be15_tp10_30,2026-03-13,1125.708128078818,3.752360426929393,5535.180135270989,0.0,3
60d,balanced_10_be15_tp10_30,2026-04-14,-24.111052723769525,-0.06027763180942381,5511.069082547219,-24.111052723769717,4
60d,balanced_10_be15_tp10_30,2026-04-30,179.70644380519533,0.5990214793506511,5690.775526352415,0.0,3
60d,balanced_10_be15_tp10_30,2026-05-22,1084.7452794381447,2.1694905588762894,6775.52080579056,0.0,5
60d,base_10_be20_tp15_30,2024-01-04,-35.347593582887825,-0.11782531194295942,-35.347593582887825,-35.347593582887825,3
60d,base_10_be20_tp15_30,2024-04-03,705.7601251861888,3.528800625930944,670.412531603301,0.0,2
60d,base_10_be20_tp15_30,2024-07-01,457.5630252100841,1.5252100840336136,1127.975556813385,0.0,3
60d,base_10_be20_tp15_30,2024-10-03,-93.58288770053485,-0.4679144385026743,1034.3926691128502,-93.58288770053491,2
60d,base_10_be20_tp15_30,2025-01-02,1617.9100879886255,8.089550439943128,2652.3027571014754,0.0,2
60d,base_10_be20_tp15_30,2025-03-04,1760.918202143242,5.869727340477474,4413.220959244718,0.0,3
60d,base_10_be20_tp15_30,2025-04-03,574.0336134453783,1.1480672268907566,4987.254572690096,0.0,5
60d,base_10_be20_tp15_30,2025-05-07,-396.31016042780783,-0.6605169340463464,4590.944412262288,-396.3101604278081,6
60d,base_10_be20_tp15_30,2025-06-05,199.66386554621852,1.996638655462185,4790.6082778085065,-196.6462948815897,1
60d,base_10_be20_tp15_30,2025-10-09,-90.90909090909093,-0.9090909090909094,4699.6991868994155,-287.5553857906807,1
60d,base_10_be20_tp15_30,2025-12-01,-90.90909090909093,-0.9090909090909094,4608.7900959903245,-378.4644766997717,1
60d,base_10_be20_tp15_30,2026-01-02,-90.90909090909105,-0.9090909090909105,4517.8810050812335,-469.3735676088627,1
60d,base_10_be20_tp15_30,2026-03-06,427.3631143668762,0.5342038929585953,4945.24411944811,-42.0104532419864,8
60d,base_10_be20_tp15_30,2026-03-13,1178.6036656041726,3.9286788853472423,6123.847785052282,0.0,3
60d,base_10_be20_tp15_30,2026-04-14,6.47491576767348,0.0161872894191837,6130.322700819956,0.0,4
60d,base_10_be20_tp15_30,2026-04-30,201.65809403050284,0.6721936467683428,6331.980794850459,0.0,3
60d,base_10_be20_tp15_30,2026-05-22,1083.9497514644106,2.167899502928821,7415.930546314869,0.0,5
60d,defensive_7p5_be10_tp10_20,2024-01-04,94.12144702842372,0.31373815676141237,94.12144702842372,0.0,3
60d,defensive_7p5_be10_tp10_20,2024-04-03,300.99296128707874,1.5049648064353938,395.1144083155025,0.0,2
60d,defensive_7p5_be10_tp10_20,2024-07-01,358.33333333333314,1.1944444444444438,753.4477416488356,0.0,3
60d,defensive_7p5_be10_tp10_20,2024-10-03,-25.322997416020662,-0.12661498708010333,728.1247442328149,-25.322997416020712,2
60d,defensive_7p5_be10_tp10_20,2025-01-02,1381.2846320117721,6.906423160058861,2109.4093762445873,0.0,2
60d,defensive_7p5_be10_tp10_20,2025-03-04,1383.562691131498,4.611875637104993,3492.9720673760853,0.0,3
60d,defensive_7p5_be10_tp10_20,2025-04-03,597.2222222222222,1.1944444444444444,4090.1942895983075,0.0,5
60d,defensive_7p5_be10_tp10_20,2025-05-07,-229.39276485788105,-0.3823212747631351,3860.8015247404264,-229.39276485788105,6
60d,defensive_7p5_be10_tp10_20,2025-06-05,119.44444444444446,1.1944444444444446,3980.245969184871,-109.9483204134367,1
60d,defensive_7p5_be10_tp10_20,2025-10-09,-69.76744186046501,-0.6976744186046502,3910.4785273244056,-179.71576227390187,1
60d,defensive_7p5_be10_tp10_20,2025-12-01,-69.76744186046513,-0.6976744186046513,3840.7110854639404,-249.48320413436704,1
60d,defensive_7p5_be10_tp10_20,2026-01-02,-69.76744186046513,-0.6976744186046513,3770.9436436034753,-319.2506459948322,1
60d,defensive_7p5_be10_tp10_20,2026-03-06,316.343669250646,0.39542958656330746,4087.2873128541214,-2.9069767441860677,8
60d,defensive_7p5_be10_tp10_20,2026-03-13,343.04386082152723,1.1434795360717573,4430.331173675649,0.0,3
60d,defensive_7p5_be10_tp10_20,2026-04-14,102.38868724888357,0.2559717181222089,4532.719860924532,0.0,4
60d,defensive_7p5_be10_tp10_20,2026-04-30,180.98318638628575,0.6032772879542858,4713.703047310818,0.0,3
60d,defensive_7p5_be10_tp10_20,2026-05-22,725.6921232919656,1.451384246583931,5439.395170602784,0.0,5
60d,runner_only_10_no_be,2024-01-04,-272.7272727272729,-0.9090909090909097,-272.7272727272729,-272.7272727272729,3
60d,runner_only_10_no_be,2024-04-03,901.2717473345647,4.506358736672824,628.5444746072917,0.0,2
60d,runner_only_10_no_be,2024-07-01,711.5644643892697,2.3718815479642323,1340.1089389965614,0.0,3
60d,runner_only_10_no_be,2024-10-03,-181.81818181818198,-0.90909090909091,1158.2907571783794,-181.81818181818198,2
60d,runner_only_10_no_be,2025-01-02,4347.783007183552,21.738915035917763,5506.073764361932,0.0,2
60d,runner_only_10_no_be,2025-03-04,3235.613010842368,10.785376702807893,8741.6867752043,0.0,3
60d,runner_only_10_no_be,2025-04-03,-454.545454545455,-0.9090909090909101,8287.141320658844,-454.54545454545587,5
60d,runner_only_10_no_be,2025-05-07,-545.454545454546,-0.90909090909091,7741.686775204298,-1000.0000000000018,6
60d,runner_only_10_no_be,2025-06-05,-90.90909090909093,-0.9090909090909094,7650.777684295207,-1090.9090909090928,1
60d,runner_only_10_no_be,2025-10-09,-90.90909090909093,-0.9090909090909094,7559.868593386116,-1181.8181818181838,1
60d,runner_only_10_no_be,2025-12-01,-90.90909090909093,-0.9090909090909094,7468.959502477025,-1272.7272727272748,1
60d,runner_only_10_no_be,2026-01-02,-90.90909090909105,-0.9090909090909105,7378.050411567934,-1363.6363636363658,1
60d,runner_only_10_no_be,2026-03-06,218.39522808931503,0.2729940351116438,7596.44563965725,-1145.2411355470504,8
60d,runner_only_10_no_be,2026-03-13,1613.832288401254,5.379440961337513,9210.277928058504,0.0,3
60d,runner_only_10_no_be,2026-04-14,-142.66946925906453,-0.3566736731476613,9067.60845879944,-142.6694692590645,4
60d,runner_only_10_no_be,2026-04-30,175.87621606192403,0.5862540535397468,9243.484674861364,0.0,3
60d,runner_only_10_no_be,2026-05-22,1139.1581464676972,2.2783162929353944,10382.64282132906,0.0,5
7d,aggressive_10_be20_tp20_50,2024-01-04,47.48902910685244,0.15829676368950815,47.48902910685244,0.0,3
7d,aggressive_10_be20_tp20_50,2024-04-03,323.79722443685864,1.6189861221842932,371.2862535437111,0.0,2
7d,aggressive_10_be20_tp20_50,2024-07-01,995.0046754399973,3.316682251466658,1366.2909289837085,0.0,3
7d,aggressive_10_be20_tp20_50,2024-10-03,-22.86946630012332,-0.1143473315006166,1343.421462683585,-22.86946630012335,2
7d,aggressive_10_be20_tp20_50,2025-01-02,838.4846098783105,4.192423049391553,2181.9060725618956,0.0,2
7d,aggressive_10_be20_tp20_50,2025-03-04,1215.7958653207374,4.052652884402458,3397.701937882633,0.0,3
7d,aggressive_10_be20_tp20_50,2025-04-03,1168.0633802816901,2.3361267605633804,4565.765318164324,0.0,5
7d,aggressive_10_be20_tp20_50,2025-05-07,-379.5454545454549,-0.6325757575757581,4186.219863618869,-379.54545454545496,6
7d,aggressive_10_be20_tp20_50,2025-06-05,217.27019498607226,2.1727019498607225,4403.490058604941,-162.2752595593829,1
7d,aggressive_10_be20_tp20_50,2025-10-09,-90.90909090909093,-0.9090909090909094,4312.58096769585,-253.1843504684739,1
7d,aggressive_10_be20_tp20_50,2025-12-01,-90.90909090909093,-0.9090909090909094,4221.671876786759,-344.0934413775649,1
7d,aggressive_10_be20_tp20_50,2026-01-02,-90.90909090909105,-0.9090909090909105,4130.762785877668,-435.0025322866559,1
7d,aggressive_10_be20_tp20_50,2026-03-06,10.225964567329129,0.012782455709161412,4140.988750444997,-424.7765677193265,8
7d,aggressive_10_be20_tp20_50,2026-03-13,1462.7835879896193,4.875945293298731,5603.772338434616,0.0,3
7d,aggressive_10_be20_tp20_50,2026-04-14,23.239621650026407,0.05809905412506602,5627.011960084643,0.0,4
7d,aggressive_10_be20_tp20_50,2026-04-30,175.87621606192403,0.5862540535397468,5802.888176146567,0.0,3
7d,aggressive_10_be20_tp20_50,2026-05-22,1144.6856421400612,2.2893712842801226,6947.573818286628,0.0,5
7d,balanced_10_be15_tp10_30,2024-01-04,24.24886347538257,0.0808295449179419,24.24886347538257,0.0,3
7d,balanced_10_be15_tp10_30,2024-04-03,221.84281842818413,1.1092140921409206,246.0916819035667,0.0,2
7d,balanced_10_be15_tp10_30,2024-07-01,895.3243553646565,2.9844145178821884,1141.4160372682231,0.0,3
7d,balanced_10_be15_tp10_30,2024-10-03,-9.94802034948026,-0.049740101747401295,1131.468016918743,-9.948020349480203,2
7d,balanced_10_be15_tp10_30,2025-01-02,568.2465146402153,2.8412325732010766,1699.7145315589582,0.0,2
7d,balanced_10_be15_tp10_30,2025-03-04,1038.9125137088874,3.463041712362958,2738.6270452678455,0.0,3
7d,balanced_10_be15_tp10_30,2025-04-03,849.4081153588197,1.6988162307176393,3588.035160626665,0.0,5
7d,balanced_10_be15_tp10_30,2025-05-07,-421.21212121212153,-0.7020202020202025,3166.8230394145435,-421.2121212121215,6
7d,balanced_10_be15_tp10_30,2025-06-05,185.42246982358392,1.8542246982358392,3352.2455092381274,-235.78965138853755,1
7d,balanced_10_be15_tp10_30,2025-10-09,-90.90909090909093,-0.9090909090909094,3261.3364183290364,-326.69874229762854,1
7d,balanced_10_be15_tp10_30,2025-12-01,-90.90909090909093,-0.9090909090909094,3170.4273274199454,-417.60783320671953,1
7d,balanced_10_be15_tp10_30,2026-01-02,-90.90909090909105,-0.9090909090909105,3079.5182365108544,-508.5169241158105,1
7d,balanced_10_be15_tp10_30,2026-03-06,401.3828370910875,0.5017285463638593,3480.901073601942,-107.13408702472316,8
7d,balanced_10_be15_tp10_30,2026-03-13,1062.7845701125268,3.542615233708423,4543.685643714469,0.0,3
7d,balanced_10_be15_tp10_30,2026-04-14,-24.111052723769525,-0.06027763180942381,4519.574590990699,-24.111052723769717,4
7d,balanced_10_be15_tp10_30,2026-04-30,179.70644380519533,0.5990214793506511,4699.281034795895,0.0,3
7d,balanced_10_be15_tp10_30,2026-05-22,1034.2107556271123,2.0684215112542246,5733.491790423007,0.0,5
7d,base_10_be20_tp15_30,2024-01-04,81.96216463871266,0.27320721546237553,81.96216463871266,0.0,3
7d,base_10_be20_tp15_30,2024-04-03,327.7224521852252,1.6386122609261262,409.68461682393786,0.0,2
7d,base_10_be20_tp15_30,2024-07-01,932.5990933547826,3.108663644515942,1342.2837101787204,0.0,3
7d,base_10_be20_tp15_30,2024-10-03,12.912751696564442,0.06456375848282221,1355.196461875285,0.0,2
7d,base_10_be20_tp15_30,2025-01-02,623.7343021961826,3.118671510980913,1978.9307640714676,0.0,2
7d,base_10_be20_tp15_30,2025-03-04,1080.235302651585,3.60078434217195,3059.1660667230526,0.0,3
7d,base_10_be20_tp15_30,2025-04-03,959.2358267250562,1.9184716534501125,4018.4018934481087,0.0,5
7d,base_10_be20_tp15_30,2025-05-07,-396.31016042780783,-0.6605169340463464,3622.091733020301,-396.31016042780766,6
7d,base_10_be20_tp15_30,2025-06-05,203.80632475831547,2.0380632475831546,3825.8980577786165,-192.50383566949222,1
7d,base_10_be20_tp15_30,2025-10-09,-90.90909090909093,-0.9090909090909094,3734.9889668695255,-283.4129265785832,1
7d,base_10_be20_tp15_30,2025-12-01,-90.90909090909093,-0.9090909090909094,3644.0798759604345,-374.3220174876742,1
7d,base_10_be20_tp15_30,2026-01-02,-90.90909090909105,-0.9090909090909105,3553.1707850513435,-465.2311083967652,1
7d,base_10_be20_tp15_30,2026-03-06,289.95848399019286,0.36244810498774105,3843.129269041536,-175.2726244065725,8
7d,base_10_be20_tp15_30,2026-03-13,1134.1084508498757,3.780361502832919,4977.237719891412,0.0,3
7d,base_10_be20_tp15_30,2026-04-14,6.47491576767348,0.0161872894191837,4983.712635659085,0.0,4
