token_entity_id,token_symbol,anchor_event_id,anchor_event_type,publication_datetime_utc,baseline_vwap_7d,baseline_median_close_7d,baseline_close_1d,post_event_low_7d,post_event_low_14d,post_event_low_30d,post_event_low_60d,post_event_low_90d,drawdown_to_low_7d,drawdown_to_low_14d,drawdown_to_low_30d,drawdown_to_low_60d,drawdown_to_low_90d,days_from_event_to_low_7d,days_from_event_to_low_30d,days_from_event_to_low_90d,low_timestamp_utc,low_price,volume_at_low,quote_volume_at_low,volume_zscore_at_low,wick_ratio_at_low,volatility_before_low,volatility_after_low,capitulation_flag,liquidity_death_flag,low_liquidity_wick_flag,absolute_bottom_confidence_score,manual_review_required,notes
PYTH,PYTH,892c4aa7b773f859,MONITORING_TAG_REMOVED,2025-07-09 01:59:56+00:00,0.10019042452366783,0.0986,0.0983,0.0979,0.0979,0.0979,0.0979,0.0979,-0.022860712833158714,-0.022860712833158714,-0.022860712833158714,-0.022860712833158714,-0.022860712833158714,0.08337962962962962,0.08337962962962962,0.08337962962962962,2025-07-09T04:00:00+00:00,0.0979,358787.0,35331.52366,0.0,1.0,nan,0.012464327094945408,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
QI,QI,31663d580e98be67,MONITORING_TAG_ADDED,2026-03-13 09:00:23+00:00,0.0018795757706997266,0.00191,0.00176,0.00161,0.00142,0.00135,0.00135,0.00135,-0.1434237315154201,-0.244510371895588,-0.2817528183514393,-0.2817528183514393,-0.2817528183514393,6.916400462962963,16.54140046296296,16.54140046296296,2026-03-29T22:00:00+00:00,0.00135,3503569.0,4764.31396,3.0548199915559477,0.5000000000000054,0.006085839633945704,0.0059510620599449735,no,yes,no,0.6,yes,low_quote_volume_at_low
QUICK,QUICK,88394d4087b17e7e,MONITORING_TAG_ADDED,2026-04-30 07:00:05+00:00,0.011099719889523903,0.011255,0.00979,0.00869,0.00869,0.00708,0.00708,0.00708,-0.21709736042963002,-0.21709736042963002,-0.36214606580457764,-0.36214606580457764,-0.36214606580457764,0.12494212962962963,26.12494212962963,26.12494212962963,2026-05-26T10:00:00+00:00,0.00708,4032589.0,30421.64881,-0.05120513645673728,0.7878787878787873,0.00709516716423772,0.010228946336847521,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
RDNT,RDNT,c643d1df6b26e19d,MONITORING_TAG_ADDED,2026-03-13 09:00:23+00:00,0.005750835857880911,0.00535,0.00543,0.0041,0.00406,0.00321,0.00321,0.00321,-0.2870601593712009,-0.2940156700114819,-0.44182027111745237,-0.44182027111745237,-0.44182027111745237,6.916400462962963,18.70806712962963,18.70806712962963,2026-04-01T02:00:00+00:00,0.00321,14949263.0,49122.75521,0.09627073682003684,0.38888888888888834,0.024529131824426533,nan,no,yes,no,0.6,yes,low_quote_volume_at_low
REEF,REEF,459073a914558055,MONITORING_TAG_ADDED,2024-01-04 07:00:09+00:00,0.002142324732075565,0.002216,0.001902,0.001365,0.001365,0.001321,0.001321,0.001321,-0.36284169268888733,-0.36284169268888733,-0.3833801289685129,-0.3833801289685129,-0.3833801289685129,3.8332291666666665,19.083229166666666,19.083229166666666,2024-01-23T09:00:00+00:00,0.001321,183774568.0,248252.924456,2.641344607178389,0.3692307692307706,0.009181593554805039,0.0060654021575434845,no,no,no,0.85,no,
REI,REI,95453d2e61ce0ed3,MONITORING_TAG_ADDED,2025-05-07 08:00:33+00:00,0.025718021724507684,0.025385,0.02325,0.01664,0.01664,0.01567,0.01331,0.01331,-0.35298289354258117,-0.35298289354258117,-0.3906996359262167,-0.4824640813132064,-0.4824640813132064,0.6662847222222222,23.666284722222223,46.49961805555556,2025-06-22T20:00:00+00:00,0.01331,1797349.6,24272.207683,0.21173577683591208,0.9565217391304365,0.00906764570189932,0.009180504758757568,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
REMOVE,REMOVE,310b380d3d71ed42,MONITORING_TAG_ADDED,2025-01-02T09:00:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_1h_path
REN,REN,55c6f3a56b85b5ee,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-11-26 08:30:14+00:00,0.04524214167329713,0.044109999999999996,0.0357,0.03456,0.03456,0.03456,0.03456,0.03456,-0.23611043328662662,-0.23611043328662662,-0.23611043328662662,-0.23611043328662662,-0.23611043328662662,0.020671296296296295,0.020671296296296295,0.020671296296296295,2024-11-26T09:00:00+00:00,0.03456,114274040.0,4215203.13157,0.0,0.837479270315091,nan,0.04971601706849991,no,no,no,0.85,no,
RESOLV,RESOLV,b3172c363e7bc7a7,MONITORING_TAG_ADDED,2026-04-14 02:30:06+00:00,0.040003732755005655,0.0395,0.0385,0.0314,0.0272,0.0272,0.0219,0.0219,-0.2150732484815202,-0.3200634509139283,-0.3200634509139283,-0.452551087316729,-0.452551087316729,5.604097222222222,11.604097222222222,42.60409722222222,2026-05-26T17:00:00+00:00,0.0219,9884133.6,219556.79335,0.8939841627703138,0.25000000000000216,0.013648442142861832,0.011162438159218087,no,no,no,0.85,no,
SLF,SLF,75401db392ee79e3,MONITORING_TAG_ADDED,2025-07-07 03:29:57+00:00,0.07735301235581601,0.0793,0.0683,0.0615,0.0615,0.0615,0.0292,0.0156,-0.20494369738173568,-0.20494369738173568,-0.20494369738173568,-0.6225098530657998,-0.7983271817748793,2.229201388888889,2.229201388888889,71.93753472222222,2025-09-17T02:00:00+00:00,0.0156,33918245.0,777600.85033,0.21157515824375928,0.4952380952380951,0.09273261192100614,nan,no,no,no,0.85,no,
