token_entity_id,token_symbol,anchor_event_id,anchor_event_type,bottom_timestamp_utc,bottom_price,max_rebound_24h,max_rebound_3d,max_rebound_7d,max_rebound_14d,max_rebound_30d,max_rebound_60d,max_rebound_90d,rebound_20_flag,rebound_50_flag,rebound_100_flag,rebound_200_flag,days_from_bottom_to_max_rebound,rebound_high_timestamp_utc,rebound_high_price,volume_on_rebound,quote_volume_on_rebound,volume_zscore_on_rebound,rebound_sustained_3d,rebound_sustained_7d,post_rebound_drawdown,pump_and_dump_after_bottom,dead_cat_bounce_flag,low_liquidity_rebound_flag,fallback_used,price_source,exchange,manual_review_required,notes
FUN,FUN,24a0f7579654e736,MONITORING_TAG_ADDED,2026-04-22T23:00:00+00:00,0.0003,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.16666666666666674,no,no,no,no,0.041666666666666664,2026-04-23T00:00:00+00:00,0.00035,32122478.0,10596.28008,-0.7305809410076285,unknown,unknown,-0.08571428571428563,no,no,yes,no,binance_spot,binance,yes,
GFT,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-12-03T07:00:00+00:00,0.0019,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,yes,
GHST,GHST,fc33d59d02e3d720,MONITORING_TAG_ADDED,2026-02-06T09:00:00+00:00,0.03,2.966666666666667,2.966666666666667,7.0,7.0,7.0,7.0,7.0,yes,yes,yes,yes,4.333333333333333,2026-02-10T17:00:00+00:00,0.24,4172640.5,911429.4581,2.6380829063486897,yes,yes,-0.5708333333333333,no,no,no,no,binance_spot,binance,no,
GPS,GPS,5fa3fcfa690cf833,MONITORING_TAG_ADDED,2025-04-18T21:00:00+00:00,0.0151,0.1258278145695364,0.3112582781456954,0.5298013245033111,0.6092715231788077,0.834437086092715,1.1059602649006623,1.5496688741721854,yes,yes,yes,no,67.66666666666667,2025-06-25T13:00:00+00:00,0.0385,103522086.3,3651081.00148,2.8747247120940753,yes,yes,-0.8862337662337663,no,no,yes,no,binance_spot,binance,yes,
GTC,GTC,084e900636ac5fbe,MONITORING_TAG_ADDED,2026-04-02T10:00:00+00:00,0.071,0.21126760563380276,0.21126760563380276,0.42253521126760596,0.42253521126760596,1.6338028169014085,2.0281690140845074,2.0281690140845074,yes,yes,yes,yes,39.333333333333336,2026-05-11T18:00:00+00:00,0.215,15989721.2,2957147.309,3.591306629392914,no,no,-0.5813953488372093,yes,yes,yes,no,binance_spot,binance,yes,
HARD,HARD,c54abb522c3fe7f3,MONITORING_TAG_ADDED,2024-08-05T13:00:00+00:00,0.067,0.5313432835820895,0.5313432835820895,0.5313432835820895,0.5313432835820895,1.7686567164179103,1.7686567164179103,2.134328358208955,yes,yes,yes,yes,86.83333333333333,2024-10-31T09:00:00+00:00,0.21,15439513.0,3041344.2701,0.9008276974783277,yes,yes,-0.9580952380952381,no,no,no,no,binance_spot,binance,no,
HEI,HEI,ee200e0e804f9834,MONITORING_TAG_ADDED,2026-05-28T04:00:00+00:00,0.0547,0.05667276051188308,2.6288848263254114,2.6288848263254114,2.6288848263254114,2.6288848263254114,2.6288848263254114,2.6288848263254114,yes,yes,yes,yes,2.0833333333333335,2026-05-30T06:00:00+00:00,0.1985,15283928.6,2762846.62526,0.23998834661607396,yes,yes,-0.676574307304786,no,no,yes,no,binance_spot,binance,yes,
HFT,HFT,70cb64249d0273f1,MONITORING_TAG_ADDED,2026-05-26T17:00:00+00:00,0.0109,0.01834862385321112,0.01834862385321112,0.01834862385321112,0.01834862385321112,0.01834862385321112,0.01834862385321112,0.01834862385321112,no,no,no,no,0.041666666666666664,2026-05-26T18:00:00+00:00,0.0111,1048519.8,11549.93802,0.020399019658729388,unknown,unknown,-0.018018018018018056,no,no,yes,no,binance_spot,binance,yes,
HIFI,HIFI,2c99c44cb7fd8609,MONITORING_TAG_ADDED,2025-06-13T01:00:00+00:00,0.0639,0.12050078247261342,0.1502347417840375,0.187793427230047,1.0985915492957745,1.431924882629108,1.431924882629108,1.431924882629108,yes,yes,yes,no,20.958333333333332,2025-07-04T00:00:00+00:00,0.1554,2878861.3,440272.67711,0.9985461386741746,no,no,-0.6743886743886744,yes,yes,yes,no,binance_spot,binance,yes,
HIGH,HIGH,8fa523c997c7d4f5,MONITORING_TAG_ADDED,2026-04-16T15:00:00+00:00,0.107,0.11214953271028039,4.5046728971962615,4.5046728971962615,4.5046728971962615,4.5046728971962615,4.5046728971962615,4.5046728971962615,yes,yes,yes,yes,1.6666666666666667,2026-04-18T07:00:00+00:00,0.589,38739543.412,18079411.845935,4.046160149755425,yes,yes,-0.7843803056027164,no,no,no,no,binance_spot,binance,no,
