event_id,token_symbol,event_time,scenario,is_research_eligible,confidence_level,next_risk_event_type,time_from_tag_to_next_risk_event,time_from_tag_to_delisting,return_7d_after_tag,return_30d_after_tag,return_90d_after_tag,alt_adj_return_30d_after_tag,alt_adj_return_90d_after_tag,max_drawdown_after_tag,recovery_after_tag,failed_recovery_flag,delayed_collapse_candidate_score,path_data_available_90d
197776855fe0d014,SUN,2025-01-02T09:00:19Z,TAG_REMOVED_AND_RECOVERED,yes,high,,,,-0.074978204010462,-0.117698343504795,0.824760244115083,-0.1460966359343876,0.8158066764576445,-0.404032570763862,yes,no,0.2,yes
abca945eb2bee96c,AERGO,2025-03-04T08:01:22Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,16.909004629629628,16.0,-0.050578034682081,,,,,-0.16329479768786126,yes,no,0.25,yes
064b0dde744232dc,ALPACA,2025-03-04T08:01:22Z,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,50.83244212962963,50.0,-0.0590452261306534,-0.4183417085427136,,-0.3218626218437069,,-0.6507537688442211,yes,no,0.3,yes
c9bba63a0a1d11c1,AST,2025-03-04T08:01:22Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,16.909004629629628,16.0,-0.121031746031746,-0.9682738095238096,-0.9561507936507936,-0.8717947228248029,-0.9526947265269776,-0.8293650793650793,no,yes,1.0,yes
05efae81cc940ff4,BADGER,2025-03-04T08:01:22Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,34.915798611111114,34.0,-0.3878277759792813,-0.6079637423114277,-0.6508902557461962,-0.5114846556124211,-0.6474341886223802,-0.7604402719326643,yes,no,0.8,yes
27494810cfd7dda7,BURGER,2025-03-04T08:01:22Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,16.909004629629628,16.0,-0.2297460701330108,,,,,-0.9330914953647722,no,yes,0.55,yes
ddd8722fcd3a9596,COMBO,2025-03-04T08:01:22Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,16.909004629629628,16.0,-0.2717442407146214,,,,,-0.8763516690173954,no,yes,0.55,yes
0b0fef5c55d48f0f,NULS,2025-03-04T08:01:22Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,34.915798611111114,34.0,-0.2461362335432169,-0.4676588437321122,,-0.3711797570331056,,-0.8700629650829994,no,yes,0.75,yes
34739c73dc72f1d0,STPT,2025-03-04T08:01:22Z,SLOW_BLEED_AFTER_TAG,yes,high,,,,-0.1577168118580159,-0.5195683266155247,,-0.423089239916518,,-0.6088935118970225,no,yes,0.6,yes
93a4361a2732433c,UFT,2025-03-04T08:01:22Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,34.915798611111114,34.0,-0.217142857142857,-0.5510204081632653,,-0.4545413214642586,,-0.929795918367347,no,yes,0.75,yes
c93a669847ebc63d,VIDT,2025-03-04T08:01:22Z,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,34.915798611111114,34.0,-0.2394868139700641,0.66143977191732,,0.7579188586163266,,-0.925160370634355,yes,no,0.1,yes
5fa3fcfa690cf833,GPS,2025-03-07T09:00:45Z,TAG_REMOVED_BUT_NOT_RECOVERED,yes,high,MONITORING_TAG_REMOVED,215.72855324074075,,-0.3442906574394463,-0.6384083044982699,-0.6384083044982699,-0.4777796481033916,-0.5789282525145675,-0.7387543252595156,no,yes,0.75,yes
afca87c30daaf7ba,ARDR,2025-04-03T07:00:36Z,TEMPORARY_PANIC_THEN_RECOVERY,yes,high,,,,0.3661341853035145,1.5243876464323751,0.7054313099041534,1.4383744288253646,0.6804669055746325,-0.21214057507987216,yes,no,0.1,yes
5af125cfd901bc4e,BSW,2025-04-03T07:00:36Z,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,83.9996875,83.0,-0.2142857142857143,1.291208791208791,-0.010989010989011,1.2051955736017803,-0.0359534153185319,-0.39560439560439564,yes,no,0.1,yes
725932a8252a9eab,FLM,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,208.83296296296297,208.0,-0.1457286432160803,0.8391959798994975,0.6884422110552761,0.753182762292487,0.6634778067257553,-0.31658291457286436,yes,no,0.35,yes
df810f78fc4e4193,LTO,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,83.9996875,83.0,-0.0716612377850163,0.560260586319218,-0.7068403908794789,0.4742473687122076,-0.7318047952089998,-0.7231270358306189,yes,no,0.5,yes
adf7b79baadd3250,NKN,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,305.0828240740741,305.0,-0.2015810276679842,0.3754940711462449,-0.0197628458498023,0.2894808535392345,-0.0447272501793232,-0.3675889328063241,yes,no,0.35,yes
0cc30ba0df8ec322,PDA,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,20.874641203703703,20.0,-0.1464471403812826,-0.1533795493934142,,-0.2393927670004247,,-0.3847487001733102,no,yes,0.65,yes
9793cd97d25ee40f,PERP,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,208.83296296296297,208.0,-0.1353211009174312,0.3614678899082568,0.0981651376146788,0.2754546723012464,0.0732007332851579,-0.25,yes,no,0.35,yes
d485d7796d3134c1,VIB,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,20.874641203703703,20.0,-0.1530893349075166,-0.9122392758756396,,-0.99825249348265,,-0.9291617473435655,no,yes,0.75,yes
e0c3a1cadfeb9ad2,VOXEL,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,243.9787037037037,243.0,-0.3309352517985611,1.513189448441247,0.1223021582733812,1.4271762308342364,0.0973377539438603,-0.5179856115107914,yes,no,0.45,yes
8025080a0cc8fac6,WING,2025-04-03T07:00:36Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,20.874641203703703,20.0,-0.1791417165668662,-0.8373253493013972,-0.925499001996008,-0.9233385669084077,-0.9504634063255288,-0.8547904191616766,no,yes,1.0,yes
cdee2c69a544c7e6,ALPHA,2025-05-07T08:00:33Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,49.95805555555555,49.0,-0.0201342281879194,-0.1912751677852349,,-0.1836634894804998,,-0.6912751677852349,yes,no,0.35,yes
2c99c44cb7fd8609,HIFI,2025-05-07T08:00:33Z,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,118.79121527777778,118.0,-0.521083172147002,-0.7156673114119922,-0.7063829787234043,-0.7080556331072572,-0.900830692383698,-0.7528046421663444,no,yes,0.65,yes
3f5bbe904576db02,LEVER,2025-05-07T08:00:33Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,49.95805555555555,49.0,-0.0748091603053434,-0.3358778625954198,,-0.3282661842906848,,-0.7526717557251908,yes,no,0.55,yes
18140f8172feb64b,MOVE,2025-05-07T08:00:33Z,SLOW_BLEED_AFTER_TAG,yes,high,,,,0.349156777014366,-0.146158650843223,-0.2004996876951904,-0.1385469725384879,-0.3949474013554841,-0.306683322923173,yes,no,0.25,yes
a556e77327afcd24,PORTAL,2025-05-07T08:00:33Z,TEMPORARY_PANIC_THEN_RECOVERY,yes,high,,,,-0.117310443490701,-0.4020028612303291,-0.3733905579399142,-0.3943911829255941,-0.5678382716002079,-0.6180257510729614,yes,no,0.55,yes
95453d2e61ce0ed3,REI,2025-05-07T08:00:33Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,209.93707175925925,209.0,-0.1643010752688172,-0.2215053763440859,-0.2486021505376344,-0.2138936980393509,-0.4430498641979281,-0.4275268817204301,yes,no,0.7,yes
a0ebf708da0a74fa,BIFI,2025-06-05T05:00:18Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,308.0415162037037,308.0,-0.1308466548253404,-0.1042036708111308,0.1000592066311427,-0.0441241195556663,-0.1658099805383658,-0.24037892243931314,yes,no,0.25,yes
b61c4ff537847d96,FIS,2025-06-05T05:00:18Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,181.06224537037036,181.0,-0.2012480499219968,-0.3845553822152886,-0.1170046801872075,-0.3244758309598242,-0.3828738673567162,-0.4243369734789392,yes,no,0.8,yes
2a7c0c057f11d40d,KMD,2025-06-05T05:00:18Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,21.083229166666666,21.0,-0.0590062111801242,-0.8312629399585921,,-0.7711833887031276,,-0.8530020703933747,yes,no,0.55,yes
9f755b05acbad2ef,MDT,2025-06-05T05:00:18Z,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,308.0415162037037,308.0,-0.213618157543391,-0.4432576769025367,0.1157098353360035,-0.3831781256470722,-0.1501593518335051,-0.4539385847797063,yes,no,0.3,yes
