token_entity_id,token_symbol,anchor_event_id,anchor_event_type,publication_datetime_utc,baseline_vwap_7d,baseline_median_close_7d,baseline_close_1d,post_event_low_7d,post_event_low_14d,post_event_low_30d,post_event_low_60d,post_event_low_90d,drawdown_to_low_7d,drawdown_to_low_14d,drawdown_to_low_30d,drawdown_to_low_60d,drawdown_to_low_90d,days_from_event_to_low_7d,days_from_event_to_low_30d,days_from_event_to_low_90d,low_timestamp_utc,low_price,volume_at_low,quote_volume_at_low,volume_zscore_at_low,wick_ratio_at_low,volatility_before_low,volatility_after_low,capitulation_flag,liquidity_death_flag,low_liquidity_wick_flag,absolute_bottom_confidence_score,manual_review_required,notes
UFT,UFT,93a4361a2732433c,MONITORING_TAG_ADDED,2025-03-04 08:01:22+00:00,0.1507266478332399,0.1522,0.1225,0.0836,0.0836,0.0561,0.0086,0.0086,-0.44535355093617635,-0.44535355093617635,-0.6278030407598025,-0.9429430686369751,-0.9429430686369751,6.665717592592593,29.999050925925925,42.66571759259259,2025-04-16T00:00:00+00:00,0.0086,849001.0,7967.0597,-0.45443328156413093,0.6190476190476196,0.08012574356742148,nan,no,yes,no,0.6,yes,low_quote_volume_at_low
UNFI,UNFI,bcbb33fb0a078dbd,MONITORING_TAG_ADDED,2024-04-03 06:00:16+00:00,7.456940049039061,7.3075,6.665,5.224,2.511,2.511,2.511,2.511,-0.29944454888393646,-0.6632667041055829,-0.6632667041055829,-0.6632667041055829,-0.6632667041055829,2.708148148148148,10.583148148148148,10.583148148148148,2024-04-13T20:00:00+00:00,2.511,1620481.8,4607116.753,4.313334930032329,0.30517711171662093,0.018620455139267654,0.01636854279354368,yes,no,no,0.85,no,
VAI,VAI,9f5912ee50a005d4,MONITORING_TAG_ADDED,2024-01-04T07:00:09+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_1h_path
VELODROME,VELODROME,19b84d1ea3ca7fa5,MONITORING_TAG_ADDED,2026-04-14 02:30:06+00:00,0.015201931159957908,0.01503,0.01511,0.01434,0.01434,0.01434,0.01434,0.01434,-0.05669879378405862,-0.05669879378405862,-0.05669879378405862,-0.05669879378405862,-0.05669879378405862,0.8124305555555555,0.8124305555555555,0.8124305555555555,2026-04-14T22:00:00+00:00,0.01434,2128465.6,30837.277194,0.30806843038667014,0.32432432432432473,0.00761939847745757,0.008640719073648254,no,yes,no,0.6,yes,low_quote_volume_at_low
VGX,VGX,ca86e505313d35f7,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-08-12 07:00:11+00:00,0.05011265386497119,0.0513,0.0387,0.0214,0.0127,0.0127,0.0127,0.0127,-0.5729621492874353,-0.7465709951378705,-0.7465709951378705,-0.7465709951378705,-0.7465709951378705,6.749872685185185,13.666539351851851,13.666539351851851,2024-08-25T23:00:00+00:00,0.0127,53354647.9,809497.88145,1.6512787074619009,0.7936507936507938,0.03153785471649965,0.011895337226664637,no,no,no,0.85,no,
VIB,VIB,d485d7796d3134c1,MONITORING_TAG_ADDED,2025-04-03 07:00:36+00:00,0.03938930246261681,0.03834,0.02541,0.01849,0.01616,0.0018,0.0018,0.0018,-0.5305832080284159,-0.5897363245937912,-0.9543023133829718,-0.9543023133829718,-0.9543023133829718,3.9579166666666667,28.79125,28.79125,2025-05-02T02:00:00+00:00,0.0018,86982660.0,391845.37086,0.5620886550763528,0.07861060329067646,0.10742820220054934,nan,no,no,no,0.85,no,
VIC,VIC,160aee0f5e2dd2e9,MONITORING_TAG_ADDED,2026-04-30 07:00:05+00:00,0.052585294977268396,0.0569,0.0457,0.0416,0.0416,0.0416,0.0416,0.0416,-0.2089043140675949,-0.2089043140675949,-0.2089043140675949,-0.2089043140675949,-0.2089043140675949,0.1666087962962963,0.1666087962962963,0.1666087962962963,2026-04-30T11:00:00+00:00,0.0416,2309638.37,97773.163273,0.0,0.25000000000000216,0.006637860100071503,0.013453542105948077,no,yes,no,0.6,yes,low_quote_volume_at_low
VIDT,VIDT,c93a669847ebc63d,MONITORING_TAG_ADDED,2025-03-04 08:01:22+00:00,0.018127503247392898,0.01801,0.01403,0.00889,0.00889,0.00854,0.00105,0.00105,-0.5095849726972983,-0.5095849726972983,-0.5288926509375622,-0.9420769652792085,-0.9420769652792085,5.415717592592593,14.415717592592593,42.74905092592593,2025-04-16T02:00:00+00:00,0.00105,125333140.0,150105.41783,-0.1130899176160897,0.22727272727272735,0.09120157560626596,nan,no,no,no,0.85,no,
VITE,VITE,b0e2fef6b72f5dbc,MONITORING_TAG_ADDED,2024-10-03 07:00:05+00:00,0.022155820213938235,0.023465,0.01456,0.01086,0.01086,0.01003,0.0098,0.0098,-0.5098353437094615,-0.5098353437094615,-0.5472972833707088,-0.55767830279491,-0.55767830279491,6.208275462962963,22.666608796296295,31.333275462962963,2024-11-03T15:00:00+00:00,0.0098,4997353.2,49707.661791,-0.02768183891837279,0.8437500000000013,0.01422330891087564,0.011035458329175704,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
VOXEL,VOXEL,e0c3a1cadfeb9ad2,MONITORING_TAG_ADDED,2025-04-03 07:00:36+00:00,0.05880319867935058,0.0701,0.0417,0.0273,0.0208,0.0201,0.0201,0.0201,-0.5357395411622954,-0.6462777456474632,-0.6581818599766351,-0.6581818599766351,-0.6581818599766351,6.874583333333334,14.249583333333334,14.249583333333334,2025-04-17T13:00:00+00:00,0.0201,2407865.0,48860.22968,-0.09295838657002845,0.6000000000000028,0.016346003820812693,0.0710870373815422,no,yes,no,0.6,yes,low_quote_volume_at_low
