token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_timestamp_utc,recent_low_price,stop_price,risk_pct,quote_volume_at_bottom,quote_volume_at_signal,volume_zscore_at_signal,candle_range_at_signal,wick_ratio_at_signal,close_position_in_signal_candle,next_3_candles_confirmation,stop_distance_pct,max_adverse_excursion_after_signal,max_adverse_excursion_before_mfe,max_favorable_excursion_24h,max_favorable_excursion_3d,max_favorable_excursion_7d,max_favorable_excursion_14d,risk_reward_24h,risk_reward_3d,risk_reward_7d,time_to_mfe_hours,time_to_20_target_hours,time_to_50_target_hours,time_to_100_target_hours,signal_volume_zscore,signal_quote_volume,confirmation_type,signal_success_20,signal_success_50,signal_success_100,signal_failed_stop,signal_liquidity_flag,bottom_liquidity_flag,low_liquidity_at_bottom,low_liquidity_at_signal,suspicious_signal_wick,false_breakout_flag,signal_quality_score,tradeability_tier,execution_quality_notes,signal_failure_reason,no_signal_reason,manual_review_required,notes
A2Z,A2Z,1fc6e5215a5c6f00,2026-03-21T07:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.000523,2026-03-20T03:00:00+00:00,0.000464,0.00045472,-0.13055449330783941,49467.107774,96272.790833,2.4804972023295084,2.799999999999992e-05,0.6071428571428581,0.6071428571428581,yes,-0.13055449330783941,-0.8623326959847036,-0.0994263862332696,0.16252390057361388,0.5525812619502868,2.369024856596558,2.369024856596558,1.2448740480374934,4.232571763327474,18.14586994727592,73.0,44.0,72.0,73.0,2.4804972023295084,96272.790833,volume_breakout_after_squeeze_proxy,yes,yes,yes,yes,low,ok,no,yes,no,no,0.144,Manual Review,,low_liquidity_at_signal,,yes,causal_signal_after_confirmation;no_future_low_used
ACA,ACA,dccc644ea3175a5f,2026-01-14T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0079,2026-01-12T20:00:00+00:00,0.0071,0.006958000000000001,-0.11924050632911398,36124.851208,31042.07937,2.6694762863154446,0.00010000000000000113,1.0,1.0,no,-0.11924050632911398,-0.21518987341772167,-0.10126582278481011,0.0,0.0,0.06329113924050622,0.06329113924050622,0.0,0.0,0.5307855626326953,92.0,nan,nan,nan,2.6694762863154446,31042.07937,volume_breakout_after_squeeze_proxy,no,no,no,yes,low,ok,no,yes,no,yes,0.0,Manual Review,,false_breakout;low_liquidity_at_signal;next_3_candles_failed_confirmation,,yes,causal_signal_after_confirmation;no_future_low_used
ALPACA,ALPACA,064b0dde744232dc,2025-04-17T06:00:00+00:00,CAPITULATION_RECLAIM,0.0306,2025-04-17T02:00:00+00:00,0.0278,0.027243999999999997,-0.10967320261437918,446281.83238,63436.33312,-0.16115984966575772,0.0010000000000000009,0.8999999999999972,0.8999999999999972,no,-0.10967320261437918,-0.05228758169934633,-0.05228758169934633,0.0032679738562091387,0.9346405228758172,1.800653594771242,40.50326797385621,0.02979737783075076,8.52205005959475,16.41835518474373,314.0,43.0,57.0,73.0,-0.16115984966575772,63436.33312,close_reclaimed_low_plus_pct,yes,yes,yes,no,low,ok,no,yes,no,no,0.09,Manual Review,,,,yes,causal_signal_after_confirmation;no_future_low_used
ALPACA,ALPACA,064b0dde744232dc,2025-03-11T14:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0745,2025-03-09T18:00:00+00:00,0.0551,0.053998000000000004,-0.2751946308724831,446281.83238,596548.28906,1.6988995039697243,0.0039000000000000007,0.538461538461536,0.538461538461536,yes,-0.2751946308724831,-0.2348993288590604,-0.01744966442953011,0.14093959731543637,0.17852348993288603,0.17852348993288603,0.17852348993288603,0.5121451565700914,0.6487171983221157,0.6487171983221157,66.0,nan,nan,nan,1.6988995039697243,596548.28906,volume_breakout_after_squeeze_proxy,no,no,no,no,ok,ok,no,no,no,no,0.742,C,,,,no,causal_signal_after_confirmation;no_future_low_used
ARDR,ARDR,afca87c30daaf7ba,2025-04-15T09:00:00+00:00,HIGHER_LOW_BREAKOUT,0.08404,2025-04-15T01:00:00+00:00,0.05402,0.052939599999999996,-0.370066634935745,22977.48437,1923968.12492,4.110852104355334,0.026329999999999992,0.8496012153437147,0.8496012153437147,yes,-0.370066634935745,-0.09007615421227999,-0.09007615421227999,0.868277010947168,1.2332222751070918,1.2332222751070918,1.2332222751070918,2.3462720736710776,3.3324330233694734,3.3324330233694734,25.0,14.0,15.0,25.0,4.110852104355334,1923968.12492,breakout_after_higher_low,yes,yes,yes,no,ok,low,yes,no,no,no,0.795,B,"low liquidity at bottom, but signal liquidity improved",,,no,causal_signal_after_confirmation;no_future_low_used
AST,AST,c9bba63a0a1d11c1,2025-03-16T10:00:00+00:00,CAPITULATION_RECLAIM,0.0444,2025-03-16T09:00:00+00:00,0.0086,0.008428,-0.8101801801801802,177953.1077,41606.3069,0.6377143886691923,0.0011999999999999997,0.1666666666666657,0.1666666666666657,no,-0.8101801801801802,-0.41891891891891897,-0.36036036036036034,0.04279279279279269,0.0788288288288288,0.0788288288288288,0.2004504504504503,0.052818859112643037,0.09729789836539526,0.09729789836539526,171.0,171.0,nan,nan,0.6377143886691923,41606.3069,close_reclaimed_low_plus_pct,no,no,no,no,low,ok,no,yes,no,no,0.0,Manual Review,,,,yes,causal_signal_after_confirmation;no_future_low_used
AST,AST,c9bba63a0a1d11c1,2025-03-13T08:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0444,2025-03-11T01:00:00+00:00,0.04,0.0392,-0.11711711711711714,177953.1077,93611.4183,3.974091664838514,0.0016000000000000042,0.3750000000000011,0.3750000000000011,yes,-0.11711711711711714,-0.8063063063063063,-0.8063063063063063,0.058558558558558405,0.07657657657657668,0.0788288288288288,0.2004504504504503,0.49999999999999856,0.6538461538461546,0.6730769230769227,245.0,245.0,nan,nan,3.974091664838514,93611.4183,volume_breakout_after_squeeze_proxy,no,no,no,yes,low,ok,no,yes,no,yes,0.0,Manual Review,,false_breakout;low_liquidity_at_signal,,yes,causal_signal_after_confirmation;no_future_low_used
ATA,ATA,c94c0613623769e6,2026-03-21T20:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0106,2026-03-20T16:00:00+00:00,0.0104,0.010192,-0.03849056603773593,86133.5977,3695.91,2.504649595968738,9.99999999999994e-05,1.0,1.0,no,-0.03849056603773593,-0.2547169811320754,-0.009433962264150941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,2.504649595968738,3695.91,volume_breakout_after_squeeze_proxy,no,no,no,yes,low,ok,no,yes,no,yes,0.0,Manual Review,,false_breakout;low_liquidity_at_signal;next_3_candles_failed_confirmation,,yes,causal_signal_after_confirmation;no_future_low_used
BAKE,BAKE,5c8137ecc69b6b61,2025-09-09T19:00:00+00:00,CAPITULATION_RECLAIM,0.041,2025-09-09T11:00:00+00:00,0.033,0.03234,-0.21121951219512192,505105.29279,2047757.6733,4.492414537534067,0.008599999999999997,0.7093023255813958,0.7093023255813958,no,-0.21121951219512192,-0.14634146341463405,-0.14634146341463405,4.329268292682927,4.329268292682927,4.329268292682927,4.329268292682927,20.496535796766747,20.496535796766747,20.496535796766747,15.0,9.0,10.0,10.0,4.492414537534067,2047757.6733,close_reclaimed_low_plus_pct,yes,yes,yes,no,ok,ok,no,no,no,no,0.923,A,,,,no,causal_signal_after_confirmation;no_future_low_used
BAKE,BAKE,5c8137ecc69b6b61,2025-07-16T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0915,2025-07-15T03:00:00+00:00,0.0835,0.08183,-0.10568306010928963,505105.29279,287872.34131,2.5326373225426897,0.0019000000000000128,0.8421052631578912,0.8421052631578912,yes,-0.10568306010928963,-0.051366120218579225,-0.040437158469945333,0.07650273224043724,0.08852459016393444,0.24480874316939905,0.24480874316939905,0.7238883143743544,0.8376421923474664,2.3164426059979326,158.0,158.0,nan,nan,2.5326373225426897,287872.34131,volume_breakout_after_squeeze_proxy,yes,no,no,no,ok,ok,no,no,no,no,0.913,B,,,,no,causal_signal_after_confirmation;no_future_low_used
