date_utc,token,entry,close,spot_ret,pnl_no_liq,touched,pnl_liq_cap
2026-05-24,DODO,0.02014,0.01686,-0.16285998013902692,194.54329774614476,False,194.54329774614476
2026-05-25,DODO,0.02014,0.0181,-0.10129096325719955,112.70718232044197,False,112.70718232044197
2026-05-26,DODO,0.02014,0.01798,-0.10724925521350559,120.1334816462738,False,120.1334816462738
2026-05-27,DODO,0.02014,0.01816,-0.09831181727904681,109.03083700440553,False,109.03083700440553
2026-05-28,DODO,0.02014,0.01737,-0.13753723932472695,159.47035118019582,False,159.47035118019582
2026-05-29,DODO,0.02014,0.01717,-0.14746772591857005,172.97612114152594,False,172.97612114152594
2026-05-30,DODO,0.02014,0.01782,-0.11519364448858005,130.1907968574636,False,130.1907968574636
2026-05-31,DODO,0.02014,0.01771,-0.1206554121151937,137.21061547148517,False,137.21061547148517
2026-06-01,DODO,0.02014,0.01768,-0.12214498510427008,139.14027149321262,False,139.14027149321262
2026-05-22,EPIC,0.261,0.249,-0.04597701149425293,48.19277108433728,False,48.19277108433728
2026-05-23,EPIC,0.261,0.242,-0.07279693486590044,78.51239669421494,False,78.51239669421494
2026-05-24,EPIC,0.261,0.229,-0.12260536398467436,139.73799126637564,False,139.73799126637564
2026-05-25,EPIC,0.261,0.23,-0.11877394636015326,134.78260869565207,False,134.78260869565207
2026-05-26,EPIC,0.261,0.212,-0.1877394636015326,231.13207547169813,False,231.13207547169813
2026-05-27,EPIC,0.261,0.204,-0.21839080459770122,279.4117647058825,False,279.4117647058825
2026-05-28,EPIC,0.261,0.194,-0.25670498084291193,345.36082474226816,False,345.36082474226816
2026-05-29,EPIC,0.261,0.217,-0.1685823754789273,202.76497695852535,False,202.76497695852535
2026-05-30,EPIC,0.261,0.237,-0.09195402298850586,101.26582278481023,False,101.26582278481023
2026-05-31,EPIC,0.261,0.257,-0.01532567049808431,15.564202334630295,False,15.564202334630295
2026-06-01,EPIC,0.261,0.288,0.10344827586206895,-93.74999999999989,True,-100.0
2026-05-22,HEI,0.0648,0.0671,0.035493827160494096,-34.27719821162456,False,-34.27719821162456
2026-05-23,HEI,0.0648,0.0656,0.012345679012345734,-12.195121951219633,True,-100.0
2026-05-24,HEI,0.0648,0.0597,-0.07870370370370361,85.42713567839178,True,-100.0
2026-05-25,HEI,0.0648,0.0618,-0.04629629629629628,48.543689320388324,True,-100.0
2026-05-26,HEI,0.0648,0.0581,-0.10339506172839508,115.31841652323571,True,-100.0
2026-05-27,HEI,0.0648,0.0589,-0.09104938271604934,100.16977928692694,True,-100.0
2026-05-28,HEI,0.0648,0.0569,-0.12191358024691357,138.84007029876977,True,-100.0
2026-05-29,HEI,0.0648,0.1027,0.5848765432098766,-369.0360272638754,True,-100.0
2026-05-30,HEI,0.0648,0.1133,0.7484567901234569,-428.06707855251545,True,-100.0
2026-05-31,HEI,0.0648,0.0942,0.45370370370370394,-312.1019108280255,True,-100.0
2026-06-01,HEI,0.0648,0.0925,0.42746913580246915,-299.4594594594595,True,-100.0
2026-05-22,HFT,0.0123,0.0121,-0.016260162601626105,16.528925619834656,False,16.528925619834656
2026-05-23,HFT,0.0123,0.0122,-0.008130081300812941,8.196721311475308,False,8.196721311475308
2026-05-24,HFT,0.0123,0.0115,-0.06504065040650409,69.56521739130439,False,69.56521739130439
2026-05-25,HFT,0.0123,0.0117,-0.04878048780487798,51.28205128205132,False,51.28205128205132
2026-05-26,HFT,0.0123,0.0109,-0.11382113821138218,128.4403669724772,False,128.4403669724772
2026-05-27,HFT,0.0123,0.0108,-0.12195121951219512,138.88888888888883,False,138.88888888888883
2026-05-28,HFT,0.0123,0.0105,-0.14634146341463405,171.42857142857127,False,171.42857142857127
2026-05-29,HFT,0.0123,0.0108,-0.12195121951219512,138.88888888888883,False,138.88888888888883
2026-05-30,HFT,0.0123,0.0111,-0.09756097560975607,108.10810810810811,False,108.10810810810811
2026-05-31,HFT,0.0123,0.0116,-0.056910569105691144,60.344827586207074,False,60.344827586207074
2026-06-01,HFT,0.0123,0.0116,-0.056910569105691144,60.344827586207074,False,60.344827586207074
2026-05-22,STORJ,0.1096,0.1039,-0.05200729927007297,54.860442733397406,False,54.860442733397406
2026-05-23,STORJ,0.1096,0.1054,-0.038321167883211715,39.848197343453684,False,39.848197343453684
2026-05-24,STORJ,0.1096,0.1046,-0.04562043795620441,47.80114722753348,False,47.80114722753348
2026-05-25,STORJ,0.1096,0.1025,-0.06478102189781032,69.2682926829269,False,69.2682926829269
2026-05-26,STORJ,0.1096,0.1033,-0.05748175182481752,60.98741529525653,False,60.98741529525653
2026-05-27,STORJ,0.1096,0.1072,-0.021897810218978075,22.38805970149249,False,22.38805970149249
2026-05-28,STORJ,0.1096,0.099,-0.09671532846715325,107.0707070707071,False,107.0707070707071
2026-05-29,STORJ,0.1096,0.094,-0.14233576642335766,165.95744680851078,False,165.95744680851078
2026-05-30,STORJ,0.1096,0.0919,-0.16149635036496357,192.6006528835691,False,192.6006528835691
2026-05-31,STORJ,0.1096,0.0947,-0.13594890510948898,157.33896515311497,False,157.33896515311497
2026-06-01,STORJ,0.1096,0.097,-0.11496350364963503,129.89690721649484,False,129.89690721649484
2026-05-22,SYN,0.0454,0.0457,0.0066079295154184425,-6.564551422319376,False,-6.564551422319376
2026-05-23,SYN,0.0454,0.0467,0.028634361233480066,-27.837259100642274,False,-27.837259100642274
2026-05-24,SYN,0.0454,0.044,-0.030837004405286472,31.81818181818197,False,31.81818181818197
2026-05-25,SYN,0.0454,0.0441,-0.028634361233480177,29.47845804988658,False,29.47845804988658
2026-05-26,SYN,0.0454,0.0429,-0.05506607929515428,58.27505827505841,False,58.27505827505841
2026-05-27,SYN,0.0454,0.0415,-0.08590308370044053,93.97590361445785,False,93.97590361445785
2026-05-28,SYN,0.0454,0.0402,-0.11453744493392082,129.35323383084585,False,129.35323383084585
2026-05-29,SYN,0.0454,0.0429,-0.05506607929515428,58.27505827505841,False,58.27505827505841
2026-05-30,SYN,0.0454,0.0441,-0.028634361233480177,29.47845804988658,False,29.47845804988658
2026-05-31,SYN,0.0454,0.0451,-0.0066079295154185536,6.651884700665134,False,6.651884700665134
2026-06-01,SYN,0.0454,0.0466,0.026431718061673992,-25.751072961373357,False,-25.751072961373357
2026-05-22,TLM,0.001688,0.001531,-0.09300947867298581,102.5473546701503,False,102.5473546701503
2026-05-23,TLM,0.001688,0.00151,-0.10545023696682465,117.88079470198664,False,117.88079470198664
2026-05-24,TLM,0.001688,0.001437,-0.148696682464455,174.66945024356306,False,174.66945024356306
2026-05-25,TLM,0.001688,0.001427,-0.15462085308056872,182.90119131044148,False,182.90119131044148
2026-05-26,TLM,0.001688,0.001365,-0.19135071090047406,236.63003663003667,False,236.63003663003667
2026-05-27,TLM,0.001688,0.001388,-0.17772511848341244,216.13832853025937,False,216.13832853025937
2026-05-28,TLM,0.001688,0.001369,-0.18898104265402849,233.01680058436824,False,233.01680058436824
2026-05-29,TLM,0.001688,0.001439,-0.14751184834123232,173.03683113273104,False,173.03683113273104
2026-05-30,TLM,0.001688,0.001476,-0.1255924170616114,143.63143631436316,False,143.63143631436316
2026-05-31,TLM,0.001688,0.001519,-0.10011848341232232,111.25740618828183,False,111.25740618828183
2026-06-01,TLM,0.001688,0.001479,-0.12381516587677721,141.31169709263003,False,141.31169709263003
