grouping,comparison_group,n_trades,win_rate,median_return,average_return,p25_return,p75_return,worst_trade,best_trade,avg_ex_top5,avg_ex_bottom5,profit_factor,median_mae,median_mfe,median_quote_volume_24h,median_return_1h,low_liquidity_rate,abnormal_gap_rate,extreme_wick_gap_rate,clustered_rate,funding_available_rate,oi_available_rate,feasibility_tier,primary_scenario,event_half,liquidity_bucket,funding_available,oi_available,low_liquidity_flag,abnormal_candle_gap,extreme_first_hour_wick_gap,event_clustered_with_another_risk_event
comparison_group+scenario,C_no_binance_perp_evidence,26,0.6538461538461539,0.1096772691895193,0.12113234537672139,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.08233594322089,0.17527762029370103,2.9807804904369544,0.19531417556550545,0.4371414762032111,2580784.95742,-0.03597939578894825,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.0,0.0,0.0,,TAG_TO_DELISTING_TO_COLLAPSE,,,,,,,,
comparison_group+scenario,C_no_binance_perp_evidence,2,0.5,-0.05674796747967466,-0.05674796747967466,-0.11670731707317064,0.003211382113821319,-0.1766666666666666,0.0631707317073173,,,0.35757017947538106,1.675248385494287,0.13025933179039825,845408.695229,-0.03919468329630505,1.0,0.0,0.0,0.0,0.0,0.0,,TEMPORARY_PANIC_THEN_RECOVERY,,,,,,,,
comparison_group+event_half,C_no_binance_perp_evidence,3,0.6666666666666666,0.0030123617436562,-0.030303702725353373,-0.08682715246150521,0.04287777924530325,-0.1766666666666666,0.0827431967469503,,,0.4854088216449426,0.1343924431086303,0.251253581661891,2039044.7708,-0.0121065375302663,0.0,0.0,0.0,0.0,0.0,0.0,,,2023H2,,,,,,,
comparison_group+event_half,C_no_binance_perp_evidence,6,1.0,0.20628729810175,0.24595021278402238,0.16858069517864,0.3709725499687381,0.0626757904672015,0.4185714285714286,,,,0.06272887814852685,0.3266926688882158,5009705.835555,-0.03271124081684475,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,,2024H1,,,,,,,
comparison_group+event_half,C_no_binance_perp_evidence,10,0.9,0.4185714285714286,0.3072400689421234,0.2655210441116955,0.4185714285714286,-0.1766666666666667,0.4185714285714288,,,18.390947298610758,0.19964800591698725,0.5143723734395595,3377562.1819945,-0.0392522250476795,0.0,0.0,0.1,0.0,0.0,0.0,,,2024H2,,,,,,,
comparison_group+event_half,C_no_binance_perp_evidence,9,0.3333333333333333,-0.1766666666666666,-0.015732211904240755,-0.1766666666666666,0.0812672357189756,-0.1766666666666667,0.4185714285714288,,,0.8664246159073898,0.3027624309392265,4.709302325581395,1793832.5261,-0.0376984126984126,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,,,2025H1,,,,,,,
comparison_group+event_half,C_no_binance_perp_evidence,2,0.5,-0.020027662517289158,-0.020027662517289158,-0.09834716459197788,0.05829183955739957,-0.1766666666666666,0.1366113416320883,,,0.7732717450872925,0.44482480067522273,0.23229674796747976,2065278.109175,-0.0336791323285652,0.0,0.0,0.0,0.0,0.0,0.0,,,2025H2,,,,,,,
comparison_group+event_half,C_no_binance_perp_evidence,7,0.5714285714285714,0.0399445061043284,0.029764761864248708,-0.1766666666666666,0.13991869918699185,-0.1766666666666667,0.4185714285714288,,,1.3931194963202662,0.0824524312896406,0.3629629629629629,701664.231518,-0.0541082164328657,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,,,2026YTD,,,,,,,
comparison_group+liquidity_bucket,C_no_binance_perp_evidence,13,0.5384615384615384,0.0626757904672015,0.025964201795008215,-0.1766666666666666,0.1366113416320883,-0.1766666666666667,0.4185714285714288,,,1.31842888993878,0.2195121951219512,0.3629629629629629,1099442.61576,-0.0242811501597444,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,,,,low_volume,,,,,,
comparison_group+liquidity_bucket,C_no_binance_perp_evidence,14,0.7857142857142857,0.13393556984334598,0.1383399892787114,0.01224539783382425,0.3675546337515176,-0.1766666666666667,0.4185714285714288,,,4.654263867739546,0.1205038644573337,0.3203947368421053,2574569.6946125003,-0.0338438757942973,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,,,,mid_volume,,,,,,
comparison_group+liquidity_bucket,C_no_binance_perp_evidence,10,0.7,0.4185714285714286,0.22096044855892377,-0.07545602145983334,0.4185714285714286,-0.1766666666666667,0.4185714285714288,,,5.169065067149505,0.15150493464895404,0.6784420107840181,6350875.178230001,-0.06856851837891756,0.0,0.2,0.1,0.0,0.0,0.0,,,,high_volume,,,,,,
comparison_group+funding,C_no_binance_perp_evidence,37,0.6756756756756757,0.1045631067961165,0.12118645834665688,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.09494660803270642,0.15728986743918094,3.1150466786916535,0.180940892641737,0.3816666666666668,2254107.403554,-0.0342603788794839,0.16216216216216217,0.08108108108108109,0.08108108108108109,0.0,0.0,0.0,,,,,no,,,,,
comparison_group+oi,C_no_binance_perp_evidence,37,0.6756756756756757,0.1045631067961165,0.12118645834665688,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.09494660803270642,0.15728986743918094,3.1150466786916535,0.180940892641737,0.3816666666666668,2254107.403554,-0.0342603788794839,0.16216216216216217,0.08108108108108109,0.08108108108108109,0.0,0.0,0.0,,,,,,no,,,,
comparison_group+low_liquidity,C_no_binance_perp_evidence,31,0.7096774193548387,0.1633080328905755,0.15068986354790706,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.12198826729538685,0.1991871272833995,3.937978471688755,0.180940892641737,0.4445720850086156,2769897.17065,-0.0416326530612244,0.0,0.0967741935483871,0.0967741935483871,0.0,0.0,0.0,,,,,,,no,,,
comparison_group+low_liquidity,C_no_binance_perp_evidence,6,0.5,-0.05699543809973256,-0.031247801859802443,-0.1766666666666666,0.06304699639728835,-0.1766666666666666,0.2166666666666664,,,0.6462512997003497,0.167389181590892,0.2644476387876517,570253.184899,-0.0149814841707813,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,yes,,,
comparison_group+abnormal_gap,C_no_binance_perp_evidence,34,0.7058823529411765,0.1205872242141024,0.12996061363494732,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.10203053477012652,0.15963422140607128,3.501128790710308,0.1538388208322935,0.3723148148148149,2071477.8463074998,-0.0291880501844847,0.17647058823529413,0.0,0.08823529411764706,0.0,0.0,0.0,,,,,,,,no,,
comparison_group+abnormal_gap,C_no_binance_perp_evidence,3,0.3333333333333333,-0.1766666666666666,0.021746031746031763,-0.17666666666666664,0.12095238095238098,-0.1766666666666667,0.4185714285714286,,,1.184636118598383,0.8364184244511406,5.219931271477664,5034229.48752,-0.1042896497441951,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,yes,,
comparison_group+wick_gap,C_no_binance_perp_evidence,34,0.6764705882352942,0.0936531517715334,0.11245361083382688,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.09332124722522675,0.140432992527423,2.9674559699914833,0.1845576280213433,0.34892334194659774,2146576.087177,-0.0291880501844847,0.17647058823529413,0.08823529411764706,0.0,0.0,0.0,0.0,,,,,,,,,no,
comparison_group+wick_gap,C_no_binance_perp_evidence,3,0.6666666666666666,0.4185714285714286,0.22015873015873022,0.12095238095238092,0.4185714285714287,-0.1766666666666667,0.4185714285714288,,,4.738544474393532,0.1148355058969585,0.7706766917293233,3053439.205454,-0.1747572815533979,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,yes,
comparison_group+clustered,C_no_binance_perp_evidence,37,0.6756756756756757,0.1045631067961165,0.12118645834665688,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.09494660803270642,0.15728986743918094,3.1150466786916535,0.180940892641737,0.3816666666666668,2254107.403554,-0.0342603788794839,0.16216216216216217,0.08108108108108109,0.08108108108108109,0.0,0.0,0.0,,,,,,,,,,no
