grouping,comparison_group,n_trades,win_rate,median_return,average_return,p25_return,p75_return,worst_trade,best_trade,avg_ex_top5,avg_ex_bottom5,profit_factor,median_mae,median_mfe,median_quote_volume_24h,median_return_1h,low_liquidity_rate,abnormal_gap_rate,extreme_wick_gap_rate,clustered_rate,funding_available_rate,oi_available_rate,feasibility_tier,primary_scenario,event_half,liquidity_bucket,funding_available,oi_available,low_liquidity_flag,abnormal_candle_gap,extreme_first_hour_wick_gap,event_clustered_with_another_risk_event
comparison_group+event_half,B_medium_feasibility_confirmed_shortable,1,0.0,-0.1766666666666665,-0.1766666666666665,-0.1766666666666665,-0.1766666666666665,-0.1766666666666665,-0.1766666666666665,,,0.0,0.3271889400921657,0.3562499999999999,2304538.7795,-0.0225225225225225,0.0,0.0,0.0,0.0,1.0,0.0,,,2025H2,,,,,,,
comparison_group+event_half,B_medium_feasibility_confirmed_shortable,11,0.8181818181818182,0.2122222222222222,0.1672058106282705,0.10985294117647071,0.2786396011396012,-0.1766666666666667,0.4185714285714286,,,6.205463915785781,0.0240384615384616,0.2641509433962266,2402247.018,-0.0175849941383351,0.0,0.0,0.0,0.18181818181818182,1.0,0.5454545454545454,,,2026YTD,,,,,,,
comparison_group+liquidity_bucket,B_medium_feasibility_confirmed_shortable,1,1.0,0.4185714285714286,0.4185714285714286,0.4185714285714286,0.4185714285714286,0.4185714285714286,0.4185714285714286,,,,0.0240384615384616,1.0799999999999996,1626173.23713,-0.0175849941383351,0.0,0.0,0.0,0.0,1.0,0.0,,,,low_volume,,,,,,
comparison_group+liquidity_bucket,B_medium_feasibility_confirmed_shortable,14,0.7142857142857143,0.21905982905982901,0.1577195314800357,-0.10632352941176457,0.39556318681318686,-0.1766666666666667,0.4185714285714288,,,4.12463222743467,0.09874035538929145,0.36966728855721387,2583332.7585,-0.0169864960909737,0.0,0.0,0.0,0.07142857142857142,1.0,0.42857142857142855,,,,mid_volume,,,,,,
comparison_group+liquidity_bucket,B_medium_feasibility_confirmed_shortable,15,0.4,-0.1766666666666665,0.01990221473902352,-0.1766666666666666,0.2667857142857144,-0.1766666666666667,0.4185714285714288,,,1.1877567428209768,0.3333333333333332,0.3227027027027027,7462209.776,-0.0243902439024389,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,,,,high_volume,,,,,,
comparison_group+funding,B_medium_feasibility_confirmed_shortable,30,0.5666666666666667,0.10985294117647071,0.09750593634590937,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.06183199276529611,0.12796955890286227,2.273662448640326,0.12834790963563594,0.36966728855721387,4623154.553647,-0.0192012288786482,0.0,0.0,0.0,0.06666666666666667,1.0,0.2,,,,,yes,,,,,
comparison_group+oi,B_medium_feasibility_confirmed_shortable,24,0.5,-0.03870957993351455,0.08192067692897656,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.03382771240862625,0.11886172601406847,1.9274038897619992,0.20745558598413033,0.49709860566084996,5790276.570715001,-0.02159625769746935,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,,,,,,no,,,,
comparison_group+oi,B_medium_feasibility_confirmed_shortable,6,0.8333333333333334,0.21905982905982901,0.15984697401364067,0.1583177933177932,0.22952991452991456,-0.1766666666666666,0.3265384615384616,,,6.42876515518025,0.0139561930606706,0.23362033620336195,2647998.191465,-0.0074221394719025,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,yes,,,,
comparison_group+low_liquidity,B_medium_feasibility_confirmed_shortable,30,0.5666666666666667,0.10985294117647071,0.09750593634590937,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.06183199276529611,0.12796955890286227,2.273662448640326,0.12834790963563594,0.36966728855721387,4623154.553647,-0.0192012288786482,0.0,0.0,0.0,0.06666666666666667,1.0,0.2,,,,,,,no,,,
comparison_group+abnormal_gap,B_medium_feasibility_confirmed_shortable,30,0.5666666666666667,0.10985294117647071,0.09750593634590937,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.06183199276529611,0.12796955890286227,2.273662448640326,0.12834790963563594,0.36966728855721387,4623154.553647,-0.0192012288786482,0.0,0.0,0.0,0.06666666666666667,1.0,0.2,,,,,,,,no,,
comparison_group+wick_gap,B_medium_feasibility_confirmed_shortable,30,0.5666666666666667,0.10985294117647071,0.09750593634590937,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.06183199276529611,0.12796955890286227,2.273662448640326,0.12834790963563594,0.36966728855721387,4623154.553647,-0.0192012288786482,0.0,0.0,0.0,0.06666666666666667,1.0,0.2,,,,,,,,,no,
comparison_group+clustered,B_medium_feasibility_confirmed_shortable,28,0.5714285714285714,0.10985294117647071,0.09583119030258999,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.05710236171032932,0.11679256391560974,2.265694966260623,0.12834790963563594,0.3394763513513513,4623154.553647,-0.01846991642400625,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,,,,,,,,,,no
comparison_group+clustered,B_medium_feasibility_confirmed_shortable,2,0.5,0.12095238095238095,0.12095238095238095,-0.027857142857142858,0.26976190476190476,-0.1766666666666667,0.4185714285714286,,,2.3692722371967654,0.2099358974358973,3.7642563198118753,4751910.87443,-0.05220673635307781,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,yes
comparison_group,C_no_binance_perp_evidence,37,0.6756756756756757,0.1045631067961165,0.12118645834665688,-0.1766666666666666,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.09494660803270642,0.15728986743918094,3.1150466786916535,0.180940892641737,0.3816666666666668,2254107.403554,-0.0342603788794839,0.16216216216216217,0.08108108108108109,0.08108108108108109,0.0,0.0,0.0,,,,,,,,,,
comparison_group+feasibility_tier,C_no_binance_perp_evidence,12,0.5,-0.05699543809973256,0.04485228954628928,-0.1766666666666666,0.26714285714285696,-0.1766666666666667,0.4185714285714288,,,1.507761768448558,0.26113731303058885,0.4518518518518517,1546532.0403774998,-0.07071678286713146,0.5,0.25,0.25,0.0,0.0,0.0,low,,,,,,,,,
comparison_group+feasibility_tier,C_no_binance_perp_evidence,25,0.76,0.1633080328905755,0.15782685937083332,0.0030123617436562,0.4185714285714286,-0.1766666666666667,0.4185714285714288,0.13515341857078153,0.1869132529393116,4.722331588934749,0.1732851985559567,0.3816666666666668,2391672.74419,-0.0266429840142096,0.0,0.0,0.0,0.0,0.0,0.0,medium,,,,,,,,,
comparison_group+scenario,C_no_binance_perp_evidence,5,0.8,0.4185714285714286,0.2526892602180905,0.1843986820428335,0.4185714285714286,-0.1766666666666666,0.4185714285714286,,,8.151582836361056,0.1148355058969585,0.6858137510879023,3864585.53235,-0.0459921156373193,0.0,0.0,0.2,0.0,0.0,0.0,,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,,,,,,,,
comparison_group+scenario,C_no_binance_perp_evidence,1,1.0,0.0399445061043284,0.0399445061043284,0.0399445061043284,0.0399445061043284,0.0399445061043284,0.0399445061043284,,,,0.0824524312896406,0.1543624161073826,2254107.403554,-0.0695134061569018,0.0,0.0,0.0,0.0,0.0,0.0,,IMMEDIATE_DUMP_AFTER_TAG,,,,,,,,
comparison_group+scenario,C_no_binance_perp_evidence,1,0.0,-0.1766666666666666,-0.1766666666666666,-0.1766666666666666,-0.1766666666666666,-0.1766666666666666,-0.1766666666666666,,,0.0,0.6634615384615385,0.5407407407407405,383719.18363,-0.004739336492891,1.0,0.0,0.0,0.0,0.0,0.0,,NO_CLEAR_REACTION,,,,,,,,
comparison_group+scenario,C_no_binance_perp_evidence,1,1.0,0.2166666666666664,0.2166666666666664,0.2166666666666664,0.2166666666666664,0.2166666666666664,0.2166666666666664,,,,0.0054347826086955,0.3629629629629629,403587.77064,-0.0056818181818182,1.0,0.0,0.0,0.0,0.0,0.0,,SLOW_BLEED_AFTER_TAG,,,,,,,,
comparison_group+scenario,C_no_binance_perp_evidence,1,1.0,0.1045631067961165,0.1045631067961165,0.1045631067961165,0.1045631067961165,0.1045631067961165,0.1045631067961165,,,,0.0278745644599303,0.1377601585728445,2757466.645035,-0.0017436791630339,0.0,0.0,0.0,0.0,0.0,0.0,,TAG_REMOVED_AND_RECOVERED,,,,,,,,
