section,group,cost_bps,n_trades,win_rate,median_return,average_return,p25_return,p75_return,worst_trade,best_trade,median_mae,median_mfe,profit_factor,expectancy,average_ex_top5,median_ex_top5,average_ex_bottom5,median_ex_bottom5
scenario,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,200,4,0.75,0.4085714285714287,0.25976190476190486,0.25976190476190475,0.4085714285714288,-0.1866666666666667,0.4085714285714288,0.21104029578949465,1.2132745962607574,6.566326530612246,0.25976190476190486,,,,
scenario,IMMEDIATE_DUMP_AFTER_TAG,200,3,1.0,0.2158974358974359,0.17711468633037267,0.15530165912518856,0.21831908831908842,0.0947058823529412,0.2207407407407409,0.0149253731343284,0.2641509433962266,,0.17711468633037267,,,,
scenario,NO_CLEAR_REACTION,200,4,0.75,0.16628593628593624,0.1156109168609169,0.051095571095571,0.23080128205128214,-0.1866666666666666,0.31653846153846166,0.06196463111356715,0.22193585337915228,3.4773767898767916,0.1156109168609169,,,,
scenario,SLOW_BLEED_AFTER_TAG,200,2,0.5,-0.0408333333333332,-0.0408333333333332,-0.11374999999999989,0.03208333333333349,-0.1866666666666666,0.10500000000000019,0.30272187524095917,0.22515527950310565,0.5625000000000012,-0.0408333333333332,,,,
scenario,TAG_REMOVED_AND_RECOVERED,200,3,0.6666666666666666,0.0892475067996374,0.10371742290146646,-0.04870957993351459,0.248909467685533,-0.1866666666666666,0.4085714285714286,0.1324960753532182,0.3227027027027027,2.666887153773569,0.10371742290146646,,,,
scenario,TAG_REMOVED_BUT_NOT_RECOVERED,200,1,0.0,-0.1866666666666667,-0.1866666666666667,-0.1866666666666667,-0.1866666666666667,-0.1866666666666667,-0.1866666666666667,0.3333333333333332,0.5285126396237507,0.0,-0.1866666666666667,,,,
scenario,TAG_TO_DELISTING_TO_COLLAPSE,200,12,0.4166666666666667,-0.18666666666666648,0.06134920634920643,-0.1866666666666666,0.4085714285714286,-0.1866666666666667,0.4085714285714288,0.20745558598413033,0.41783444309927353,1.5634110787172022,0.06134920634920643,,,,
scenario,TEMPORARY_PANIC_THEN_RECOVERY,200,1,0.0,-0.18666666666666648,-0.18666666666666648,-0.18666666666666648,-0.18666666666666648,-0.18666666666666648,-0.18666666666666648,0.5398373983739839,0.5147783251231528,0.0,-0.18666666666666648,,,,
cost_sensitivity,all,500,30,0.5666666666666667,0.0698529411764707,0.0575059363459094,-0.21666666666666662,0.3785714285714286,-0.21666666666666673,0.37857142857142884,0.12834790963563594,0.36966728855721387,1.61248926285584,0.0575059363459094,0.02183199276529612,0.0592475067996374,0.08796955890286229,0.1003496503496502
time_split,2024H1,500,4,0.75,0.21890946768553313,0.1499309243189571,-0.009731036566938606,0.37857142857142884,-0.21666666666666662,0.37857142857142884,0.0377374640759282,0.49427457969780797,3.7679555258884396,0.1499309243189571,,,,
time_split,2024H2,500,3,0.3333333333333333,-0.2166666666666665,-0.018253968253968172,-0.21666666666666656,0.08095238095238105,-0.21666666666666662,0.3785714285714286,0.2021452145214521,0.3046286329386438,0.8736263736263742,-0.018253968253968172,,,,
time_split,2025H1,500,11,0.36363636363636365,-0.21666666666666662,-0.00021645021645016018,-0.21666666666666662,0.3785714285714286,-0.21666666666666673,0.37857142857142884,0.3642819101721994,0.5147783251231528,0.9984301412872846,-0.00021645021645016018,,,,
time_split,2025H2,500,1,0.0,-0.2166666666666665,-0.2166666666666665,-0.2166666666666665,-0.2166666666666665,-0.2166666666666665,-0.2166666666666665,0.3271889400921657,0.3562499999999999,0.0,-0.2166666666666665,,,,
time_split,2026YTD,500,11,0.8181818181818182,0.17222222222222228,0.12720581062827055,0.0698529411764707,0.23863960113960128,-0.21666666666666673,0.3785714285714286,0.0240384615384616,0.2641509433962266,4.229070577486868,0.12720581062827055,,,,
scenario,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,500,4,0.75,0.3785714285714287,0.2297619047619049,0.22976190476190478,0.37857142857142884,-0.21666666666666673,0.37857142857142884,0.21104029578949465,1.2132745962607574,5.241758241758244,0.2297619047619049,,,,
scenario,IMMEDIATE_DUMP_AFTER_TAG,500,3,1.0,0.1858974358974359,0.14711468633037264,0.12530165912518854,0.1883190883190884,0.0647058823529412,0.19074074074074088,0.0149253731343284,0.2641509433962266,,0.14711468633037264,,,,
