token_entity_id,token_symbol,final_outcome,primary_scenario,secondary_flags,anchor_event_id,anchor_event_type,spot_pair,futures_pair,fallback_provider,price_window_rows,missing_price_rows,benchmark_gap_rows,unresolved_pair_rows,true_data_gap_rows,true_data_gap_rate,benchmark_gap_rate,is_research_eligible,exclusion_reason,data_quality_score,confidence_level
OGN,OGN,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,8df74fde2eb2603f,SPOT_PAIR_REMOVED,OGNUSDT,OGNUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
OL,OL,futures_only_delisting,FUTURES_ONLY_DELISTING,,a0050d837234a387,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,OLUSDT,,18.0,2.0,2.0,0.0,2.0,0.1111111111111111,0.1111111111111111,yes,,0.933,high
OM,OM,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,51d186e5fbcc9119,SPOT_PAIR_REMOVED,OMUSDT,OMUSDT,,18.0,1.0,0.0,0.0,1.0,0.05555555555555555,0.0,no,pair_removal_control_only,0.681,medium
OMG,OMG,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED,2b516f723278de6a,SPOT_TOKEN_DELISTING_ANNOUNCED,OMGUSDT,OMGUSDT,ccxt_mexc,36.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
OMNI,OMNI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,26fa2e938f85603f,SPOT_PAIR_REMOVED,OMNIUSDT,OMNIUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
ONDO,ONDO,unknown,UNKNOWN_MANUAL_REVIEW,,d77a3e3ee1f5840a,SEED_TAG_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
ONE,ONE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,09f57699460b01ad,SPOT_PAIR_REMOVED,ONEUSDT,ONEUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
ONT,ONT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,5426ff4b709de4d0,SPOT_PAIR_REMOVED,ONTUSDT,ONTUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
OOKI,OOKI,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,6e6a33f0d9f83771,SPOT_TOKEN_DELISTING_ANNOUNCED,OOKIUSDT,,,18.0,3.0,0.0,0.0,0.0,0.0,0.0,no,fallback_provider_unavailable,0.8,medium
OP,OP,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,dbcf6bd33f525e4f,SPOT_PAIR_REMOVED,OPUSDT,OPUSDT,,126.0,3.0,3.0,0.0,3.0,0.023809523809523808,0.023809523809523808,no,pair_removal_control_only,0.686,medium
OPG,OPG,seed_tag_only,SEED_TAG_ONLY,,4e3d60671d4e0d29,SEED_TAG_ADDED,OPGUSDT,OPGUSDT,,18.0,18.0,5.0,0.0,18.0,1.0,0.2777777777777778,no,true_data_gap_heavy;benchmark_gap_heavy,0.681,medium
ORBS,ORBS,futures_only_delisting,FUTURES_ONLY_DELISTING,,4b8c3834f55076ce,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,ORBSUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
ORCA,ORCA,seed_tag_only,SEED_TAG_ONLY,,ed4d839107301745,SEED_TAG_ADDED,ORCAUSDT,ORCAUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
ORDI,ORDI,seed_tag_only,SEED_TAG_ONLY,,d68ee5872a62fb71,SEED_TAG_ADDED,ORDIUSDT,ORDIUSDT,,72.0,18.0,0.0,0.0,18.0,0.25,0.0,no,true_data_gap_heavy,0.912,high
OSMO,OSMO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,520a1beeb119ed7b,SPOT_PAIR_REMOVED,OSMOUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
OXT,OXT,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,f3b4f1d87991a6c5,MONITORING_TAG_ADDED,OXTUSDT,OXTUSDT,ccxt_mexc,54.0,3.0,3.0,0.0,1.0,0.018518518518518517,0.05555555555555555,no,fallback_provider_unavailable,0.78,medium
PAXG,PAXG,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,397a243a5262784c,SPOT_PAIR_REMOVED,PAXGUSDT,PAXGUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PDA,PDA,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,0cc30ba0df8ec322,MONITORING_TAG_ADDED,PDAUSDT,,,54.0,6.0,0.0,0.0,2.0,0.037037037037037035,0.0,no,fallback_provider_unavailable,0.787,medium
PENDLE,PENDLE,unknown,UNKNOWN_MANUAL_REVIEW,,962bedc2f2ac7084,SPOT_PAIR_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
PENGU,PENGU,unknown,UNKNOWN_MANUAL_REVIEW,,15ffdf7661ba0d03,SPOT_PAIR_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
PEOPLE,PEOPLE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4ba3823fcba1c41d,SPOT_PAIR_REMOVED,PEOPLEUSDT,PEOPLEUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PEPE,PEPE,unknown,UNKNOWN_MANUAL_REVIEW,,f530cdb21121a1c9,SPOT_PAIR_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
PERL,PERL,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,8660726da9a31951,SPOT_TOKEN_DELISTING_ANNOUNCED,PERLUSDT,,,18.0,4.0,0.0,0.0,0.0,0.0,0.0,no,fallback_provider_unavailable,0.8,medium
PERP,PERP,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,9793cd97d25ee40f,MONITORING_TAG_ADDED,PERPUSDT,PERPUSDT,ccxt_gateio,90.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
PHA,PHA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,8673e34d83e5499c,SPOT_PAIR_REMOVED,PHAUSDT,PHAUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PHB,PHB,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,166f11821f80f970,MONITORING_TAG_ADDED,PHBUSDT,PHBUSDT,ccxt_gateio,72.0,4.0,4.0,0.0,1.0,0.013888888888888888,0.05555555555555555,no,fallback_provider_unavailable,0.781,medium
PIVX,PIVX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,1a899d3004bc72d6,SPOT_PAIR_REMOVED,PIVXUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PIXEL,PIXEL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,5cfc9e8a178c3ea5,SPOT_PAIR_REMOVED,PIXELUSDT,PIXELUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PLUME,PLUME,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,95464b9802d62281,SPOT_PAIR_REMOVED,PLUMEUSDT,PLUMEUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PNT,PNT,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,31a48282d85a2000,SPOT_TOKEN_DELISTING_ANNOUNCED,PNTUSDT,,,18.0,3.0,0.0,0.0,0.0,0.0,0.0,no,fallback_provider_unavailable,0.8,medium
PNUT,PNUT,seed_tag_only,SEED_TAG_ONLY,,0c57f5528ade8801,SEED_TAG_ADDED,PNUTUSDT,PNUTUSDT,,90.0,18.0,0.0,0.0,18.0,0.2,0.0,yes,,0.93,high
POLS,POLS,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,167819d9a56f2560,MONITORING_TAG_ADDED,POLSUSDT,,ccxt_kucoin,72.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
POLYX,POLYX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,0eba0c48122f1343,SPOT_PAIR_REMOVED,POLYXUSDT,POLYXUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
POND,POND,still_tagged,NO_CLEAR_REACTION,,35a9e6faaa5862b7,MONITORING_TAG_ADDED,PONDUSDT,,,54.0,3.0,3.0,0.0,3.0,0.05555555555555555,0.05555555555555555,yes,,0.967,high
PONKE,PONKE,futures_only_delisting,FUTURES_ONLY_DELISTING,,d873eb465fc217e7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,PONKEUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
PORT3,PORT3,futures_only_delisting,FUTURES_ONLY_DELISTING,PRE_ANNOUNCEMENT_DUMP;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,c441b4b20adec1e7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,PORT3USDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
PORTAL,PORTAL,still_tagged,TEMPORARY_PANIC_THEN_RECOVERY,,a556e77327afcd24,MONITORING_TAG_ADDED,PORTALUSDT,PORTALUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
PORTO,PORTO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,b4715d6767b84234,SPOT_PAIR_REMOVED,PORTOUSDT,,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
POWR,POWR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,30abd5ebfae7f0c4,SPOT_PAIR_REMOVED,POWRUSDT,POWRUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PROM,PROM,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,685a11ecec05af29,SPOT_PAIR_REMOVED,PROMUSDT,PROMUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PROS,PROS,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,14c99625149e363a,MONITORING_TAG_ADDED,PROSUSDT,,,72.0,8.0,0.0,0.0,4.0,0.05555555555555555,0.0,no,fallback_provider_unavailable,0.781,medium
PROVE,PROVE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,f06f67487a346307,SPOT_PAIR_REMOVED,PROVEUSDT,PROVEUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PSG,PSG,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,54b3b2d0cb1efaef,SPOT_PAIR_REMOVED,PSGUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PUFFER,PUFFER,futures_only_delisting,FUTURES_ONLY_DELISTING,,06e734f35491a1de,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,PUFFERUSDT,,18.0,2.0,2.0,0.0,2.0,0.1111111111111111,0.1111111111111111,yes,,0.933,high
PUMP,PUMP,seed_tag_only,SEED_TAG_ONLY,,b2b34e6de6de02cc,SEED_TAG_ADDED,PUMPUSDT,PUMPUSDT,,18.0,18.0,0.0,0.0,18.0,1.0,0.0,no,true_data_gap_heavy,0.75,medium
PUNDIX,PUNDIX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,eeaa30b959e2fba0,SPOT_PAIR_REMOVED,PUNDIXUSDT,PUNDIXUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,no,pair_removal_control_only,0.65,medium
PYR,PYR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4012a89821f6a7db,SPOT_PAIR_REMOVED,PYRUSDT,,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
PYTH,PYTH,tag_removed,TAG_REMOVED_AND_RECOVERED,,1a117a207e329960,SEED_TAG_ADDED,PYTHUSDT,PYTHUSDT,,72.0,21.0,3.0,0.0,21.0,0.2916666666666667,0.041666666666666664,no,true_data_gap_heavy,0.888,high
QI,QI,still_tagged,SLOW_BLEED_AFTER_TAG,,31663d580e98be67,MONITORING_TAG_ADDED,QIUSDT,,,54.0,1.0,1.0,0.0,1.0,0.018518518518518517,0.018518518518518517,yes,,0.989,high
QKC,QKC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,75e7bb98f80ff98a,SPOT_PAIR_REMOVED,QKCUSDT,,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
QNT,QNT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4f926ab7da422901,SPOT_PAIR_REMOVED,QNTUSDT,QNTUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
QTUM,QTUM,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e44b7afcc8113be8,SPOT_PAIR_REMOVED,QTUMUSDT,QTUMUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
QUICK,QUICK,still_tagged,NO_CLEAR_REACTION,,88394d4087b17e7e,MONITORING_TAG_ADDED,QUICKUSDT,QUICKUSDT,,72.0,3.0,3.0,0.0,3.0,0.041666666666666664,0.041666666666666664,yes,,0.975,high
RAD,RAD,futures_only_delisting,FUTURES_ONLY_DELISTING,,cb556fc87e74f057,FUTURES_CONTRACT_DELISTING_ANNOUNCED,RADUSDT,RADUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
RARE,RARE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,658c56c3a85cc11b,SPOT_PAIR_REMOVED,RAREUSDT,RAREUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RAY,RAY,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,c62490a002ebd06f,SPOT_PAIR_REMOVED,RAYUSDT,RAYUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RDNT,RDNT,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE;TAG_TO_DELISTING,c643d1df6b26e19d,MONITORING_TAG_ADDED,RDNTUSDT,RDNTUSDT,ccxt_gateio,72.0,2.0,2.0,0.0,1.0,0.013888888888888888,0.027777777777777776,no,fallback_provider_unavailable,0.788,medium
RED,RED,seed_tag_only,SEED_TAG_ONLY,PRE_ANNOUNCEMENT_DUMP;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,e23cffcec7d1820c,SEED_TAG_ADDED,REDUSDT,REDUSDT,,54.0,3.0,0.0,0.0,3.0,0.05555555555555555,0.0,yes,,0.981,high
REEF,REEF,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;PUMP_MANUAL_REVIEW;SUSPICIOUS_FALLBACK_SPIKE;TAG_TO_DELISTING,459073a914558055,MONITORING_TAG_ADDED,REEFUSDT,REEFUSDT,ccxt_gateio,72.0,0.0,0.0,0.0,0.0,0.0,0.0,no,manual_review_required;suspicious_fallback_spike,0.6,low
REI,REI,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,95453d2e61ce0ed3,MONITORING_TAG_ADDED,REIUSDT,REIUSDT,,54.0,7.0,0.0,0.0,4.0,0.07407407407407407,0.0,no,fallback_provider_unavailable,0.774,medium
REMOVE,REMOVE,still_tagged,NO_CLEAR_REACTION,,310b380d3d71ed42,MONITORING_TAG_ADDED,,,,72.0,72.0,3.0,72.0,0.0,0.0,0.041666666666666664,no,no_resolved_binance_pair;unresolved_pair_or_symbol,0.79,medium
REN,REN,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED,55c6f3a56b85b5ee,SPOT_TOKEN_DELISTING_ANNOUNCED,RENUSDT,RENUSDT,ccxt_gateio,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
RENDER,RENDER,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,fcc8974180ce3b48,SPOT_PAIR_REMOVED,RENDERUSDT,RENDERUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
REQ,REQ,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,29a188bd73386ef9,SPOT_PAIR_REMOVED,REQUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RESOLV,RESOLV,still_tagged,IMMEDIATE_DUMP_AFTER_TAG,,b3172c363e7bc7a7,MONITORING_TAG_ADDED,RESOLVUSDT,RESOLVUSDT,,54.0,2.0,2.0,0.0,2.0,0.037037037037037035,0.037037037037037035,yes,,0.978,high
REZ,REZ,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,8701498bea25d26d,SPOT_PAIR_REMOVED,REZUSDT,REZUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RIF,RIF,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,6b9bd88c731f021a,SPOT_PAIR_REMOVED,RIFUSDT,RIFUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RLC,RLC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,dd09e69b1caf12ea,SPOT_PAIR_REMOVED,RLCUSDT,RLCUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,no,pair_removal_control_only,0.65,medium
RLS,RLS,futures_only_delisting,FUTURES_ONLY_DELISTING,,5b1c7a1a174bc50f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,RLSUSDT,,18.0,2.0,2.0,0.0,2.0,0.1111111111111111,0.1111111111111111,yes,,0.933,high
RNDR,RNDR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,0791b00bfbde29af,SPOT_PAIR_REMOVED,RNDRUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
ROBO,ROBO,seed_tag_only,SEED_TAG_ONLY,,da64b115690799fa,SEED_TAG_ADDED,ROBOUSDT,ROBOUSDT,,18.0,18.0,1.0,0.0,18.0,1.0,0.05555555555555555,no,true_data_gap_heavy,0.736,medium
RONIN,RONIN,seed_tag_only,SEED_TAG_ONLY,,82e8157b383cbc4c,SEED_TAG_ADDED,RONINUSDT,RONINUSDT,,54.0,18.0,0.0,0.0,18.0,0.3333333333333333,0.0,no,true_data_gap_heavy,0.883,high
ROSE,ROSE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,7b3078af5c98cb60,SPOT_PAIR_REMOVED,ROSEUSDT,ROSEUSDT,,54.0,3.0,2.0,0.0,3.0,0.05555555555555555,0.037037037037037035,no,pair_removal_control_only,0.671,medium
RPL,RPL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,20e42353610aa424,SPOT_PAIR_REMOVED,RPLUSDT,RPLUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RSR,RSR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,02a1e636e83381c2,SPOT_PAIR_REMOVED,RSRUSDT,RSRUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RUNE,RUNE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,f1e0b559d46ce8a0,SPOT_PAIR_REMOVED,RUNEUSDT,RUNEUSDT,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RVN,RVN,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,b4767b4fcca0c60b,SPOT_PAIR_REMOVED,RVNUSDT,RVNUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
RVV,RVV,futures_only_delisting,FUTURES_ONLY_DELISTING,,6e07dd7c9f7cc3bf,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,RVVUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
SAGA,SAGA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,fd8c5fc347ca79d6,SPOT_PAIR_REMOVED,SAGAUSDT,SAGAUSDT,,36.0,6.0,6.0,0.0,6.0,0.16666666666666666,0.16666666666666666,no,pair_removal_control_only,0.6,low
SAHARA,SAHARA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,42fffbffdcb584a2,SPOT_PAIR_REMOVED,SAHARAUSDT,SAHARAUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SAND,SAND,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,055592695ac87d99,SPOT_PAIR_REMOVED,SANDUSDT,SANDUSDT,,90.0,1.0,1.0,0.0,1.0,0.011111111111111112,0.011111111111111112,no,pair_removal_control_only,0.693,medium
SANTOS,SANTOS,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,50f22a401050905c,SPOT_PAIR_REMOVED,SANTOSUSDT,SANTOSUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,no,pair_removal_control_only,0.65,medium
SAPIEN,SAPIEN,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4479b2dfeeeaa163,SPOT_PAIR_REMOVED,SAPIENUSDT,SAPIENUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SC,SC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,29e3e947b96386fd,SPOT_PAIR_REMOVED,SCUSDT,SCUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SCR,SCR,seed_tag_only,SEED_TAG_ONLY,,72c5f412bda829f6,SEED_TAG_ADDED,SCRUSDT,SCRUSDT,,54.0,2.0,0.0,0.0,2.0,0.037037037037037035,0.0,yes,,0.987,high
SCRT,SCRT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,42542749a764ac6e,SPOT_PAIR_REMOVED,SCRTUSDT,SCRTUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SEI,SEI,unknown,UNKNOWN_MANUAL_REVIEW,,2211661edeee854d,SPOT_PAIR_REMOVED,,,,,,,,,,,no,unknown_manual_review;manual_review_required;no_resolved_binance_pair,0.1,low
SENT,SENT,seed_tag_only,SEED_TAG_ONLY,,e88d68272990a982,SEED_TAG_ADDED,SENTUSDT,SENTUSDT,,18.0,18.0,0.0,0.0,18.0,1.0,0.0,no,true_data_gap_heavy,0.75,medium
SFP,SFP,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,1055545d3a8099fa,SPOT_PAIR_REMOVED,SFPUSDT,SFPUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SHELL,SHELL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,335e3d3442f9efee,SPOT_PAIR_REMOVED,SHELLUSDT,SHELLUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SHIB,SHIB,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,89167408c2c0418c,SPOT_PAIR_REMOVED,SHIBUSDT,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SIGN,SIGN,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,a611f2ac95612019,SPOT_PAIR_REMOVED,SIGNUSDT,SIGNUSDT,,18.0,3.0,3.0,0.0,3.0,0.16666666666666666,0.16666666666666666,no,pair_removal_control_only,0.6,low
SKATE,SKATE,futures_only_delisting,FUTURES_ONLY_DELISTING,,12428423d526719e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,SKATEUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
SKL,SKL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,58fde6610865a842,SPOT_PAIR_REMOVED,SKLUSDT,SKLUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
SLERF,SLERF,futures_only_delisting,FUTURES_ONLY_DELISTING,,cf527d920c40d06b,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,SLERFUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
SLF,SLF,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,75401db392ee79e3,MONITORING_TAG_ADDED,SLFUSDT,,ccxt_mexc,36.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
SLP,SLP,futures_only_delisting,FUTURES_ONLY_DELISTING,,739addb19a680c63,FUTURES_CONTRACT_DELISTING_ANNOUNCED,SLPUSDT,SLPUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
SNM,SNM,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,,8c77ca08a398851d,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,18.0,18.0,0.0,18.0,0.0,0.0,0.0,no,no_resolved_binance_pair;unresolved_pair_or_symbol,0.8,medium
SNT,SNT,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;TAG_TO_DELISTING,bf72bb1d09062290,MONITORING_TAG_ADDED,SNTUSDT,SNTUSDT,ccxt_gateio,72.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
SNX,SNX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,073b8e766834f563,SPOT_PAIR_REMOVED,SNXUSDT,SNXUSDT,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
