token_entity_id,token_symbol,final_outcome,primary_scenario,secondary_flags,anchor_event_id,anchor_event_type,spot_pair,futures_pair,fallback_provider,price_window_rows,missing_price_rows,benchmark_gap_rows,unresolved_pair_rows,true_data_gap_rows,true_data_gap_rate,benchmark_gap_rate,is_research_eligible,exclusion_reason,data_quality_score,confidence_level
IDEX,IDEX,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,63e9d71a835421ba,MONITORING_TAG_ADDED,IDEXUSDT,IDEXUSDT,ccxt_gateio,126.0,1.0,1.0,0.0,0.0,0.0,0.007936507936507936,no,fallback_provider_unavailable,0.798,medium
IDRT,IDRT,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,,3c7fc4d113e04b96,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,18.0,18.0,0.0,18.0,0.0,0.0,0.0,no,no_resolved_binance_pair;unresolved_pair_or_symbol,0.8,medium
ILV,ILV,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,58be564f5083d9ab,SPOT_PAIR_REMOVED,ILVUSDT,ILVUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
IMX,IMX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,9c394b2bd04db6a5,SPOT_PAIR_REMOVED,IMXUSDT,IMXUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
INIT,INIT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,18b3700b4756bea8,SPOT_PAIR_REMOVED,INITUSDT,INITUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
INJ,INJ,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,828730df7f095801,SPOT_PAIR_REMOVED,INJUSDT,INJUSDT,,54.0,2.0,2.0,0.0,2.0,0.037037037037037035,0.037037037037037035,no,pair_removal_control_only,0.678,medium
IO,IO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,df80f83c23684ec2,SPOT_PAIR_REMOVED,IOUSDT,IOUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
IOST,IOST,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,5ff990f81abc62a3,SPOT_PAIR_REMOVED,IOSTUSDT,IOSTUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
IOTA,IOTA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,6c08529d4df1a647,SPOT_PAIR_REMOVED,IOTAUSDT,IOTAUSDT,,72.0,4.0,4.0,0.0,4.0,0.05555555555555555,0.05555555555555555,no,pair_removal_control_only,0.667,medium
IOTX,IOTX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,5e378eaed92f7adf,SPOT_PAIR_REMOVED,IOTXUSDT,IOTXUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
IR,IR,futures_only_delisting,FUTURES_ONLY_DELISTING,,34670afd6085b657,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,IRUSDT,,18.0,2.0,2.0,0.0,2.0,0.1111111111111111,0.1111111111111111,yes,,0.933,high
IRIS,IRIS,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;TAG_TO_DELISTING,92f6841824deef01,MONITORING_TAG_ADDED,IRISUSDT,,ccxt_gateio,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
JASMY,JASMY,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,412203df3dc86de1,SPOT_PAIR_REMOVED,JASMYUSDT,JASMYUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
JOE,JOE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,30b49131b6647dd2,SPOT_PAIR_REMOVED,JOEUSDT,JOEUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
JTO,JTO,seed_tag_only,SEED_TAG_ONLY,,39f6e86d4b3ad84a,SEED_TAG_ADDED,JTOUSDT,JTOUSDT,,54.0,18.0,0.0,0.0,18.0,0.3333333333333333,0.0,no,true_data_gap_heavy,0.883,high
JUP,JUP,seed_tag_only,SEED_TAG_ONLY,,05c2236aa6c9e97e,SEED_TAG_ADDED,JUPUSDT,JUPUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
JUV,JUV,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e96d006cbeb8d3b4,SPOT_PAIR_REMOVED,JUVUSDT,,,18.0,1.0,1.0,0.0,1.0,0.05555555555555555,0.05555555555555555,no,pair_removal_control_only,0.667,medium
KAITO,KAITO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,3fdaac194e0353ad,SPOT_PAIR_REMOVED,KAITOUSDT,KAITOUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
KAT,KAT,seed_tag_only,SEED_TAG_ONLY,,69d2030533afafdf,SEED_TAG_ADDED,KATUSDT,KATUSDT,,18.0,18.0,1.0,0.0,18.0,1.0,0.05555555555555555,no,true_data_gap_heavy,0.736,medium
KAVA,KAVA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,85c1727fd2727a51,SPOT_PAIR_REMOVED,KAVAUSDT,KAVAUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
KDA,KDA,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,KDAUSDT,KDAUSDT,ccxt_gateio,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
KERNEL,KERNEL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,14ae58f86b50f8dd,SPOT_PAIR_REMOVED,KERNELUSDT,KERNELUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
KEY,KEY,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,0af050f2f61a9816,MONITORING_TAG_ADDED,KEYUSDT,KEYUSDT,,54.0,4.0,0.0,0.0,1.0,0.018518518518518517,0.0,no,fallback_provider_unavailable,0.794,medium
KITE,KITE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,c6f9e1fdcbe8803b,SPOT_PAIR_REMOVED,KITEUSDT,KITEUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
KMD,KMD,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,2a7c0c057f11d40d,MONITORING_TAG_ADDED,KMDUSDT,,,36.0,6.0,0.0,0.0,2.0,0.05555555555555555,0.0,no,fallback_provider_unavailable,0.781,medium
KMNO,KMNO,seed_tag_only,SEED_TAG_ONLY,,9906d91d4c830c11,SEED_TAG_ADDED,KMNOUSDT,KMNOUSDT,,18.0,18.0,0.0,0.0,18.0,1.0,0.0,no,true_data_gap_heavy,0.75,medium
KNC,KNC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,83c873b334bdfcc3,SPOT_PAIR_REMOVED,KNCUSDT,KNCUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
KP3R,KP3R,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,6349e349f6963185,MONITORING_TAG_ADDED,KP3RUSDT,,,36.0,3.0,0.0,0.0,0.0,0.0,0.0,no,fallback_provider_unavailable,0.8,medium
KSM,KSM,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4a3259dd8cc7c972,SPOT_PAIR_REMOVED,KSMUSDT,KSMUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LA,LA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,ca671d105c48dbf6,SPOT_PAIR_REMOVED,LAUSDT,LAUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,no,pair_removal_control_only,0.65,medium
LAYER,LAYER,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,5671c35635c27254,SPOT_PAIR_REMOVED,LAYERUSDT,LAYERUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LAZIO,LAZIO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,0bc5acb7db2ffb27,SPOT_PAIR_REMOVED,LAZIOUSDT,,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LDO,LDO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,7b7dca10f5bbca5a,SPOT_PAIR_REMOVED,LDOUSDT,LDOUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LEVER,LEVER,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE;PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,3f5bbe904576db02,MONITORING_TAG_ADDED,LEVERUSDT,LEVERUSDT,,72.0,24.0,0.0,0.0,20.0,0.2777777777777778,0.0,no,fallback_provider_unavailable;true_data_gap_heavy,0.703,medium
LINA,LINA,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,LINAUSDT,LINAUSDT,,72.0,8.0,0.0,0.0,4.0,0.05555555555555555,0.0,no,fallback_provider_unavailable,0.781,medium
LINEA,LINEA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,1a737935b6c5975a,SPOT_PAIR_REMOVED,LINEAUSDT,LINEAUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LINK,LINK,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,755b29c2ec4f2df6,SPOT_PAIR_REMOVED,LINKUSDT,LINKUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LISTA,LISTA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,8e04fd9fdee754d6,SPOT_PAIR_REMOVED,LISTAUSDT,LISTAUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LIT,LIT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,31f3ec3b01412b9f,SPOT_PAIR_REMOVED,LITUSDT,LITUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LOKA,LOKA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e616b57d39d7a1d5,SPOT_PAIR_REMOVED,LOKAUSDT,LOKAUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LOOM,LOOM,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,bcffb8b6dc13c97c,SPOT_TOKEN_DELISTING_ANNOUNCED,LOOMUSDT,LOOMUSDT,,36.0,21.0,0.0,0.0,18.0,0.5,0.0,no,fallback_provider_unavailable;true_data_gap_heavy,0.625,low
LPT,LPT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,d73fc736122cc085,SPOT_PAIR_REMOVED,LPTUSDT,LPTUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LQTY,LQTY,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,947e1b7ec3820053,SPOT_PAIR_REMOVED,LQTYUSDT,LQTYUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
LRC,LRC,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,5ee0d43cf83437cb,MONITORING_TAG_ADDED,LRCUSDT,LRCUSDT,ccxt_mexc,72.0,2.0,2.0,0.0,1.0,0.013888888888888888,0.027777777777777776,no,fallback_provider_unavailable,0.788,medium
LSK,LSK,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,241caa84bf8e058f,SPOT_PAIR_REMOVED,LSKUSDT,LSKUSDT,,36.0,1.0,1.0,0.0,1.0,0.027777777777777776,0.027777777777777776,no,pair_removal_control_only,0.683,medium
LTC,LTC,futures_only_delisting,FUTURES_ONLY_DELISTING,,0631e6fcafde1f7a,FUTURES_CONTRACT_DELISTING_ANNOUNCED,LTCUSDT,LTCUSDT,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
LTO,LTO,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,df810f78fc4e4193,MONITORING_TAG_ADDED,LTOUSDT,,,36.0,4.0,0.0,0.0,0.0,0.0,0.0,no,fallback_provider_unavailable,0.8,medium
MAGIC,MAGIC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,d24a8a4c58835988,SPOT_PAIR_REMOVED,MAGICUSDT,MAGICUSDT,,54.0,3.0,3.0,0.0,3.0,0.05555555555555555,0.05555555555555555,no,pair_removal_control_only,0.667,medium
MANA,MANA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,a22c4c55f4c9e498,SPOT_PAIR_REMOVED,MANAUSDT,MANAUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MANTA,MANTA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,f6845e55f3279925,SPOT_PAIR_REMOVED,MANTAUSDT,MANTAUSDT,,54.0,3.0,3.0,0.0,3.0,0.05555555555555555,0.05555555555555555,no,pair_removal_control_only,0.667,medium
MASK,MASK,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,d1b960abb294822b,SPOT_PAIR_REMOVED,MASKUSDT,MASKUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MATIC,MATIC,futures_only_delisting,FUTURES_ONLY_DELISTING,,59dfaef9b99df315,FUTURES_CONTRACT_DELISTING_ANNOUNCED,MATICUSDT,,,36.0,18.0,0.0,0.0,18.0,0.5,0.0,no,true_data_gap_heavy,0.825,medium
MAV,MAV,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4a0d972dcec27d72,SPOT_PAIR_REMOVED,MAVUSDT,MAVUSDT,,54.0,6.0,6.0,0.0,6.0,0.1111111111111111,0.1111111111111111,no,pair_removal_control_only,0.633,low
MAVIA,MAVIA,futures_only_delisting,FUTURES_ONLY_DELISTING,,7b533ec87aebacf6,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,MAVIAUSDT,,18.0,18.0,0.0,0.0,18.0,1.0,0.0,no,true_data_gap_heavy,0.75,medium
MBL,MBL,tag_removed,TAG_REMOVED_AND_RECOVERED,,fb4cbaedb67a967c,MONITORING_TAG_ADDED,MBLUSDT,,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
MBOX,MBOX,still_tagged,TEMPORARY_PANIC_THEN_RECOVERY,,89466c1eb51993df,MONITORING_TAG_ADDED,MBOXUSDT,MBOXUSDT,,72.0,1.0,1.0,0.0,1.0,0.013888888888888888,0.013888888888888888,yes,,0.992,high
MDT,MDT,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE;TAG_TO_DELISTING,9f755b05acbad2ef,MONITORING_TAG_ADDED,MDTUSDT,MDTUSDT,ccxt_gateio,72.0,2.0,2.0,0.0,0.0,0.0,0.027777777777777776,no,fallback_provider_unavailable,0.793,medium
MDX,MDX,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;PUMP_MANUAL_REVIEW;TAG_TO_DELISTING,92ea1ce575290a09,MONITORING_TAG_ADDED,MDXUSDT,,ccxt_gateio,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,manual_review_required,0.8,medium
ME,ME,seed_tag_only,SEED_TAG_ONLY,,356e1e93fa2204a5,SEED_TAG_ADDED,MEUSDT,MEUSDT,,54.0,19.0,1.0,0.0,19.0,0.35185185185185186,0.018518518518518517,no,true_data_gap_heavy,0.872,high
MEGA,MEGA,seed_tag_only,SEED_TAG_ONLY,,79658d70d90030f8,SEED_TAG_ADDED,MEGAUSDT,MEGAUSDT,,18.0,18.0,3.0,0.0,18.0,1.0,0.16666666666666666,no,true_data_gap_heavy,0.708,medium
MEME,MEME,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,627a7342d80351bf,SPOT_PAIR_REMOVED,MEMEUSDT,MEMEUSDT,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MET,MET,seed_tag_only,SEED_TAG_ONLY,,1a5d61079fcff667,SEED_TAG_ADDED,METUSDT,METUSDT,,18.0,18.0,0.0,0.0,18.0,1.0,0.0,no,true_data_gap_heavy,0.75,medium
METIS,METIS,seed_tag_only,SEED_TAG_ONLY,,a4d8a96d0a71139c,SEED_TAG_ADDED,METISUSDT,METISUSDT,,54.0,18.0,0.0,0.0,18.0,0.3333333333333333,0.0,no,true_data_gap_heavy,0.883,high
MILK,MILK,futures_only_delisting,FUTURES_ONLY_DELISTING,,e11330f2294350e7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,MILKUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
MINA,MINA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4b6703ce02a4034d,SPOT_PAIR_REMOVED,MINAUSDT,MINAUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MIRA,MIRA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,c3b04706024487bf,SPOT_PAIR_REMOVED,MIRAUSDT,MIRAUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MITO,MITO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,71350033c21bf8bc,SPOT_PAIR_REMOVED,MITOUSDT,MITOUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MKR,MKR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,b0c9f4e0778c1472,SPOT_PAIR_REMOVED,MKRUSDT,MKRUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MLN,MLN,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE;TAG_TO_DELISTING,d83b4d4e12311776,MONITORING_TAG_ADDED,MLNUSDT,MLNUSDT,ccxt_gateio,72.0,5.0,5.0,0.0,2.0,0.027777777777777776,0.06944444444444445,no,fallback_provider_unavailable,0.773,medium
MMT,MMT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4aabecd3450e7c1b,SPOT_PAIR_REMOVED,MMTUSDT,MMTUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MOB,MOB,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,018313d3408ec969,MONITORING_TAG_ADDED,MOBUSDT,,ccxt_gateio,36.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
MORPHO,MORPHO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,486ba512bfcbb3ca,SPOT_PAIR_REMOVED,MORPHOUSDT,MORPHOUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MOVE,MOVE,still_tagged,SLOW_BLEED_AFTER_TAG,,18140f8172feb64b,MONITORING_TAG_ADDED,MOVEUSDT,MOVEUSDT,,72.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
MOVR,MOVR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,41c5a014bfa3aebe,SPOT_PAIR_REMOVED,MOVRUSDT,MOVRUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MTL,MTL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,4077520b6ee42a8d,SPOT_PAIR_REMOVED,MTLUSDT,MTLUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
MULTI,MULTI,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED,251d2bba37e3dd64,SPOT_TOKEN_DELISTING_ANNOUNCED,MULTIUSDT,,ccxt_gateio,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
MYRO,MYRO,futures_only_delisting,FUTURES_ONLY_DELISTING,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,0a9ef6cad432e9a9,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,MYROUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
NEAR,NEAR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,a658add5991d6415,SPOT_PAIR_REMOVED,NEARUSDT,NEARUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
NEIRO,NEIRO,seed_tag_only,SEED_TAG_ONLY,,72600e163d7457e0,SEED_TAG_ADDED,NEIROUSDT,NEIROUSDT,,54.0,18.0,0.0,0.0,18.0,0.3333333333333333,0.0,no,true_data_gap_heavy,0.883,high
NEIROETH,NEIROETH,futures_only_delisting,FUTURES_ONLY_DELISTING,PRE_ANNOUNCEMENT_DUMP;PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,a97b95d0966df1a8,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,NEIROETHUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
NEO,NEO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,a2caa954278c0550,SPOT_PAIR_REMOVED,NEOUSDT,NEOUSDT,,72.0,3.0,2.0,0.0,3.0,0.041666666666666664,0.027777777777777776,no,pair_removal_control_only,0.678,medium
NEWT,NEWT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,8cf9f1507eea51c7,SPOT_PAIR_REMOVED,NEWTUSDT,NEWTUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
NFP,NFP,still_tagged,NO_CLEAR_REACTION,,1713e6ad64f92db2,MONITORING_TAG_ADDED,NFPUSDT,NFPUSDT,,90.0,3.0,3.0,0.0,3.0,0.03333333333333333,0.03333333333333333,yes,,0.98,high
NIL,NIL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,ee12e02077ef72fc,SPOT_PAIR_REMOVED,NILUSDT,NILUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
NKN,NKN,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,adf7b79baadd3250,MONITORING_TAG_ADDED,NKNUSDT,NKNUSDT,ccxt_mexc,54.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
NMR,NMR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,7b8eedf4a492aacd,SPOT_PAIR_REMOVED,NMRUSDT,NMRUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
NOM,NOM,still_tagged,NO_CLEAR_REACTION,,5b4814473eb320a9,MONITORING_TAG_ADDED,NOMUSDT,NOMUSDT,,36.0,3.0,3.0,0.0,3.0,0.08333333333333333,0.08333333333333333,yes,,0.95,high
NON,NON,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,,94faf9340260e22c,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,18.0,18.0,0.0,18.0,0.0,0.0,0.0,no,manual_review_required;no_resolved_binance_pair;unresolved_pair_or_symbol,0.6,low
NOT,NOT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,1a3a2f2372b31033,SPOT_PAIR_REMOVED,NOTUSDT,NOTUSDT,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
NTRN,NTRN,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,d133553a8f6c79b6,MONITORING_TAG_ADDED,NTRNUSDT,NTRNUSDT,ccxt_mexc,90.0,25.0,2.0,0.0,22.0,0.24444444444444444,0.022222222222222223,no,fallback_provider_unavailable,0.709,medium
NULS,NULS,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,0b0fef5c55d48f0f,MONITORING_TAG_ADDED,NULSUSDT,NULSUSDT,,54.0,10.0,0.0,0.0,6.0,0.1111111111111111,0.0,no,fallback_provider_unavailable,0.761,medium
NXPC,NXPC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,bfa102993551de61,SPOT_PAIR_REMOVED,NXPCUSDT,NXPCUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
OAX,OAX,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,3f3886d7f85907a2,SPOT_TOKEN_DELISTING_ANNOUNCED,OAXUSDT,,,18.0,3.0,0.0,0.0,0.0,0.0,0.0,no,fallback_provider_unavailable,0.8,medium
OBOL,OBOL,futures_only_delisting,FUTURES_ONLY_DELISTING,,a1a89b2510f9f91b,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,OBOLUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,yes,,1.0,high
OCEAN,OCEAN,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,3a8b9a12c4e9c073,SPOT_PAIR_REMOVED,OCEANUSDT,OCEANUSDT,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
OG,OG,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e01778e8462bb619,SPOT_PAIR_REMOVED,OGUSDT,OGUSDT,,36.0,0.0,0.0,0.0,0.0,0.0,0.0,no,pair_removal_control_only,0.7,medium
