token_entity_id,token_symbol,anchor_event_id,anchor_event_type,publication_datetime_utc,baseline_vwap_7d,baseline_median_close_7d,baseline_close_1d,post_event_low_7d,post_event_low_14d,post_event_low_30d,post_event_low_60d,post_event_low_90d,drawdown_to_low_7d,drawdown_to_low_14d,drawdown_to_low_30d,drawdown_to_low_60d,drawdown_to_low_90d,days_from_event_to_low_7d,days_from_event_to_low_30d,days_from_event_to_low_90d,low_timestamp_utc,low_price,volume_at_low,quote_volume_at_low,volume_zscore_at_low,wick_ratio_at_low,volatility_before_low,volatility_after_low,capitulation_flag,liquidity_death_flag,low_liquidity_wick_flag,absolute_bottom_confidence_score,manual_review_required,notes
MDT,MDT,9f755b05acbad2ef,MONITORING_TAG_ADDED,2025-06-05 05:00:18+00:00,0.024933074539484384,0.026965000000000003,0.02247,0.01826,0.01382,0.01227,0.01227,0.01227,-0.2676394573367519,-0.44571617198214186,-0.5078825926353749,-0.5078825926353749,-0.5078825926353749,6.749791666666667,26.583125,26.583125,2025-07-01T19:00:00+00:00,0.01227,2991847.7,36995.398115,0.12989125700202428,0.7500000000000022,0.008889187947311748,0.03763900860122068,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
MDX,MDX,92ea1ce575290a09,MONITORING_TAG_ADDED,2024-01-04 07:00:09+00:00,0.0869267373699886,0.089,0.0761,0.0569,0.0569,0.0551,0.0551,0.0551,-0.3454257950828753,-0.3454257950828753,-0.36613288768130803,-0.36613288768130803,-0.36613288768130803,5.5832291666666665,19.958229166666666,19.958229166666666,2024-01-24T06:00:00+00:00,0.0551,7226862.7,417842.03858,-0.1623521728459613,0.557692307692308,0.022068726244394075,0.006826578208340311,no,no,no,0.85,no,
MLN,MLN,d83b4d4e12311776,MONITORING_TAG_ADDED,2026-04-14 02:30:06+00:00,3.3112508683706725,3.31,3.14,2.69,2.69,2.08,1.66,1.66,-0.18761818209091596,-0.18761818209091596,-0.37183859433052235,-0.49867887816762846,-0.49867887816762846,5.854097222222222,29.312430555555554,42.64576388888889,2026-05-26T18:00:00+00:00,1.66,5823.818,10180.40737,0.014766735753212834,0.5,0.016720543099342396,nan,no,yes,no,0.6,yes,low_quote_volume_at_low
MOB,MOB,018313d3408ec969,MONITORING_TAG_ADDED,2024-01-04 07:00:09+00:00,0.545036709151276,0.556,0.471,0.342,0.321,0.269,0.269,0.0512,-0.3725193289594054,-0.411048843847863,-0.5064552616669008,-0.5064552616669008,-0.906061373224332,1.9582291666666667,15.4165625,85.33322916666667,2024-03-29T15:00:00+00:00,0.0512,3667642.72,197050.273482,2.699549942668172,0.4032258064516123,0.018481026169050535,0.17608380626297176,yes,no,no,0.85,no,
MOVE,MOVE,18140f8172feb64b,MONITORING_TAG_ADDED,2025-05-07 08:00:33+00:00,0.19418493922698063,0.18109999999999998,0.1601,0.153,0.153,0.1288,0.111,0.111,-0.21209131558261585,-0.21209131558261585,-0.3367147806996139,-0.42837997405013306,-0.42837997405013306,0.0829513888888889,29.499618055555555,46.49961805555556,2025-06-22T20:00:00+00:00,0.111,4030208.8,455873.10159,2.5244754306435175,0.9056603773584905,0.010384987183020899,0.0212686056617342,no,no,no,0.85,no,
MULTI,MULTI,251d2bba37e3dd64,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-02-06 07:00:12+00:00,2.313931872051166,2.226,1.727,1.11,0.803,0.803,0.803,0.803,-0.5202970262836435,-0.6529716325277168,-0.6529716325277168,-0.6529716325277168,-0.6529716325277168,3.3331944444444446,13.791527777777778,13.791527777777778,2024-02-20T02:00:00+00:00,0.803,391788.723,336451.025215,0.8708627133070466,0.22627737226277328,0.01324053829011254,nan,no,no,no,0.85,no,
NFP,NFP,1713e6ad64f92db2,MONITORING_TAG_ADDED,2026-04-30 07:00:05+00:00,0.015524919842451055,0.015895,0.01255,0.01146,0.01146,0.0097,0.0097,0.0097,-0.26183193753670875,-0.26183193753670875,-0.37519806231292097,-0.37519806231292097,-0.37519806231292097,0.041608796296296297,25.833275462962963,25.833275462962963,2026-05-26T03:00:00+00:00,0.0097,2380618.0,23287.54477,-0.10136360671492266,0.8823529411764652,0.008343207658682237,0.007052575807755773,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
NKN,NKN,adf7b79baadd3250,MONITORING_TAG_ADDED,2025-04-03 07:00:36+00:00,0.03868446993121762,0.0421,0.0253,0.0188,0.016,0.016,0.016,0.016,-0.5140168643016932,-0.58639733132059,-0.58639733132059,-0.58639733132059,-0.58639733132059,6.999583333333334,13.832916666666666,13.832916666666666,2025-04-17T03:00:00+00:00,0.016,1427868.0,23051.8571,-0.5592240482286986,1.0,0.013115943135689437,0.06404048987843287,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
NOM,NOM,5b4814473eb320a9,MONITORING_TAG_ADDED,2026-04-30 07:00:05+00:00,0.003003524767272693,0.00275,0.0028,0.00243,0.00232,0.00201,0.00201,0.00201,-0.1909505703172456,-0.22757420705185583,-0.3307862742130302,-0.3307862742130302,-0.3307862742130302,6.2916087962962965,22.666608796296295,22.666608796296295,2026-05-22T23:00:00+00:00,0.00201,24887673.0,50669.5437,0.5097619881652142,0.4,0.007326267508011358,0.012775856347935518,no,yes,no,0.6,yes,low_quote_volume_at_low
NON,NON,94faf9340260e22c,SPOT_TOKEN_DELISTING_ANNOUNCED,2025-03-03T09:00:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_1h_path
