token_entity_id,token_symbol,final_outcome,primary_scenario,secondary_flags,anchor_event_id,anchor_event_type,return_1h,return_24h,return_7d,return_30d,return_90d,alt_adj_return_24h,alt_adj_return_30d,alt_adj_return_90d,recovery_90_sustained,recovery_100_sustained,never_recovered,pump20_flag,pump_and_dump_flag,fallback_used,manual_review_required
BOB,BOB,futures_only_delisting,FUTURES_ONLY_DELISTING,,c86c9aa82fb6c9f7,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.034488503832056,0.0078307230923024,-0.0559813395534822,-0.0559813395534822,,0.0029628747005407,-0.0489755017976764,,no,no,no,no,no,no,no
BOME,BOME,seed_tag_only,SEED_TAG_ONLY,,967307c5a09e6d04,SEED_TAG_ADDED,,,,,,,,,no,no,no,no,no,no,no
BOND,BOND,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PROVIDER_UNAVAILABLE;TAG_TO_DELISTING,63e51c3ccd2baf4b,MONITORING_TAG_ADDED,-0.0033301617507134,0.0047573739295909,-0.2064700285442435,1.0099904852521409,1.215033301617507,0.000758829630936,0.7892922415257266,-0.0281238831048289,yes,yes,no,yes,yes,no,no
BONK,BONK,seed_tag_only,SEED_TAG_ONLY,,1ab88e17ef72af0d,SEED_TAG_ADDED,,,,,,,,,yes,yes,no,no,no,no,no
BREV,BREV,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,8010b5346361cd09,SPOT_PAIR_REMOVED,0.0114285714285713,0.009795918367347,-0.0195918367346938,,,-0.0185599842556093,,,,,,no,no,no,no
BSC,BSC,seed_tag_only,SEED_TAG_ONLY,,1a812d4a95a31067,SEED_TAG_ADDED,,,,,,,,,unknown,unknown,unknown,no,no,no,no
BSW,BSW,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PRICE_USED;TAG_TO_DELISTING,5af125cfd901bc4e,MONITORING_TAG_ADDED,-0.1153846153846154,-0.0329670329670329,-0.2142857142857143,1.291208791208791,-0.010989010989011,-0.0445782130557449,1.2051955736017803,-0.0359534153185319,yes,yes,no,yes,yes,yes,no
BTC,BTC,futures_only_delisting,FUTURES_ONLY_DELISTING,,4ebb101147de18c5,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0051494076044571,0.0084612672670747,0.0325523754580516,0.1486918154332661,0.370599767101482,-0.0095440070075059,-0.2618221716687788,-0.02915390663611,yes,yes,no,no,no,no,no
BTS,BTS,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED,ca8ce65249fba04c,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0081566068515497,-0.030995106035889,-0.0146818923327894,-0.2928221859706361,-0.3706362153344209,-0.0047493674406294,-0.6720218126373056,-0.7590080148438865,yes,yes,no,yes,yes,yes,no
BURGER,BURGER,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,27494810cfd7dda7,MONITORING_TAG_ADDED,-0.0342603788794839,-0.0491737202740829,-0.2297460701330108,,,-0.1053266051429205,,,no,no,yes,no,no,no,no
C98,C98,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,bc9a87ea377cd376,SPOT_PAIR_REMOVED,0.0087976539589442,-0.0183284457478005,0.0469208211143696,0.3914956011730206,0.6693548387096775,-0.0062192664933549,-0.0665109920081037,-0.4036515711488406,,,,no,no,no,no
CAKE,CAKE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,a54bea142002a631,SPOT_PAIR_REMOVED,0.0,0.2187755102040816,0.7689795918367344,0.9077551020408164,1.1093877551020408,0.1668847999736294,0.6229488997516658,0.4723254304363887,,,,no,no,no,no
CATI,CATI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,ca5246e7118bfc47,SPOT_PAIR_REMOVED,-0.008893280632411,0.0546772068511198,-0.1271409749670617,-0.4321475625823452,-0.7519762845849802,-0.0033867740324146,-0.3335378657662554,-0.4442207505654408,,,,no,no,no,no
CELO,CELO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,7a10936a264db705,SPOT_PAIR_REMOVED,-0.0169133192389004,0.025369978858351,0.1437632135306554,0.1289640591966174,0.3213530655391121,0.0060839119725662,-0.1771493293939999,-0.252400676197791,,,,no,no,no,no
CELR,CELR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,ec0684f35d190c12,SPOT_PAIR_REMOVED,0.0059931506849315,-0.0410958904109588,0.1849315068493151,0.2662671232876712,0.6849315068493151,-0.029684536211892,-0.3199663251859405,-0.3999490288514813,,,,no,no,no,no
CETUS,CETUS,seed_tag_only,SEED_TAG_ONLY,,ca664f770d0880d3,SEED_TAG_ADDED,,,,,,,,,yes,yes,no,no,no,no,no
CFG,CFG,seed_tag_only,SEED_TAG_ONLY,,9749ab8c384c6077,SEED_TAG_ADDED,,,,,,,,,yes,yes,no,no,no,no,no
CFX,CFX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,dbebec0d709342ba,SPOT_PAIR_REMOVED,-0.0066711140760506,0.0306871247498332,-0.0053368912608405,0.3015343562374915,0.6217478318879253,-0.0006708188165377,-0.1170331778958779,0.146811666216491,,,,no,no,no,no
CGPT,CGPT,seed_tag_only,SEED_TAG_ONLY,,218ec5eef470ca4a,SEED_TAG_ADDED,,,,,,,,,yes,no,no,no,no,no,no
CHESS,CHESS,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,1fe11492402051b0,MONITORING_TAG_ADDED,0.024441762220881,-0.1240193120096561,-0.1575135787567894,-0.0425467712733856,,-0.1281996221620385,-0.0143126889721014,,yes,yes,no,no,no,no,no
CHIP,CHIP,seed_tag_only,SEED_TAG_ONLY,,b8a0bae933655bfc,SEED_TAG_ADDED,,,,,,,,,yes,yes,no,no,no,no,no
CHR,CHR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,96f5f8da82fa6d51,SPOT_PAIR_REMOVED,-0.0206766917293232,0.0216165413533835,0.1184210526315789,0.2500000000000002,1.2274436090225564,0.0023304744675987,-0.0561133885906172,0.6536898672856533,,,,no,no,no,no
CHZ,CHZ,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,c49f4c0b9c57897f,SPOT_PAIR_REMOVED,0.0018510608002277,0.0472732450519721,0.0528264274526555,0.2409226826142674,0.7868432293891499,0.0159153014856012,-0.177644851519102,0.3119070637177156,,,,no,no,no,no
CITY,CITY,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,6c352abfe1ab8f8d,SPOT_PAIR_REMOVED,-0.0022371364653243,0.0421327367636092,0.1379567486950037,0.145041014168531,0.4574944071588367,-0.0354114919220456,0.0643887902637714,-0.0546668136686038,,,,no,no,no,no
CLV,CLV,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,b4b89fcf3e2d9d8d,MONITORING_TAG_ADDED,-0.008857142857143,-0.0085714285714285,-0.0794285714285715,-0.2054285714285715,0.8725714285714283,-0.0251724193557961,-0.3102451283601657,-0.1767121184948621,yes,yes,no,no,no,no,no
CML,CML,unknown,UNKNOWN_MANUAL_REVIEW,,2cc718c1393ee4f1,VOTE_TO_DELIST_STARTED,,,,,,,,,,,,no,no,no,yes
COMBO,COMBO,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,ddd8722fcd3a9596,MONITORING_TAG_ADDED,0.003291020216267,-0.0841560883874,-0.2717442407146214,,,-0.1403089732562376,,,no,no,yes,no,no,no,no
COMMON,COMMON,futures_only_delisting,FUTURES_ONLY_DELISTING,,7ab11993de9dbe26,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.0091603053435115,-0.184732824427481,-0.4351145038167938,-0.4351145038167938,-0.4351145038167938,-0.1565427448061331,-0.2078735093599909,-0.1964550161518725,no,no,yes,no,no,no,no
COMP,COMP,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e13edaa38c27c151,SPOT_PAIR_REMOVED,-0.0031270940361849,0.1036408309135581,0.1706499888318069,0.1509939691757873,0.2340853249944159,0.051750120683106,-0.1338122331133632,-0.4029769996712361,,,,no,no,no,no
COOKIE,COOKIE,still_tagged,NO_CLEAR_REACTION,,a5602175aafd748b,MONITORING_TAG_ADDED,-0.0193548387096774,-0.0967741935483871,,,,-0.0470606610530131,,,no,no,yes,no,no,no,no
COS,COS,still_tagged,NO_CLEAR_REACTION,,a69cfb015113f6cc,MONITORING_TAG_ADDED,-0.0150214592274677,-0.0976394849785408,0.0439914163090129,0.3712446351931331,,-0.0661740581225522,0.4364264667750759,,yes,yes,no,no,no,no,no
COTI,COTI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,7b44b2652f48843b,SPOT_PAIR_REMOVED,0.0082821266363879,-0.0184344109003472,0.1514827678332888,0.329682073203313,0.6379909163772377,-0.0070230567012804,-0.2565513752702987,-0.4468896193235587,,,,no,no,no,no
COW,COW,seed_tag_only,SEED_TAG_ONLY,,d5011dfc2567d20c,SEED_TAG_ADDED,,,,,,,,,yes,yes,no,no,no,no,no
CREAM,CREAM,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,c7f6923d690b160e,SPOT_TOKEN_DELISTING_ANNOUNCED,-0.2350427350427349,-0.3205128205128205,-0.5085470085470085,,,-0.292570624244429,,,no,no,no,no,no,no,no
CRV,CRV,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,5b5a63c8e1d85fbf,SPOT_PAIR_REMOVED,0.0019051651143098,0.0967400508044031,0.2049110922946657,0.210203217612193,0.0114309906858593,0.044849340573951,-0.0746029846769574,-0.6256313339797926,,,,no,no,no,no
CTK,CTK,futures_only_delisting,FUTURES_ONLY_DELISTING,,f07760477732c88d,FUTURES_CONTRACT_DELISTING_ANNOUNCED,,,,,,,,,unknown,unknown,unknown,no,no,no,no
CTSI,CTSI,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,1fee722ba7beec1d,SPOT_PAIR_REMOVED,0.0049999999999998,0.0249999999999999,0.0181249999999999,0.0675000000000001,0.7337499999999999,-0.0113678934083282,-0.2242573675477081,0.3059303238362881,,,,no,no,no,no
CTXC,CTXC,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,73bd41c12e1c9037,MONITORING_TAG_ADDED,-0.0972545369939507,-0.2238250348999534,-0.4085621219171709,-0.0465332712889716,-0.1870637505816659,-0.2208627031015146,-0.0749315637185643,-0.1960173182391044,yes,yes,no,no,no,yes,no
CUDIS,CUDIS,futures_only_delisting,FUTURES_ONLY_DELISTING,,071ec4f15c45e5a0,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.0334928229665071,-0.1752936059156153,-0.1274467159634623,-0.1274467159634623,-0.1274467159634623,-0.1471035262942674,0.0997942784933405,0.1112127717014589,no,no,no,no,no,no,no
CVP,CVP,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,e03ecc015ad077ba,MONITORING_TAG_ADDED,-0.0736040609137055,-0.0971718636693256,-0.257070340826686,0.409354604786077,,-0.0942095318708868,0.3809563123564843,,yes,yes,no,no,no,no,no
CVX,CVX,tag_removed,TAG_REMOVED_AND_RECOVERED,,f516a957212c330b,MONITORING_TAG_ADDED,-0.0149253731343284,-0.0593905472636816,-0.3000621890547265,-0.0827114427860696,-0.330223880597015,-0.0564282154652428,-0.1111097352156623,-0.3391774482544535,yes,no,no,no,no,no,no
CYBER,CYBER,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,344a05342e08cba9,SPOT_PAIR_REMOVED,0.0043508129150446,-0.0764827112434164,-0.1992214334783604,-0.2207465079001602,-0.6807877261277766,-0.0106241986611513,-0.2273429526579587,-0.3287203431210194,,,,no,no,no,no
DAM,DAM,futures_only_delisting,FUTURES_ONLY_DELISTING,,165a73349007b41f,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.0591168091168091,-0.1563390313390313,-0.0292022792022792,-0.0292022792022792,,-0.1612068797307931,-0.0221964414464734,,no,no,no,no,no,no,no
DAR,DAR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,c9f3680dabb31f4a,SPOT_PAIR_REMOVED,0.0073075469320902,0.0022678593927176,-0.0224266095502078,0.4418546050144891,0.4637772458107598,0.0143770386471632,-0.0161519881666352,-0.6092291640477583,,,,no,no,no,no
DASH,DASH,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,245e65f6169c3c1b,SPOT_PAIR_REMOVED,-0.0118748954674694,0.0582037129954842,-0.2625857166750291,-0.4177956179963203,-0.393376818866031,0.0504745718768895,-0.1649222152318604,-0.1851667858434918,,,,no,no,no,no
DATA,DATA,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED,3aeb58a1f5337ceb,MONITORING_TAG_ADDED,-0.2358803986710963,-0.0614617940199336,-0.1445182724252491,-0.4235880398671097,-0.827375415282392,-0.0943466187515044,-0.2365466670450539,-0.5228911098395079,yes,no,no,no,no,yes,no
DCR,DCR,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,3e708ddd2f39b4c1,SPOT_PAIR_REMOVED,0.0251024590163935,0.0727459016393443,-0.122950819672131,-0.2674180327868851,-0.4390368852459017,-0.044495594682318,-0.1883721494158507,-0.0933091687111773,,,,no,no,no,no
DEFI,DEFI,futures_only_delisting,FUTURES_ONLY_DELISTING,,8bef993f33b21890,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.0122375370346515,0.0172613680278244,0.1979904676027308,0.1979904676027308,0.1979904676027308,0.0016884879226464,0.0873348566910565,0.3616481025552128,yes,yes,no,no,no,no,no
DEGEN,DEGEN,futures_only_delisting,FUTURES_ONLY_DELISTING,,2906e704badb35b3,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.0245054620608207,-0.0286389134927664,-0.0090050191910244,-0.0090050191910244,,-0.0335067618845282,-0.0019991814352186,,yes,no,no,no,no,no,no
DEGO,DEGO,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,6cca4d0784f78049,MONITORING_TAG_ADDED,-0.0339622641509433,-0.0037735849056603,2.9735849056603767,0.1132075471698113,,0.0276918419503282,0.1783893787517541,,yes,yes,no,no,no,yes,no
DENT,DENT,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,61e888f9a9a6a36e,MONITORING_TAG_ADDED,0.0175438596491228,-0.0807017543859648,-0.1192982456140351,-0.2947368421052631,0.0736842105263158,-0.0848820645383472,-0.2665027598039788,0.3144001727110183,yes,no,no,no,no,yes,no
DEXE,DEXE,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,72bb869485dd868e,SPOT_PAIR_REMOVED,-0.002294630564479,-0.041303350160624,0.0362551629187701,0.6190913262964663,0.6782927948600277,-0.0298919959615572,0.0328578778228546,-0.4065877408407687,,,,no,no,no,no
DF,DF,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PROVIDER_UNAVAILABLE,b3e6d9131bc51e94,MONITORING_TAG_ADDED,0.0316981132075471,-0.0083018867924528,0.0249056603773585,-0.1471698113207548,,-0.0124821969448352,-0.1189357290194706,,yes,no,no,no,no,no,no
DGB,DGB,futures_only_delisting,FUTURES_ONLY_DELISTING,,841e10bbbc12f595,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0074728260869565,0.0278532608695651,0.3057065217391304,0.3057065217391304,0.3057065217391304,-0.003239450867428,0.4354486135787812,0.5613216711069987,yes,yes,no,no,no,no,no
DIA,DIA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,601d5face777c502,SPOT_PAIR_REMOVED,-0.011011011011011,-0.0165165165165165,0.0335335335335333,-0.0310310310310311,0.0740740740740741,-0.0017885737975125,-0.0432772310824798,-0.0163681813641744,,,,no,no,no,no
DMC,DMC,futures_only_delisting,FUTURES_ONLY_DELISTING,,de3b0a509f82f7a2,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.0352360817477096,-0.1860465116279069,-0.5052854122621564,-0.5052854122621564,-0.5052854122621564,-0.1877787317165607,-0.2030212840957766,-0.2202560309171415,no,no,no,no,no,no,no
DOCK,DOCK,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PROVIDER_UNAVAILABLE;TAG_TO_DELISTING,c13b1dfe2436783d,MONITORING_TAG_ADDED,-0.1628256513026051,-0.2049098196392785,-0.685370741482966,,,-0.2019474878408398,,,no,no,no,yes,yes,no,no
DODO,DODO,still_tagged,IMMEDIATE_DUMP_AFTER_TAG,,e8c8ce18661ac872,MONITORING_TAG_ADDED,-0.0695134061569018,-0.1310824230387288,,,,-0.0813688905433548,,,no,no,no,no,no,no,no
DOGE,DOGE,futures_only_delisting,FUTURES_ONLY_DELISTING,,f0d936d4d54e3e7e,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0,-0.0665872188291375,-0.0557127960673319,-0.0557127960673319,-0.0557127960673319,0.0036826871327621,0.0398191939138118,-0.5382696650080243,yes,no,no,no,no,no,no
DOGS,DOGS,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,bf769599f05b4515,SPOT_PAIR_REMOVED,-0.0052095130237825,0.0391845979614948,-0.2314835787089467,-0.556964892412231,-0.7481313703284258,-0.0188793829220397,-0.4583551955961412,-0.4403758363088864,,,,no,no,no,no
DOLO,DOLO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,2e7caaf100fa89ae,SPOT_PAIR_REMOVED,-0.0204081632653061,-0.075765306122449,0.0806122448979593,0.7392857142857145,-0.0619897959183673,-0.0355841880826348,0.6653980867008383,0.127772582550553,,,,no,no,no,no
DOT,DOT,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,ccf8c7446d4785a5,SPOT_PAIR_REMOVED,0.0056770977568538,-0.0069232899473831,-0.0670174466906674,-0.212545001384658,-0.4375519246746053,-0.0008868515594578,0.0564038766802565,-0.248976885629825,,,,no,no,no,no
DREP,DREP,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PROVIDER_UNAVAILABLE,77b52a90a52f0b02,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0089903181189487,0.0511756569847854,-0.4529737206085753,,,-0.0279076428390863,,,no,no,yes,no,no,no,no
DUSK,DUSK,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,7dd00d512eeab5da,SPOT_PAIR_REMOVED,0.0068493150684931,0.0677321156773214,0.3744292237442923,0.3569254185692543,1.387366818873668,0.0313642222689932,0.0651680510215461,0.9595471427099564,,,,no,no,no,no
DYDX,DYDX,spot_pair_removed_only,PAIR_REMOVAL_ONLY,PRE_ANNOUNCEMENT_WEAKNESS;PRICE_MOVED_BEFORE_OFFICIAL_ANNOUNCEMENT,88b9a7a166aa9a67,SPOT_PAIR_REMOVED,0.0141789120907451,0.037122969837587,-0.1118845063160608,-0.2786800721835524,-0.1956689868522815,-0.037956400676671,-0.5647760048039823,-0.5922248049403318,,,,no,no,no,no
DYM,DYM,seed_tag_only,SEED_TAG_ONLY,,5a5674a2634ca8df,SEED_TAG_ADDED,,,,,,,,,yes,yes,no,no,no,no,no
EDEN,EDEN,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,a6c008d6be79b62e,SPOT_PAIR_REMOVED,-0.0217706821480406,-0.0058055152394774,-0.0420899854862119,-0.4934687953555878,-0.5486211901306242,-0.0022821638747989,-0.1916711370290295,-0.2469129574966956,,,,no,no,no,no
EDU,EDU,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,e872387d343829ba,SPOT_PAIR_REMOVED,-0.0245238716410122,0.0582007131054875,0.115510044351683,0.2646534481259242,0.1714714322984609,0.0389146462197027,-0.0414599404646932,-0.4022823094384422,,,,no,no,no,no
EGLD,EGLD,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,18e8043eb222ce52,SPOT_PAIR_REMOVED,0.0050444391064137,0.0305068460245014,0.1301945712226757,0.2560653374969972,0.2623108335335093,-0.0058610473838266,-0.0356920300507109,-0.1655088426302023,,,,no,no,no,no
EIGEN,EIGEN,seed_tag_only,SEED_TAG_ONLY,,93e4d22736bbc445,SEED_TAG_ADDED,,,,,,,,,,,unknown,no,no,no,no
ELF,ELF,delisted_without_known_tag,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,FALLBACK_PRICE_USED,2b488d2b7a3bc9e1,SPOT_TOKEN_DELISTING_ANNOUNCED,-0.0385964912280701,-0.081578947368421,-0.0666666666666667,0.0627192982456139,-0.1276315789473684,-0.0536367511000296,-0.1454952030465505,-0.2872008118518792,yes,yes,no,no,no,yes,no
ENA,ENA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,6c3215065e182944,SPOT_PAIR_REMOVED,-0.0100671140939597,0.0302013422818792,-0.1476510067114093,-0.1275167785234898,0.7929530201342283,0.0189609497227336,-0.1639190256661767,0.0597684448786887,,,,no,no,no,no
ENJ,ENJ,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,0c966ccfff6018b2,SPOT_PAIR_REMOVED,0.0056523787093736,-0.0301460197833254,0.1926519076778143,0.2901554404145077,0.4696184644371173,-0.0187346655842586,-0.296078008059104,-0.6152620712636792,,,,no,no,no,no
ENS,ENS,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,72ae6a3e9239fd1f,SPOT_PAIR_REMOVED,0.0070323488045007,-0.0028129395218003,-0.0478199718706049,0.2911392405063291,0.8410689170182839,0.0092962397326451,-0.1668673526747952,-0.2319374928402342,,,,no,no,no,no
ENSO,ENSO,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,b765a6b33b766352,SPOT_PAIR_REMOVED,-0.0048701298701299,-0.0105519480519479,0.1136363636363637,0.1477272727272727,-0.2857142857142857,0.0509014536016573,0.4063575649212027,-0.0749927122266116,,,,no,no,no,no
EOS,EOS,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,bd687f4cfd42db93,SPOT_PAIR_REMOVED,0.007421150278293,-0.0204081632653061,0.1038961038961037,0.3228200371057512,0.4378478664192948,-0.0089968090662393,-0.2634134113678604,-0.6470326692815016,,,,no,no,no,no
EPIC,EPIC,still_tagged,IMMEDIATE_DUMP_AFTER_TAG,,c518920624770484,MONITORING_TAG_ADDED,-0.0038314176245211,-0.1034482758620689,,,,-0.0537347433666949,,,no,no,no,no,no,no,no
EPT,EPT,futures_only_delisting,FUTURES_ONLY_DELISTING,,c9a079a4e3d99c90,FUTURES_CONTRACT_DELISTING_ANNOUNCED,-0.0325797872340425,-0.2041223404255319,0.1103723404255319,0.1103723404255319,0.1103723404255319,-0.175932260804184,0.3376133348823348,0.3490318280904532,yes,yes,no,no,no,no,no
EPX,EPX,delisted_after_tag,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,FALLBACK_PROVIDER_UNAVAILABLE;TAG_TO_DELISTING,daa09b139684a4a8,MONITORING_TAG_ADDED,-0.0805772699939867,-0.1653638003607936,-0.1794948887552615,-0.4401683704149128,-0.5898977751052314,-0.1468692747444886,-0.2594245481314724,-0.3848762628026198,no,no,yes,yes,yes,no,no
ERC20,ERC20,seed_tag_only,SEED_TAG_ONLY,,2554c8bc341c5470,SEED_TAG_ADDED,,,,,,,,,unknown,unknown,unknown,no,no,no,no
ESP,ESP,seed_tag_only,SEED_TAG_ONLY,,86bdfec340183470,SEED_TAG_ADDED,,,,,,,,,yes,yes,no,no,no,no,no
ETC,ETC,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,a65d43c693884e5a,SPOT_PAIR_REMOVED,-0.002155172413793,0.0247844827586207,0.0096982758620689,0.1799568965517242,0.4585129310344829,-0.0065734608077501,-0.2386106375816452,-0.0164232346369513,,,,no,no,no,no
ETH,ETH,futures_only_delisting,FUTURES_ONLY_DELISTING,,54430c7de3727b0a,FUTURES_CONTRACT_DELISTING_ANNOUNCED,0.0149611903548172,0.0023757081437736,0.0036597447316024,0.0894737854552798,0.4296569169656339,-0.015629566130807,-0.3210402016467651,0.0299032432280418,yes,yes,no,no,no,no,no
ETHFI,ETHFI,unknown,UNKNOWN_MANUAL_REVIEW,,8e8791bf0db73096,SPOT_PAIR_REMOVED,,,,,,,,,,,,no,no,no,yes
EUL,EUL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,15b1fc707c42f6a7,SPOT_PAIR_REMOVED,-0.0237435694499407,-0.0925999208547685,-0.2940245350217649,-0.5860704392560347,-0.5136525524337159,-0.0737959400433107,-0.2676541895329886,-0.1864198215005615,,,,no,no,no,no
FARM,FARM,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,22c469b3db8740d8,MONITORING_TAG_ADDED,-0.0317331163547598,-0.0447518307567127,-0.0423108218063466,-0.2465419039869812,,-0.032298646489305,-0.3313981429196047,,yes,yes,no,no,no,yes,no
FET,FET,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,eecd77bf37a3abaf,SPOT_PAIR_REMOVED,0.0096818810511756,0.0193637621023512,-0.0857538035961271,-0.30567081604426,0.04149377593361,-0.0197501200998148,-0.1712836392156556,0.0739204249110646,,,,no,no,no,no
FF,FF,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,15d000c94f4c6ae1,SPOT_PAIR_REMOVED,-0.0080655016497616,-0.0216302089698153,-0.0267628009287547,-0.0999633386288647,0.0328730294513015,-0.0107752822033561,-0.1507055772572137,-0.107493426142557,,,,no,no,no,no
FHE,FHE,seed_tag_only,SEED_TAG_ONLY,,8805f912b380d2e6,SEED_TAG_ADDED,,,,,,,,,unknown,unknown,unknown,no,no,no,no
FIDA,FIDA,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,34a3f4ee4d24bceb,SPOT_PAIR_REMOVED,0.0005646527385656,0.0400903444381703,0.0508187464709202,0.305477131564088,0.5143986448334275,-0.0118003657922817,0.0206709292749375,-0.1226636798322245,,,,no,no,no,no
FIL,FIL,spot_pair_removed_only,PAIR_REMOVAL_ONLY,,2aaddfda58c12e71,SPOT_PAIR_REMOVED,-0.0027516624627378,0.0323320339371704,0.0165099747764274,0.2680577849117176,0.7674845218986472,0.0009740903707994,-0.1505097492216518,0.292548356227213,,,,no,no,no,no
FIO,FIO,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,e7ff807aa10c4697,MONITORING_TAG_ADDED,-0.0175849941383351,-0.1043376318874559,-0.2075029308323562,-0.5568581477139507,,-0.0737116700461405,-0.4849448195737282,,yes,no,no,no,no,yes,no
FIRO,FIRO,delisted_after_tag,TAG_TO_DELISTING_TO_COLLAPSE,FALLBACK_PRICE_USED;FALLBACK_PROVIDER_UNAVAILABLE,4a8314d988bfa109,MONITORING_TAG_ADDED,-0.042067916877851,-0.0780537252914344,-0.1779016725798277,-0.2072985301571211,-0.0572731880385199,-0.0824860186782408,-0.2055154033462625,-0.4935110582496315,yes,yes,no,no,no,yes,no
