token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_timestamp_utc,recent_low_price,stop_price,risk_pct,quote_volume_at_bottom,quote_volume_at_signal,volume_zscore_at_signal,candle_range_at_signal,wick_ratio_at_signal,close_position_in_signal_candle,next_3_candles_confirmation,stop_distance_pct,max_adverse_excursion_after_signal,max_adverse_excursion_before_mfe,max_favorable_excursion_24h,max_favorable_excursion_3d,max_favorable_excursion_7d,max_favorable_excursion_14d,risk_reward_24h,risk_reward_3d,risk_reward_7d,time_to_mfe_hours,time_to_20_target_hours,time_to_50_target_hours,time_to_100_target_hours,signal_volume_zscore,signal_quote_volume,confirmation_type,signal_success_20,signal_success_50,signal_success_100,signal_failed_stop,signal_liquidity_flag,bottom_liquidity_flag,low_liquidity_at_bottom,low_liquidity_at_signal,suspicious_signal_wick,false_breakout_flag,signal_quality_score,tradeability_tier,execution_quality_notes,signal_failure_reason,no_signal_reason,manual_review_required,notes
UFT,UFT,93a4361a2732433c,2025-03-11T13:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0949,2025-03-11T00:00:00+00:00,0.0836,0.08192799999999999,-0.13669125395152804,7967.0597,35081.936,1.7817447442557302,0.004500000000000004,0.6666666666666666,0.6666666666666666,yes,-0.13669125395152804,-0.262381454162276,-0.03688092729188619,0.07586933614330871,0.09062170706006323,0.12961011591148575,0.12961011591148575,0.5550416281221084,0.662966389145852,0.9481961147086022,104.0,nan,nan,nan,1.7817447442557302,35081.936,volume_breakout_after_squeeze_proxy,no,no,no,yes,low,low,yes,yes,no,yes,0.226,Manual Review,,false_breakout;low_liquidity_at_signal,,yes,causal_signal_after_confirmation;no_future_low_used
UNFI,UNFI,bcbb33fb0a078dbd,2024-04-13T21:00:00+00:00,CAPITULATION_RECLAIM,2.925,2024-04-13T20:00:00+00:00,2.511,2.46078,-0.15870769230769222,4607116.753,1146914.9062,0.5165481241767538,0.28800000000000026,0.9826388888888877,0.9826388888888877,yes,-0.15870769230769222,-0.021880341880341714,-0.021880341880341714,0.2512820512820515,0.2512820512820515,0.3999999999999999,0.4143589743589744,1.5833010210675995,1.5833010210675995,2.520356727413727,169.0,2.0,nan,nan,0.5165481241767538,1146914.9062,close_reclaimed_low_plus_pct,yes,no,no,no,ok,ok,no,no,no,no,0.874,B,,,,no,causal_signal_after_confirmation;no_future_low_used
UNFI,UNFI,bcbb33fb0a078dbd,2024-04-18T15:00:00+00:00,HIGHER_LOW_BREAKOUT,3.689,2024-04-14T03:00:00+00:00,2.993,2.93314,-0.20489563567362434,4607116.753,378778.0748,1.5206422972506115,0.052999999999999936,0.9056603773584925,0.9056603773584925,no,-0.20489563567362434,-0.11873136351314728,-0.06858227161832475,0.050420168067226934,0.12144212523719156,0.12144212523719156,0.12144212523719156,0.24607731590506193,0.59270235228746,0.59270235228746,55.0,nan,nan,nan,1.5206422972506115,378778.0748,breakout_after_higher_low,no,no,no,no,ok,ok,no,no,no,no,0.779,C,,,,no,causal_signal_after_confirmation;no_future_low_used
UNFI,UNFI,bcbb33fb0a078dbd,2024-04-12T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,4.78,2024-04-12T13:00:00+00:00,4.739,4.64422,-0.028405857740585905,4607116.753,702918.5523,2.654881775371197,0.06400000000000006,0.75,0.75,no,-0.028405857740585905,-0.4746861924686192,-0.02175732217573223,0.0010460251046024993,0.0010460251046024993,0.0010460251046024993,0.0010460251046024993,0.03682427456179057,0.03682427456179057,0.03682427456179057,1.0,nan,nan,nan,2.654881775371197,702918.5523,volume_breakout_after_squeeze_proxy,no,no,no,yes,ok,ok,no,no,no,yes,0.675,C,,false_breakout;next_3_candles_failed_confirmation,,no,causal_signal_after_confirmation;no_future_low_used
VGX,VGX,ca86e505313d35f7,2024-08-19T09:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0243,2024-08-19T01:00:00+00:00,0.0214,0.020971999999999998,-0.1369547325102881,809497.88145,618865.55016,3.793857084376149,0.0023,0.6956521739130423,0.6956521739130423,no,-0.1369547325102881,-0.47736625514403297,-0.04115226337448552,0.020576131687242816,0.020576131687242816,0.020576131687242816,0.020576131687242816,0.1502403846153847,0.1502403846153847,0.1502403846153847,1.0,nan,nan,nan,3.793857084376149,618865.55016,volume_breakout_after_squeeze_proxy,no,no,no,yes,ok,ok,no,no,no,yes,0.682,C,,false_breakout;next_3_candles_failed_confirmation,,no,causal_signal_after_confirmation;no_future_low_used
VITE,VITE,b0e2fef6b72f5dbc,2024-10-12T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.01229,2024-10-10T09:00:00+00:00,0.01148,0.0112504,-0.08458909682668836,49707.661791,157067.631811,2.371740868174784,0.0003099999999999995,0.2903225806451611,0.2903225806451611,yes,-0.08458909682668836,-0.18388934092758336,-0.028478437754271835,0.043938161106590545,0.15866558177379964,0.15866558177379964,0.15866558177379964,0.5194305502116178,1.8757214313197361,1.8757214313197361,26.0,nan,nan,nan,2.371740868174784,157067.631811,volume_breakout_after_squeeze_proxy,no,no,no,yes,ok,ok,no,no,no,yes,0.681,B,,false_breakout,,no,causal_signal_after_confirmation;no_future_low_used
VOXEL,VOXEL,e0c3a1cadfeb9ad2,2025-04-13T02:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.027,2025-04-12T01:00:00+00:00,0.0261,0.025578,-0.05266666666666664,48860.22968,50512.57834,1.8757481317803952,0.0005000000000000004,0.8000000000000014,0.8000000000000014,no,-0.05266666666666664,-0.25555555555555554,-0.25555555555555554,0.0,0.0,5.6,5.6,0.0,0.0,106.32911392405069,168.0,143.0,143.0,153.0,1.8757481317803952,50512.57834,volume_breakout_after_squeeze_proxy,yes,yes,yes,yes,low,ok,no,yes,no,no,0.07,Manual Review,,low_liquidity_at_signal;next_3_candles_failed_confirmation,,yes,causal_signal_after_confirmation;no_future_low_used
WAVES,WAVES,c93ee5f086c41471,2024-04-12T19:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,2.534,2024-04-12T18:00:00+00:00,2.366,2.31868,-0.08497237569060767,273078.00431,2154958.20749,1.708180343305041,0.11099999999999977,0.5765765765765744,0.5765765765765744,yes,-0.08497237569060767,-0.19810576164167315,-0.0023677979479083122,0.07616416732438824,0.07616416732438824,0.07616416732438824,0.07616416732438824,0.8963403306706296,0.8963403306706296,0.8963403306706296,20.0,nan,nan,nan,1.708180343305041,2154958.20749,volume_breakout_after_squeeze_proxy,no,no,no,yes,ok,ok,no,no,no,yes,0.727,C,,false_breakout,,no,causal_signal_after_confirmation;no_future_low_used
XEM,XEM,a956d4f5da81e55f,2023-10-20T02:00:00+00:00,HIGHER_LOW_BREAKOUT,0.02614,2023-10-19T02:00:00+00:00,0.02541,0.024901799999999998,-0.04736801836266269,63192.8787,17283.45672,0.05488973162435881,0.0004400000000000029,0.7045454545454527,0.7045454545454527,yes,-0.04736801836266269,-0.0015302218821728886,-0.0015302218821728886,0.07421576128538643,0.0837796480489672,0.12815608263198164,0.26587605202754405,1.5667905023421071,1.7686964949119672,2.705540300436111,238.0,238.0,nan,nan,0.05488973162435881,17283.45672,breakout_after_higher_low,no,no,no,no,low,ok,no,yes,no,no,0.078,Manual Review,,,,yes,causal_signal_after_confirmation;no_future_low_used
ZEN,ZEN,b2f582e4f6f3e84c,2024-01-19T18:00:00+00:00,HIGHER_LOW_BREAKOUT,8.32,2024-01-19T16:00:00+00:00,7.86,7.7028,-0.07418269230769237,291332.5799,134025.3089,-0.08459075316408872,0.23000000000000043,1.0,1.0,yes,-0.07418269230769237,-0.13822115384615385,-0.01081730769230771,0.03245192307692313,0.03245192307692313,0.03245192307692313,0.03245192307692313,0.43745949449125116,0.43745949449125116,0.43745949449125116,7.0,nan,nan,nan,-0.08459075316408872,134025.3089,breakout_after_higher_low,no,no,no,yes,ok,ok,no,no,no,yes,0.558,C,,false_breakout,,no,causal_signal_after_confirmation;no_future_low_used
