token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_timestamp_utc,recent_low_price,stop_price,risk_pct,max_adverse_excursion_after_signal,max_favorable_excursion_24h,max_favorable_excursion_3d,max_favorable_excursion_7d,max_favorable_excursion_14d,risk_reward_24h,risk_reward_3d,risk_reward_7d,signal_volume_zscore,signal_quote_volume,confirmation_type,signal_success_20,signal_success_50,signal_success_100,signal_failed_stop,manual_review_required,notes
COS,COS,a69cfb015113f6cc,2026-03-14T08:00:00+00:00,HIGHER_LOW_BREAKOUT,0.001639,2026-03-12T20:00:00+00:00,0.000948,0.0009290399999999999,-0.4331665649786456,-0.23550945698596704,0.6369737644905431,0.6369737644905431,0.6369737644905431,0.6369737644905431,1.4705053805848216,1.4705053805848216,1.4705053805848216,2.8284328539994017,2692062.85912,breakout_after_higher_low,yes,yes,no,no,yes,causal_signal_after_confirmation;no_future_low_used
0G,0G,b08c2a68b0b046a3,2026-02-12T02:00:00+00:00,HIGHER_LOW_BREAKOUT,0.637,2026-02-11T10:00:00+00:00,0.506,0.49588,-0.22153846153846157,-0.07692307692307698,0.3343799058084771,0.3343799058084771,0.3343799058084771,0.3343799058084771,1.5093537414965978,1.5093537414965978,1.5093537414965978,2.4973068658120496,1401073.03012,breakout_after_higher_low,yes,no,no,no,no,causal_signal_after_confirmation;no_future_low_used
